,year,quarter,country,pagerank
126,2020,1,TZ,0.0010820204081117472
127,2020,1,HN,0.0011260008230218274
128,2020,1,MN,0.0010523452186198086
129,2020,1,GI,0.0010625387719173747
130,2020,1,SY,0.0011616777564040553
131,2020,1,AD,0.0010523452186198086
132,2020,1,MZ,0.0011783116744232677
133,2020,1,BZ,0.0010523452186198086
134,2020,1,CV,0.0010523452186198086
135,2020,1,BN,0.001064722864546875
136,2020,1,SN,0.0010523452186198086
137,2020,1,IQ,0.0010523452186198086
138,2020,1,TT,0.0010523452186198086
139,2020,1,AL,0.0011607634247992318
140,2020,1,HT,0.0010621173579056743
141,2020,1,ME,0.0010523452186198086
142,2020,1,ET,0.0010523452186198086
143,2020,1,LA,0.0010523452186198086
144,2020,1,CM,0.0010523452186198086
145,2020,1,TJ,0.0010523452186198086
146,2020,1,MV,0.0010523452186198086
147,2020,1,QA,0.0010523452186198086
148,2020,2,BG,0.002982202494317436
149,2020,2,CA,0.033422877942077836
150,2020,2,PH,0.0022181267580250173
151,2020,2,GB,0.057822624861696904
152,2020,2,VN,0.0026051674552827514
153,2020,2,DO,0.0013973824147130286
154,2020,2,US,0.2964312702198826
155,2020,2,RS,0.0033032417871493754
156,2020,2,PT,0.002618256979440826
157,2020,2,FR,0.031709339779175186
158,2020,2,ES,0.014848106998405898
159,2020,2,AR,0.006537124334901013
160,2020,2,AU,0.01705289080393095
161,2020,2,CZ,0.007689241366082306
162,2020,2,SG,0.007228013938932834
163,2020,2,MY,0.002126219209574863
164,2020,2,RU,0.020675444817191115
165,2020,2,IT,0.009091311705636825
166,2020,2,IE,0.0036653480899579817
167,2020,2,BR,0.009697223270082088
168,2020,2,BY,0.002281409024530822
169,2020,2,UA,0.009339369368346383
170,2020,2,TR,0.0035341122288018766
171,2020,2,EC,0.0012856559673176389
172,2020,2,DE,0.06762971420417767
173,2020,2,NG,0.008526127403270736
174,2020,2,MX,0.0049789800637007175
175,2020,2,FI,0.004690967940661386
176,2020,2,ID,0.002366845348380226
177,2020,2,CH,0.012416840936018957
178,2020,2,TH,0.0020825066747071153
179,2020,2,HR,0.0013924346162146088
180,2020,2,PE,0.0017702519980614768
181,2020,2,CL,0.002339355205587926
182,2020,2,HK,0.016038155358099684
183,2020,2,DK,0.004061582994576822
184,2020,2,TT,0.001826858972751384
185,2020,2,KR,0.00503783896496356
186,2020,2,NL,0.022761468285994676
187,2020,2,EE,0.0022549948048027186
188,2020,2,PL,0.0077151735771644175
189,2020,2,IN,0.035393619542938695
190,2020,2,JP,0.013229817145550316
191,2020,2,GR,0.002524913689615386
192,2020,2,UY,0.0014949614488675767
193,2020,2,EG,0.0024990034396205974
194,2020,2,NO,0.0059009680193200156
195,2020,2,PK,0.002243313483976551
196,2020,2,KE,0.003922363220514124
197,2020,2,RO,0.004094265609007152
198,2020,2,BZ,0.0009874912702894296
199,2020,2,BM,0.0009874912702894296
200,2020,2,JO,0.00123157614408897
201,2020,2,TJ,0.0009874912702894296
202,2020,2,GE,0.0011145879319694372
203,2020,2,IL,0.012280685409594611
204,2020,2,TL,0.0012654673100510054
205,2020,2,ME,0.0011056069319856025
206,2020,2,AZ,0.0010551837254904864
207,2020,2,CO,0.0046485239072219155
208,2020,2,CN,0.04205375714437631
209,2020,2,LK,0.001287297652601492
210,2020,2,NZ,0.003951636876552614
211,2020,2,ZA,0.004363471228317215
212,2020,2,MU,0.0011272933056081897
213,2020,2,NP,0.0012713718179574681
214,2020,2,MA,0.002277903078647749
215,2020,2,BD,0.001526563218497074
216,2020,2,SI,0.0016184274351576287
217,2020,2,BO,0.001762641623983329
218,2020,2,AT,0.005453046009288302
219,2020,2,CM,0.0009874912702894296
220,2020,2,HU,0.0030768643761661775
221,2020,2,BE,0.006016735613211666
222,2020,2,VE,0.00201920663696907
223,2020,2,MD,0.0012845565841621298
224,2020,2,JE,0.0010054456455080734
225,2020,2,MT,0.0009874912702894296
226,2020,2,SN,0.0009874912702894296
227,2020,2,MG,0.001022672482064378
228,2020,2,KG,0.0011009070214797073
229,2020,2,AL,0.001338777668626924
230,2020,2,SE,0.009117489000600758
231,2020,2,PR,0.0013364313475005226
232,2020,2,GH,0.0012780652285700246
233,2020,2,KH,0.0012430063206897224
234,2020,2,LU,0.0014749897727669914
235,2020,2,MO,0.0010131039628336655
236,2020,2,CU,0.001513488965096667
237,2020,2,AE,0.0017463479446200904
238,2020,2,HN,0.0011241210754655991
239,2020,2,PA,0.0010455717287505158
240,2020,2,CR,0.0017823202364227926
241,2020,2,UZ,0.0011736143371267643
242,2020,2,AM,0.0011326437152425492
243,2020,2,LA,0.0009874912702894296
244,2020,2,BA,0.0013038235308593885
245,2020,2,SA,0.0013740701825101116
246,2020,2,KN,0.0009874912702894296
247,2020,2,PY,0.001013439501066186
248,2020,2,ZM,0.0009874912702894296
249,2020,2,CY,0.0010369330304631354
250,2020,2,TW,0.004088419974149894
251,2020,2,SK,0.001739215136680125
252,2020,2,FM,0.0010079558069571659
253,2020,2,KW,0.0011879391152936052
254,2020,2,PS,0.0010409950509090151
255,2020,2,TN,0.0014385587543228927
256,2020,2,LT,0.0017156735163033584
257,2020,2,LB,0.0011950080199656676
258,2020,2,TZ,0.0011093606295776146
259,2020,2,GT,0.0010556329105311764
260,2020,2,JM,0.0010763726392465044
261,2020,2,UG,0.0016240643386390662
262,2020,2,GP,0.0009874912702894296
263,2020,2,BH,0.0009874912702894296
264,2020,2,CD,0.0010511486258390904
265,2020,2,CG,0.0018809677091969905
266,2020,2,IS,0.001397497562773134
267,2020,2,CI,0.001010061184895715
268,2020,2,IR,0.0031171363967083783
269,2020,2,NI,0.001040998464304761
270,2020,2,MV,0.0010083912356565498
271,2020,2,QA,0.0009874912702894296
272,2020,2,ET,0.0009874912702894296
273,2020,2,MK,0.0011688178024940354
274,2020,2,LV,0.001491899099830225
275,2020,2,CW,0.0009874912702894296
276,2020,2,KZ,0.0013283152584442584
277,2020,2,RE,0.0010109952531344585
278,2020,2,BB,0.0009874912702894296
279,2020,2,MZ,0.0010396264849710346
280,2020,2,RW,0.0013878396491091602
281,2020,2,MN,0.0010935910054309414
282,2020,2,MM,0.0010105192517675362
283,2020,2,SV,0.0010519742989745725
284,2020,2,AD,0.0009874912702894296
285,2020,2,IM,0.0010000593329424802
286,2020,2,CV,0.0009874912702894296
287,2020,2,IQ,0.0009874912702894296
288,2020,2,ML,0.0009874912702894296
289,2020,2,DZ,0.0011326451673422623
290,2020,2,GI,0.0009874912702894296
291,2020,2,GM,0.0009874912702894296
292,2020,2,GU,0.0009874912702894296
293,2020,2,SD,0.001092219026097215
294,2020,2,SY,0.00104008381141561
295,2020,2,LI,0.0009962845321604935
296,2020,2,NC,0.0009984666984020863
297,2020,2,BN,0.0009874912702894296
298,2020,2,ZW,0.0009874912702894296
299,2020,2,YE,0.0009874912702894296
300,2020,2,FJ,0.0009874912702894296
301,2020,2,GD,0.0009874912702894296
302,2020,2,HT,0.0010090679929790224
303,2020,2,OM,0.0009874912702894296
304,2020,2,PF,0.0009874912702894296
305,2020,3,VE,0.0018823386171266153
306,2020,3,CA,0.034976924550097016
307,2020,3,FI,0.004550768529354548
308,2020,3,US,0.304311856544015
309,2020,3,GB,0.05155714383227452
310,2020,3,ES,0.013602573577447163
311,2020,3,IE,0.0038952701773694843
312,2020,3,DE,0.06337565820541782
313,2020,3,SE,0.008029266298979149
314,2020,3,BE,0.0054180773333324175
315,2020,3,SG,0.007207606897493077
316,2020,3,CH,0.012082122440002426
317,2020,3,FR,0.02995941822310517
318,2020,3,JP,0.012173614947861141
319,2020,3,CN,0.04320117708706265
320,2020,3,UA,0.009618614992703839
321,2020,3,RO,0.004442375703582265
322,2020,3,AU,0.0158377203492148
323,2020,3,KH,0.00122703470359017
324,2020,3,MY,0.002320557278768838
325,2020,3,CZ,0.006831965868909265
326,2020,3,IN,0.04245051305614087
327,2020,3,TR,0.00358325222360578
328,2020,3,AT,0.004632684604447519
329,2020,3,HU,0.002908707051408112
330,2020,3,LT,0.0015147018629296104
331,2020,3,PA,0.000990028811690207
332,2020,3,MX,0.006487623284661085
333,2020,3,SK,0.0014769946502845238
334,2020,3,NO,0.0069155825251706665
335,2020,3,EG,0.0022941880451083983
336,2020,3,GR,0.003202845713281731
337,2020,3,NL,0.021218364646576227
338,2020,3,SV,0.001065703272719494
339,2020,3,EE,0.0018383981418635164
340,2020,3,AR,0.0076503778218431195
341,2020,3,BR,0.008808415218060132
342,2020,3,PH,0.002688471806592074
343,2020,3,DK,0.003526897061206974
344,2020,3,RU,0.018859113645070244
345,2020,3,TH,0.002318281691107991
346,2020,3,HK,0.017278239897306424
347,2020,3,YE,0.000990028811690207
348,2020,3,KR,0.004635359998038084
349,2020,3,PL,0.007717879620932875
350,2020,3,LV,0.0014077337011759589
351,2020,3,IR,0.002724567107075968
352,2020,3,LB,0.0020632385600309624
353,2020,3,VN,0.0025113004553581585
354,2020,3,ID,0.0023609708437055503
355,2020,3,MA,0.0012455287645805413
356,2020,3,PT,0.0028909084001774213
357,2020,3,RS,0.0025715883557995384
358,2020,3,ZA,0.005320970470533077
359,2020,3,IT,0.008567138413885903
360,2020,3,NG,0.00985751509468489
361,2020,3,MU,0.0010079901521142555
362,2020,3,HR,0.0017474572894917708
363,2020,3,MG,0.001019730614634886
364,2020,3,NZ,0.0037158750329872063
365,2020,3,PR,0.0012817012376441475
366,2020,3,SI,0.0017127462734931186
367,2020,3,NI,0.000990028811690207
368,2020,3,UY,0.001380521333218297
369,2020,3,CO,0.004583216849215138
370,2020,3,EC,0.0011705781040070927
371,2020,3,CU,0.0011768633983248935
372,2020,3,IL,0.013476326974140257
373,2020,3,BJ,0.0010177693611455678
374,2020,3,AE,0.0019387585336948726
375,2020,3,TW,0.0039528943583676795
376,2020,3,CL,0.002341505421260399
377,2020,3,TZ,0.001118390502978173
378,2020,3,BY,0.0026517511715044803
379,2020,3,DO,0.001352719555034309
380,2020,3,LK,0.00159029054212325
381,2020,3,PE,0.001674635035584006
382,2020,3,KE,0.0036253468605437207
383,2020,3,BG,0.00315495154459631
384,2020,3,ZW,0.000990028811690207
385,2020,3,JO,0.001507370160462805
386,2020,3,ZM,0.000990028811690207
387,2020,3,LU,0.0012706690951212244
388,2020,3,RW,0.0016535539354566827
389,2020,3,TN,0.0011533444500470295
390,2020,3,GH,0.0011498973750567138
391,2020,3,IS,0.0013118797116297928
392,2020,3,UG,0.0018001666730413594
393,2020,3,BA,0.0011888487558256774
394,2020,3,HN,0.0010722182925432073
395,2020,3,KG,0.0010015628869813006
396,2020,3,KZ,0.0015013585194706414
397,2020,3,SA,0.00153216815264441
398,2020,3,UZ,0.0010818086497630316
399,2020,3,JM,0.0012135441071806838
400,2020,3,PK,0.0033543427119475206
401,2020,3,OM,0.0010132546829282009
402,2020,3,MK,0.0013054458308270301
403,2020,3,ET,0.001532898530687288
404,2020,3,AM,0.001207734951428873
405,2020,3,BB,0.0010767286908827012
406,2020,3,MD,0.0013080997415819632
407,2020,3,LA,0.0010793268233579246
408,2020,3,BD,0.0013944532862316056
409,2020,3,AL,0.001067286914071724
410,2020,3,PY,0.0010094174056377758
411,2020,3,QA,0.000990028811690207
412,2020,3,CM,0.0010371416000626783
413,2020,3,AZ,0.0010132545128067906
414,2020,3,GE,0.0010080424745704045
415,2020,3,NP,0.0013495680660452344
416,2020,3,PF,0.000990028811690207
417,2020,3,CY,0.0010011270929887856
418,2020,3,SN,0.0010316468500958277
419,2020,3,TG,0.0010047367572000468
420,2020,3,CR,0.0015787763004855592
421,2020,3,CW,0.000990028811690207
422,2020,3,GD,0.0010786255547537362
423,2020,3,GN,0.0010471644549356718
424,2020,3,KW,0.00116305435358574
425,2020,3,CI,0.000990028811690207
426,2020,3,BM,0.000990028811690207
427,2020,3,NE,0.0010005581066720361
428,2020,3,DZ,0.001007133607579428
429,2020,3,PS,0.0013939284692479682
430,2020,3,RE,0.0010320826410738972
431,2020,3,CF,0.000990028811690207
432,2020,3,MT,0.000990028811690207
433,2020,3,MZ,0.0010297113772025786
434,2020,3,GT,0.0011503133008363405
435,2020,3,IQ,0.0010927550738783008
436,2020,3,ME,0.001059178529592658
437,2020,3,BO,0.0023784189488805754
438,2020,3,BH,0.000990028811690207
439,2020,3,GP,0.000990028811690207
440,2020,3,MQ,0.000990028811690207
441,2020,3,JE,0.0010172460458885198
442,2020,3,MO,0.000990028811690207
443,2020,3,MW,0.000990028811690207
444,2020,3,LS,0.000990028811690207
445,2020,3,CD,0.000990028811690207
446,2020,3,AD,0.000990028811690207
447,2020,3,MV,0.000990028811690207
448,2020,3,MM,0.001025660029054052
449,2020,3,GL,0.000990028811690207
450,2020,3,GI,0.000990028811690207
451,2020,3,TL,0.0012130911185452083
452,2020,3,AF,0.0010096933826717084
453,2020,3,SY,0.000990028811690207
454,2020,3,TO,0.000990028811690207
455,2020,3,KN,0.000990028811690207
456,2020,3,SC,0.0010006843566587038
457,2020,3,ML,0.000990028811690207
458,2020,3,CV,0.000990028811690207
459,2020,3,LC,0.000990028811690207
460,2020,3,TT,0.000990028811690207
461,2020,4,CH,0.013226236333175509
462,2020,4,HK,0.01676166345244413
463,2020,4,IN,0.04673515774455246
464,2020,4,US,0.2987125182096192
465,2020,4,TR,0.00480834017169865
466,2020,4,BA,0.0010783896702289577
467,2020,4,UA,0.009984735423210087
468,2020,4,NL,0.020513454316504275
469,2020,4,IR,0.0025423263836421646
470,2020,4,MK,0.0011821175070909748
471,2020,4,CN,0.041442769142316246
472,2020,4,GB,0.05497860366516025
473,2020,4,MY,0.0017042988234745094
474,2020,4,KR,0.004900929893044603
475,2020,4,FR,0.030022367190869675
476,2020,4,PL,0.00835029895005093
477,2020,4,IL,0.0119211553363318
478,2020,4,JP,0.012711265689915352
479,2020,4,DE,0.06393054743476291
480,2020,4,KZ,0.0011773066878800827
481,2020,4,RU,0.01973963454246886
482,2020,4,LV,0.0015925327299408725
483,2020,4,HU,0.0022657576511620346
484,2020,4,CZ,0.006864929935654895
485,2020,4,BE,0.0058341075881897
486,2020,4,ES,0.013496411543509577
487,2020,4,SE,0.00877886812187116
488,2020,4,NP,0.0015055678119895396
489,2020,4,IT,0.00888412370413598
490,2020,4,IE,0.004210805257311569
491,2020,4,NG,0.004234984951533606
492,2020,4,NO,0.007135221763200495
493,2020,4,MX,0.006563743968326808
494,2020,4,CU,0.0013115811264115607
495,2020,4,AR,0.006271879437361786
496,2020,4,AU,0.01445550590660554
497,2020,4,LK,0.0014885466380536643
498,2020,4,BG,0.0031128851314180025
499,2020,4,EE,0.0017374556255478637
500,2020,4,CA,0.03376686050390273
501,2020,4,LA,0.0009340147216934232
502,2020,4,TW,0.004089023200410286
503,2020,4,BY,0.0023672875888780314
504,2020,4,AT,0.004719559342464088
505,2020,4,MD,0.0012467621195944496
506,2020,4,BR,0.008935918718216581
507,2020,4,GR,0.002581414977032759
508,2020,4,PH,0.002423820543208199
509,2020,4,ME,0.0009340147216934232
510,2020,4,DK,0.004885585843761079
511,2020,4,KW,0.0010159662396210143
512,2020,4,HR,0.0015838436957449254
513,2020,4,FI,0.004725808739591714
514,2020,4,,0.0009340147216934232
515,2020,4,ZA,0.005166574617253828
516,2020,4,EG,0.001885906131028614
517,2020,4,UG,0.001989479933050542
518,2020,4,LT,0.0015315160023772819
519,2020,4,CL,0.0023714001337080863
520,2020,4,AZ,0.0009759955568322236
521,2020,4,PK,0.0034449975559184324
522,2020,4,SG,0.010217035293622912
523,2020,4,VN,0.003081894406771098
524,2020,4,GT,0.0011284625767776274
525,2020,4,CO,0.0032842111976274877
526,2020,4,DZ,0.0009655488398539143
527,2020,4,MA,0.001369283369326728
528,2020,4,VU,0.0009453072702735687
529,2020,4,PT,0.002853557907117108
530,2020,4,SK,0.0014639024868935942
531,2020,4,AE,0.0023608335814122032
532,2020,4,RS,0.0025119360183303743
533,2020,4,LB,0.001486511418410041
534,2020,4,NZ,0.003340672768634328
535,2020,4,GE,0.0009340147216934232
536,2020,4,BO,0.001363658156960842
537,2020,4,RO,0.003472456340418062
538,2020,4,AM,0.001311757018809996
539,2020,4,UY,0.0014730322047455378
540,2020,4,IS,0.0012288553790282082
541,2020,4,KE,0.0031726328265079804
542,2020,4,RW,0.0016152162842907524
543,2020,4,ID,0.002646623019631606
544,2020,4,KG,0.0010063181904345535
545,2020,4,MZ,0.0010274360811931154
546,2020,4,VE,0.0023165966943797245
547,2020,4,PE,0.001696820246050051
548,2020,4,MT,0.0009875905161198652
549,2020,4,JO,0.0014323811690396904
550,2020,4,NI,0.0009340147216934232
551,2020,4,UZ,0.0009482252365322495
552,2020,4,MC,0.000944223885607379
553,2020,4,PS,0.001096288839540462
554,2020,4,BD,0.001326218278845879
555,2020,4,MG,0.0009340147216934232
556,2020,4,TH,0.002327646963542843
557,2020,4,SA,0.0013745286468102962
558,2020,4,BB,0.0009340147216934232
559,2020,4,SI,0.001520938147959886
560,2020,4,CY,0.000976928762881656
561,2020,4,DO,0.001333018265760158
562,2020,4,MO,0.0009678972528556648
563,2020,4,NC,0.0009340147216934232
564,2020,4,AL,0.0011359228795491986
565,2020,4,EC,0.0010446124385815264
566,2020,4,BM,0.0009340147216934232
567,2020,4,PR,0.0015098338455740118
568,2020,4,HN,0.0010732493412239958
569,2020,4,AO,0.0009340147216934232
570,2020,4,LU,0.00145302365888393
571,2020,4,CR,0.0016492212444401179
572,2020,4,CD,0.0009463536098828874
573,2020,4,PF,0.0009340147216934232
574,2020,4,KH,0.0011370183194428529
575,2020,4,MU,0.0009671529309227024
576,2020,4,JE,0.0009605731229837654
577,2020,4,ET,0.0017700318046316686
578,2020,4,TN,0.0011713270718136364
579,2020,4,RE,0.0010158843630803378
580,2020,4,ER,0.0009340147216934232
581,2020,4,ML,0.0009340147216934232
582,2020,4,LI,0.0009458741639239279
583,2020,4,SV,0.0010272035906325713
584,2020,4,AX,0.0009340147216934232
585,2020,4,BI,0.000949917457790162
586,2020,4,MW,0.0009446799064635606
587,2020,4,PY,0.0009434401178382201
588,2020,4,GA,0.0009340147216934232
589,2020,4,JM,0.0010279564711460274
590,2020,4,BH,0.000986053166086824
591,2020,4,ZW,0.0009340147216934232
592,2020,4,KN,0.001129011306813086
593,2020,4,QA,0.0010216530644132234
594,2020,4,SC,0.0009340147216934232
595,2020,4,BJ,0.0009340147216934232
596,2020,4,CM,0.0010134590967705555
597,2020,4,MM,0.0009922714720165238
598,2020,4,GP,0.0009479541570374782
599,2020,4,TZ,0.0011262853349846725
600,2020,4,TT,0.0009340147216934232
601,2020,4,ZM,0.0009340147216934232
602,2020,4,IM,0.0009466527344450563
603,2020,4,AD,0.000942967819004158
604,2020,4,PA,0.0010339301601019232
605,2020,4,YE,0.0009340147216934232
606,2020,4,IQ,0.0009972138877785187
607,2020,4,OM,0.0009549877917065211
608,2020,4,GU,0.0009340147216934232
609,2020,4,GH,0.0010850888086796967
610,2020,4,AI,0.0009340147216934232
611,2020,4,MN,0.0009340147216934232
612,2020,4,AG,0.0010218031728693403
613,2020,4,GY,0.0009340147216934232
614,2020,4,GL,0.0009340147216934232
615,2020,4,SN,0.0009340147216934232
616,2020,4,MQ,0.0009340147216934232
617,2020,4,SY,0.0010590249086884545
618,2020,4,AW,0.0009340147216934232
619,2020,4,FO,0.0009340147216934232
620,2020,4,BS,0.0009340147216934232
621,2020,4,GF,0.0009340147216934232
622,2020,4,CV,0.00099064435257697
623,2020,4,FM,0.0009340147216934232
624,2020,4,MV,0.0009340147216934232
625,2020,4,VI,0.0009340147216934232
626,2020,4,CW,0.0009340147216934232
627,2021,1,ES,0.013652609131058592
628,2021,1,GB,0.05806713290817011
629,2021,1,DE,0.0635548032042685
630,2021,1,NG,0.002430000431476215
631,2021,1,EC,0.001148307355325579
632,2021,1,IN,0.03967408285917775
633,2021,1,HR,0.0015403295723318512
634,2021,1,FR,0.030374095572283672
635,2021,1,AE,0.002099413351324512
636,2021,1,TH,0.0020570955625185314
637,2021,1,US,0.30089438718017486
638,2021,1,NL,0.02175955430378041
639,2021,1,SE,0.008957543731374647
640,2021,1,RO,0.0041602864333229635
641,2021,1,RU,0.0197310083826998
642,2021,1,IE,0.003866423078163998
643,2021,1,CA,0.03747196412863253
644,2021,1,JP,0.013504273528193233
645,2021,1,ID,0.0024656380426240484
646,2021,1,AU,0.01474734475700629
647,2021,1,FI,0.004740168526951155
648,2021,1,MA,0.0012915925347163821
649,2021,1,BR,0.007996251734893302
650,2021,1,UA,0.010872350358647434
651,2021,1,MX,0.005123425080885054
652,2021,1,PE,0.0016870499701474833
653,2021,1,PH,0.002483077755430568
654,2021,1,ZA,0.005037506116544388
655,2021,1,TR,0.003719846456036423
656,2021,1,CZ,0.0070100968712281195
657,2021,1,LV,0.0016429145929779969
658,2021,1,PL,0.0094518963671597
659,2021,1,IL,0.013929852602815887
660,2021,1,SK,0.0015738439761781415
661,2021,1,IT,0.009231615064204135
662,2021,1,CH,0.01431517110895338
663,2021,1,AT,0.004609559369324169
664,2021,1,CL,0.0023145472530834367
665,2021,1,SI,0.0016172971517367106
666,2021,1,AR,0.005265059254815957
667,2021,1,PK,0.003379628036285744
668,2021,1,BY,0.0030855875329988463
669,2021,1,ME,0.0009523260047520469
670,2021,1,RS,0.0028100175524659117
671,2021,1,CW,0.0009523260047520469
672,2021,1,UY,0.0013812341754797658
673,2021,1,VN,0.0027574425639151456
674,2021,1,LT,0.0013853902281960248
675,2021,1,PA,0.0011089122988069597
676,2021,1,MY,0.0017482773436956537
677,2021,1,GE,0.0009678757182570509
678,2021,1,KH,0.001199954230892938
679,2021,1,KR,0.004142911645104855
680,2021,1,CR,0.0016165025852578026
681,2021,1,KE,0.0032323174217994692
682,2021,1,LB,0.0012002153843388946
683,2021,1,BG,0.0027739582523096753
684,2021,1,DK,0.006094082085553763
685,2021,1,IR,0.0027092133482517124
686,2021,1,NP,0.0014344529863351589
687,2021,1,TZ,0.0011314692661296723
688,2021,1,LK,0.001323334200781058
689,2021,1,BE,0.005867432690723566
690,2021,1,CO,0.004182815576770633
691,2021,1,TW,0.0045507458006852205
692,2021,1,CN,0.041096000688876234
693,2021,1,GR,0.002213625018469809
694,2021,1,KZ,0.0011373762080007196
695,2021,1,BD,0.0013509002384980999
696,2021,1,QA,0.0009771883210299918
697,2021,1,VE,0.0020310387221274652
698,2021,1,SG,0.00851548085994901
699,2021,1,MK,0.0011483552450771532
700,2021,1,HU,0.0022672151008881047
701,2021,1,AD,0.0009523260047520469
702,2021,1,DZ,0.0009648011867086883
703,2021,1,NO,0.005677738275918763
704,2021,1,NZ,0.0032108223344881957
705,2021,1,HK,0.018114721433295393
706,2021,1,JE,0.000995019365372139
707,2021,1,CM,0.0010047494799544827
708,2021,1,AL,0.0011386958144992533
709,2021,1,CU,0.0013601162209321293
