iso2_code;cluster_id;exit01;consider00;pci;ubiquity;rca01;density
BE;3.0;0;1;0.7833126064179957;10.0;1.0;0.3647372177822534
BE;4.0;0;1;1.265956554326927;18.0;1.0;0.5303313924566473
BE;7.0;0;1;1.2242628697114926;22.0;1.0;0.6430490238731424
BE;8.0;0;1;-0.0585876741607944;80.0;1.0;0.3148788927335639
BE;9.0;0;1;1.1350545013133064;19.0;1.0;0.6936473267358755
BE;10.0;0;1;-0.7677834872566762;19.0;1.0;0.1570689000327559
BE;11.0;0;1;-0.9053943017322462;38.0;1.0;0.1278332467092912
BE;12.0;0;1;1.1904149973858782;13.0;1.0;0.4454362048827977
BE;14.0;0;1;1.1620684754184163;14.0;1.0;0.5355703332013592
BE;15.0;0;1;0.2167324806246045;56.0;1.0;0.4335550540857236
BE;16.0;0;1;1.166622882986038;8.0;1.0;0.4867451452209293
BE;18.0;0;1;0.3751752320370706;69.0;1.0;0.5826146882974166
BE;19.0;0;1;-0.1315802239610624;49.0;1.0;0.2714238713428478
BE;20.0;0;1;1.1408665572543455;26.0;1.0;0.6293529564102773
BE;21.0;0;1;-0.114908452168559;50.0;1.0;0.2845863715139855
BE;22.0;0;1;1.1515011687997532;18.0;1.0;0.6249334910948366
BE;24.0;0;1;1.02771884270935;29.0;1.0;0.7026540146972177
BE;26.0;0;1;0.9948344107655204;26.0;1.0;0.7148074561534747
BE;27.0;0;1;0.8315979590923113;26.0;1.0;0.6726007417451207
BE;28.0;0;1;1.1896832927026175;21.0;1.0;0.6409503998853184
BE;29.0;0;1;1.1796616803860769;21.0;1.0;0.6885994287461694
BE;32.0;0;1;1.3371071495816034;14.0;1.0;0.530883686836443
BE;33.0;0;1;1.2731177358659194;17.0;1.0;0.5742870509049652
BE;34.0;0;1;1.176690018020767;19.0;1.0;0.6766003743222602
BE;36.0;0;1;1.3264338780079967;16.0;1.0;0.4738604334181438
BE;38.0;0;1;0.7834461732581935;25.0;1.0;0.6806163529541756
BE;39.0;0;1;1.18661736077012;20.0;1.0;0.6462076775863819
BE;41.0;0;1;1.1557488824238515;29.0;1.0;0.6734156366249855
BE;42.0;0;1;1.1106494705617524;23.0;1.0;0.6976138452061588
BE;43.0;0;1;1.2862797941241264;17.0;1.0;0.6240118851249856
BE;45.0;0;1;1.1820480417872556;18.0;1.0;0.6118691010790729
BE;50.0;0;1;0.9419746809496924;25.0;1.0;0.6605292574383882
BE;52.0;0;1;1.3453357440129528;14.0;1.0;0.4945683204537508
BE;54.0;0;1;0.722518437210377;33.0;1.0;0.7479389467201528
BE;57.0;0;1;0.99968770947611;18.0;1.0;0.6019541243503894
BF;1.0;0;1;-2.1965966891388464;33.0;1.0;0.4010979939021076
BG;1.0;0;1;-2.1965966891388464;33.0;1.0;0.1053891962144442
BG;2.0;0;1;0.6857744079889588;12.0;1.0;0.0779590224390092
BG;3.0;0;1;0.7833126064179957;10.0;1.0;0.1096970819402524
BG;8.0;0;1;-0.0585876741607944;80.0;1.0;0.3737024221453287
BG;11.0;0;1;-0.9053943017322462;38.0;1.0;0.1278959160017998
BG;12.0;0;1;1.1904149973858782;13.0;1.0;0.1861896146808978
BG;15.0;0;1;0.2167324806246045;56.0;1.0;0.4625850576670989
BG;16.0;0;1;1.166622882986038;8.0;1.0;0.1961402388329248
BG;17.0;0;1;0.6591238368633976;35.0;1.0;0.3773939333325856
BG;18.0;0;1;0.3751752320370706;69.0;1.0;0.4257296652945668
BG;19.0;0;1;-0.1315802239610624;49.0;1.0;0.2939910567755417
BG;21.0;0;1;-0.114908452168559;50.0;1.0;0.311684946675499
BG;24.0;0;1;1.02771884270935;29.0;1.0;0.2819196956707803
BG;25.0;0;1;-2.851588946771374e-05;80.0;1.0;0.4354561101549054
BG;29.0;0;1;1.1796616803860769;21.0;1.0;0.2420842215842766
BG;34.0;0;1;1.176690018020767;19.0;1.0;0.2442103805809774
BG;42.0;0;1;1.1106494705617524;23.0;1.0;0.2613546501708843
BG;45.0;0;1;1.1820480417872556;18.0;1.0;0.1590929690509407
BG;54.0;0;1;0.722518437210377;33.0;1.0;0.3627815216754386
BH;1.0;0;1;-2.1965966891388464;33.0;1.0;0.6112426366402931
BH;10.0;0;1;-0.7677834872566762;19.0;1.0;0.4470433855858214
BH;11.0;0;1;-0.9053943017322462;38.0;1.0;0.3860428418528597
BJ;1.0;0;1;-2.1965966891388464;33.0;1.0;0.5784255280483025
BJ;8.0;0;1;-0.0585876741607944;80.0;1.0;0.1920415224913494
BJ;11.0;0;1;-0.9053943017322462;38.0;1.0;0.3622076209354293
BN;1.0;0;1;-2.1965966891388464;33.0;1.0;0.4010979939021076
BO;1.0;0;1;-2.1965966891388464;33.0;1.0;0.1310128342911836
BO;5.0;0;1;0.1017500727985483;33.0;1.0;0.4678852556339982
BO;8.0;0;1;-0.0585876741607944;80.0;1.0;0.5501730103806228
BO;11.0;0;1;-0.9053943017322462;38.0;1.0;0.2721337690883356
BO;18.0;0;1;0.3751752320370706;69.0;1.0;0.3697032911769636
BO;19.0;0;1;-0.1315802239610624;49.0;1.0;0.525367627122642
BO;21.0;0;1;-0.114908452168559;50.0;1.0;0.4458847369463137
BO;25.0;0;1;-2.851588946771374e-05;80.0;1.0;0.5542168674698795
BR;1.0;0;1;-2.1965966891388464;33.0;1.0;0.1700883700795764
BR;4.0;1;0;1.265956554326927;18.0;0.0;0.1168016594281432
BR;5.0;0;1;0.1017500727985483;33.0;1.0;0.4353735157929965
BR;8.0;0;1;-0.0585876741607944;80.0;1.0;0.3494809688581315
BR;10.0;0;1;-0.7677834872566762;19.0;1.0;0.138074605592513
BR;13.0;0;1;1.3640216338439537;14.0;1.0;0.1585521426534696
BR;15.0;0;1;0.2167324806246045;56.0;1.0;0.2950983835131555
BR;17.0;1;0;0.6591238368633976;35.0;0.0;0.2125663676760125
BR;18.0;0;1;0.3751752320370706;69.0;1.0;0.2255955596118385
BR;19.0;0;1;-0.1315802239610624;49.0;1.0;0.3857394744220327
BR;22.0;0;1;1.1515011687997532;18.0;1.0;0.1681298103295549
BR;25.0;0;1;-2.851588946771374e-05;80.0;1.0;0.2925989672977624
BR;31.0;0;1;1.326251025229891;10.0;1.0;0.1338190887461076
BR;36.0;0;1;1.3264338780079967;16.0;1.0;0.1682720195117354
BR;40.0;0;1;0.60027623407388;12.0;1.0;0.3615280559369138
BR;44.0;1;0;1.2600128962239177;13.0;0.0;0.1300193646423789
BR;46.0;0;1;1.3016976092068837;13.0;1.0;0.1279793501258044
BR;47.0;0;1;1.418191118611;12.0;1.0;0.1227302604726672
BR;48.0;0;1;1.1637888220908452;6.0;1.0;0.2918902574303406
BR;50.0;0;1;0.9419746809496924;25.0;1.0;0.2137591231678578
BR;54.0;0;1;0.722518437210377;33.0;1.0;0.2276827127921872
BR;56.0;1;0;1.3324960295291093;14.0;0.0;0.1364773588432191
BR;59.0;1;0;1.12648430291845;17.0;0.0;0.1602690528054537
BW;1.0;0;1;-2.1965966891388464;33.0;1.0;0.4010979939021076
BY;1.0;0;1;-2.1965966891388464;33.0;1.0;0.2269340428514465
BY;2.0;0;1;0.6857744079889588;12.0;1.0;0.1146954825096034
BY;4.0;0;1;1.265956554326927;18.0;1.0;0.1518382450939336
BY;5.0;0;1;0.1017500727985483;33.0;1.0;0.3366516363199617
BY;15.0;0;1;0.2167324806246045;56.0;1.0;0.5033710131120066
BY;16.0;0;1;1.166622882986038;8.0;1.0;0.1299692418685786
BY;18.0;0;1;0.3751752320370706;69.0;1.0;0.4421203598502486
BY;19.0;0;1;-0.1315802239610624;49.0;1.0;0.3845953700369153
BY;20.0;0;1;1.1408665572543455;26.0;1.0;0.2617072259727161
BY;21.0;0;1;-0.114908452168559;50.0;1.0;0.2833495070875265
BY;22.0;0;1;1.1515011687997532;18.0;1.0;0.2485095476867157
BY;24.0;0;1;1.02771884270935;29.0;1.0;0.2317926354414312
BY;25.0;0;1;-2.851588946771374e-05;80.0;1.0;0.4543889845094664
BY;34.0;0;1;1.176690018020767;19.0;1.0;0.1771340292877803
BY;40.0;0;1;0.60027623407388;12.0;1.0;0.2077860479499669
BY;41.0;0;1;1.1557488824238515;29.0;1.0;0.2484452462415999
BY;42.0;0;1;1.1106494705617524;23.0;1.0;0.2000801415690339
BY;45.0;0;1;1.1820480417872556;18.0;1.0;0.1691628031657166
BY;50.0;0;1;0.9419746809496924;25.0;1.0;0.3277875572378771
CA;1.0;0;1;-2.1965966891388464;33.0;1.0;0.0243089693274004
CA;2.0;0;1;0.6857744079889588;12.0;1.0;0.3111565312482117
CA;3.0;0;1;0.7833126064179957;10.0;1.0;0.275780162967201
CA;4.0;0;1;1.265956554326927;18.0;1.0;0.3927335387286059
CA;6.0;0;1;1.2781483401864266;6.0;1.0;0.2861224378305781
CA;7.0;0;1;1.2242628697114926;22.0;1.0;0.2302194729905218
CA;9.0;0;1;1.1350545013133064;19.0;1.0;0.1741414265656394
CA;10.0;0;1;-0.7677834872566762;19.0;1.0;0.0545500065504754
CA;11.0;0;1;-0.9053943017322462;38.0;1.0;0.0701896076096108
CA;12.0;0;1;1.1904149973858782;13.0;1.0;0.3024243970094775
CA;13.0;0;1;1.3640216338439537;14.0;1.0;0.4783541848589258
CA;14.0;0;1;1.1620684754184163;14.0;1.0;0.1853601084180244
CA;16.0;0;1;1.166622882986038;8.0;1.0;0.2122632153468896
CA;17.0;0;1;0.6591238368633976;35.0;1.0;0.0974453318428597
CA;18.0;0;1;0.3751752320370706;69.0;1.0;0.0670528413641528
CA;19.0;0;1;-0.1315802239610624;49.0;1.0;0.0268457224478143
CA;20.0;0;1;1.1408665572543455;26.0;1.0;0.2691758260474833
CA;21.0;0;1;-0.114908452168559;50.0;1.0;0.0503741148230623
CA;22.0;0;1;1.1515011687997532;18.0;1.0;0.2785060915381538
CA;23.0;0;1;1.4007121501768125;12.0;1.0;0.5188451884845233
CA;24.0;0;1;1.02771884270935;29.0;1.0;0.1824624992348306
CA;26.0;0;1;0.9948344107655204;26.0;1.0;0.1666110898086425
CA;27.0;0;1;0.8315979590923113;26.0;1.0;0.2067896345848001
CA;28.0;0;1;1.1896832927026175;21.0;1.0;0.2428222430361966
CA;29.0;0;1;1.1796616803860769;21.0;1.0;0.194824115330819
CA;30.0;0;1;1.444285727446791;9.0;1.0;0.5567736087944068
CA;31.0;0;1;1.326251025229891;10.0;1.0;0.4806531402862713
CA;32.0;0;1;1.3371071495816034;14.0;1.0;0.3415563766615267
CA;33.0;0;1;1.2731177358659194;17.0;1.0;0.2419591001862942
CA;34.0;0;1;1.176690018020767;19.0;1.0;0.1741423951341859
CA;35.0;0;1;1.3545552227173967;15.0;1.0;0.387649068452316
CA;36.0;0;1;1.3264338780079967;16.0;1.0;0.4424128589997816
CA;37.0;0;1;1.4109686100264884;12.0;1.0;0.5274088757364949
CA;38.0;0;1;0.7834461732581935;25.0;1.0;0.1317285403292649
CA;39.0;0;1;1.18661736077012;20.0;1.0;0.2381851108874442
CA;40.0;0;1;0.60027623407388;12.0;1.0;0.1964627953488044
CA;41.0;0;1;1.1557488824238515;29.0;1.0;0.2569110190845567
CA;42.0;0;1;1.1106494705617524;23.0;1.0;0.1760250130608789
CA;43.0;0;1;1.2862797941241264;17.0;1.0;0.2668259755264908
CA;44.0;0;1;1.2600128962239177;13.0;1.0;0.3993856107013833
CA;45.0;0;1;1.1820480417872556;18.0;1.0;0.2797015599538566
CA;46.0;0;1;1.3016976092068837;13.0;1.0;0.3576223522623392
CA;47.0;0;1;1.418191118611;12.0;1.0;0.5325207801577585
CA;50.0;0;1;0.9419746809496924;25.0;1.0;0.2392084466203528
CA;51.0;0;1;1.307582550158649;12.0;1.0;0.2966737499449932
CA;52.0;0;1;1.3453357440129528;14.0;1.0;0.4140037338746167
CA;53.0;0;1;1.4293169299235329;13.0;1.0;0.5137216363008216
CA;54.0;0;1;0.722518437210377;33.0;1.0;0.0814186412589212
CA;55.0;0;1;1.397420886768537;15.0;1.0;0.4474497026356014
CA;56.0;0;1;1.3324960295291093;14.0;1.0;0.5095725464696332
CA;57.0;0;1;0.99968770947611;18.0;1.0;0.2936218948673702
CA;59.0;0;1;1.12648430291845;17.0;1.0;0.3862485728988928
CD;1.0;0;1;-2.1965966891388464;33.0;1.0;0.5784255280483025
CD;8.0;0;1;-0.0585876741607944;80.0;1.0;0.1920415224913494
CD;11.0;0;1;-0.9053943017322462;38.0;1.0;0.3622076209354293
CH;2.0;0;1;0.6857744079889588;12.0;1.0;0.709390532933518
CH;3.0;0;1;0.7833126064179957;10.0;1.0;0.7455740624783491
CH;7.0;0;1;1.2242628697114926;22.0;1.0;0.7833583799659058
CH;9.0;0;1;1.1350545013133064;19.0;1.0;0.8096413761087377
CH;10.0;0;1;-0.7677834872566762;19.0;1.0;0.2894610563267837
CH;11.0;0;1;-0.9053943017322462;38.0;1.0;0.2105688228288324
CH;12.0;0;1;1.1904149973858782;13.0;1.0;0.724329690950681
CH;14.0;0;1;1.1620684754184163;14.0;1.0;0.8015573432085115
CH;15.0;0;1;0.2167324806246045;56.0;1.0;0.2543124280682478
CH;16.0;0;1;1.166622882986038;8.0;1.0;0.6947723352228254
CH;19.0;0;1;-0.1315802239610624;49.0;1.0;0.1543629040749326
CH;20.0;0;1;1.1408665572543455;26.0;1.0;0.7488073769035047
CH;21.0;0;1;-0.114908452168559;50.0;1.0;0.2235351345273393
CH;22.0;0;1;1.1515011687997532;18.0;1.0;0.7719453460748658
CH;24.0;0;1;1.02771884270935;29.0;1.0;0.7759668923503238
CH;26.0;0;1;0.9948344107655204;26.0;1.0;0.7877391440235579
CH;27.0;0;1;0.8315979590923113;26.0;1.0;0.7435767470277292
CH;28.0;0;1;1.1896832927026175;21.0;1.0;0.7733928962323924
CH;29.0;0;1;1.1796616803860769;21.0;1.0;0.8146188733109856
CH;31.0;0;1;1.326251025229891;10.0;1.0;0.6818336051408785
CH;32.0;0;1;1.3371071495816034;14.0;1.0;0.763280479240997
CH;33.0;0;1;1.2731177358659194;17.0;1.0;0.7928556075078554
CH;34.0;0;1;1.176690018020767;19.0;1.0;0.8377221030930136
CH;35.0;0;1;1.3545552227173967;15.0;1.0;0.7251603940728051
CH;36.0;0;1;1.3264338780079967;16.0;1.0;0.7102465817101746
CH;38.0;0;1;0.7834461732581935;25.0;1.0;0.59329390310182
CH;39.0;0;1;1.18661736077012;20.0;1.0;0.7845408676968323
CH;40.0;0;1;0.60027623407388;12.0;1.0;0.4654036909347032
CH;41.0;0;1;1.1557488824238515;29.0;1.0;0.7634448013931153
CH;42.0;0;1;1.1106494705617524;23.0;1.0;0.8056285251871319
CH;43.0;0;1;1.2862797941241264;17.0;1.0;0.7896707385492253
CH;44.0;0;1;1.2600128962239177;13.0;1.0;0.7080910549750394
CH;45.0;0;1;1.1820480417872556;18.0;1.0;0.7974907205318231
CH;46.0;0;1;1.3016976092068837;13.0;1.0;0.7197306576884334
CH;50.0;0;1;0.9419746809496924;25.0;1.0;0.7072956553314732
CH;51.0;0;1;1.307582550158649;12.0;1.0;0.7301160043231097
CH;52.0;0;1;1.3453357440129528;14.0;1.0;0.7428647140717752
CH;54.0;0;1;0.722518437210377;33.0;1.0;0.605551144363227
CH;55.0;0;1;1.397420886768537;15.0;1.0;0.7045528196805666
CH;57.0;0;1;0.99968770947611;18.0;1.0;0.7650180675850154
CH;59.0;0;1;1.12648430291845;17.0;1.0;0.7378191794455772
CI;1.0;0;1;-2.1965966891388464;33.0;1.0;0.2461690469771484
CI;8.0;0;1;-0.0585876741607944;80.0;1.0;0.4394463667820069
CI;10.0;0;1;-0.7677834872566762;19.0;1.0;0.2581793573648494
CI;11.0;0;1;-0.9053943017322462;38.0;1.0;0.5151606836334918
