iso2_code;cluster_id;entry01;consider00;pci;ubiquity;rca01;density
AM;10.0;0;1;-0.6213853320216652;91.0;0.0;0.3376971692711885
AR;2.0;0;1;0.5586557938317481;63.0;0.0;0.5464550899477753
AR;5.0;0;1;0.020828068629869;83.0;0.0;0.5854496233720837
AR;10.0;0;1;-0.6213853320216652;91.0;0.0;0.5652774830928569
AR;16.0;0;1;0.8184253533157112;58.0;0.0;0.5459135736806433
AR;21.0;0;1;-0.5287084858606022;108.0;0.0;0.600122013459037
AR;34.0;0;1;1.7192782225086654;44.0;0.0;0.5414600369635607
AR;39.0;0;1;1.888238159902965;37.0;0.0;0.5222862594518778
AR;42.0;0;1;1.770800082816533;43.0;0.0;0.5443366926389406
AR;45.0;0;1;1.875150764281;39.0;0.0;0.5153060651371355
AT;1.0;0;1;-1.339550055485775;143.0;0.0;0.786142001710864
AU;8.0;0;1;-0.8732644896882191;105.0;0.0;0.8403049312038481
AU;25.0;0;1;-0.96162280363934;100.0;0.0;0.8323418844064432
BA;10.0;0;1;-0.6213853320216652;91.0;0.0;0.2831355168212619
BD;3.0;0;1;1.0403943159903488;52.0;0.0;0.258893877309328
BD;10.0;0;1;-0.6213853320216652;91.0;0.0;0.3501739387808151
BD;11.0;0;1;-0.9600851232258238;110.0;0.0;0.3704475640687498
BD;16.0;0;1;0.8184253533157112;58.0;0.0;0.283478700855568
BD;21.0;0;1;-0.5287084858606022;108.0;0.0;0.400236783905848
BD;24.0;0;1;1.4568943041783065;50.0;0.0;0.2595051214696164
BD;26.0;0;1;1.5873665602984497;42.0;0.0;0.2421370542911603
BD;29.0;0;1;1.7357761239496363;41.0;0.0;0.2323238662457905
BD;34.0;0;1;1.7192782225086654;44.0;0.0;0.2349722934877603
BE;5.0;0;1;0.020828068629869;83.0;0.0;0.7910884594798135
BE;25.0;0;1;-0.96162280363934;100.0;0.0;0.8154819309751359
BE;40.0;0;1;1.7524500572358903;47.0;0.0;0.7713774675368921
BG;10.0;0;1;-0.6213853320216652;91.0;0.0;0.5046234129051221
BO;3.0;0;1;1.0403943159903488;52.0;0.0;0.1687175203640321
BO;10.0;0;1;-0.6213853320216652;91.0;0.0;0.3123070933786483
BR;2.0;1;0;0.5586557938317481;63.0;1.0;0.4572602042251533
BR;3.0;0;1;1.0403943159903488;52.0;0.0;0.4201139201056884
BR;7.0;0;1;2.308320802456991;33.0;0.0;0.4239518485203053
BR;9.0;0;1;1.76886527536797;42.0;0.0;0.4130939778359899
BR;12.0;0;1;1.815386169588887;42.0;0.0;0.4053269664887401
BR;14.0;0;1;2.170621452376592;33.0;0.0;0.4030463399367817
BR;16.0;0;1;0.8184253533157112;58.0;0.0;0.440825992511407
BR;20.0;0;1;2.089527578032417;33.0;0.0;0.4179800388898967
BR;24.0;0;1;1.4568943041783065;50.0;0.0;0.4191039397586191
BR;26.0;0;1;1.5873665602984497;42.0;0.0;0.4006595463481692
BR;29.0;0;1;1.7357761239496363;41.0;0.0;0.400264056763737
BR;32.0;0;1;2.5207822119077656;25.0;0.0;0.4368657963654449
BR;33.0;0;1;2.3587290150463662;29.0;0.0;0.4020442967402743
BR;34.0;0;1;1.7192782225086654;44.0;0.0;0.4037858660312813
BR;35.0;0;1;2.788432725750719;20.0;0.0;0.464883218096155
BR;38.0;0;1;1.6236580815076322;41.0;0.0;0.4385462372455097
BR;39.0;0;1;1.888238159902965;37.0;0.0;0.4026217729472915
BR;41.0;0;1;1.9119839886603804;41.0;0.0;0.4057558933630726
BR;42.0;0;1;1.770800082816533;43.0;0.0;0.4024359711319285
BR;43.0;0;1;2.341151724011851;29.0;0.0;0.402121201756458
BR;45.0;0;1;1.875150764281;39.0;0.0;0.4042714925108986
BR;51.0;0;1;2.6013571626067904;22.0;0.0;0.4421835612713977
BR;55.0;0;1;2.840250777689909;17.0;0.0;0.4778229954263225
BR;57.0;0;1;2.0144184838692523;26.0;0.0;0.4459207241989998
BY;3.0;0;1;1.0403943159903488;52.0;0.0;0.5292144354874262
BY;10.0;0;1;-0.6213853320216652;91.0;0.0;0.5736726328372524
CA;8.0;0;1;-0.8732644896882191;105.0;0.0;0.8562744380834633
CA;25.0;0;1;-0.96162280363934;100.0;0.0;0.8461208311193388
CH;1.0;0;1;-1.339550055485775;143.0;0.0;0.7408041060735672
CH;4.0;0;1;1.700063110705086;43.0;0.0;0.8131027832450878
CH;5.0;0;1;0.020828068629869;83.0;0.0;0.7632202511119868
CH;25.0;0;1;-0.96162280363934;100.0;0.0;0.7392599314328973
CL;2.0;0;1;0.5586557938317481;63.0;0.0;0.375085080341199
CL;3.0;0;1;1.0403943159903488;52.0;0.0;0.3524231669489457
CL;5.0;0;1;0.020828068629869;83.0;0.0;0.4578786012438756
CN;4.0;0;1;1.700063110705086;43.0;0.0;0.626613390309173
CN;8.0;0;1;-0.8732644896882191;105.0;0.0;0.6827391299916454
CN;18.0;0;1;-0.3109706539013559;87.0;0.0;0.6637030936854842
CN;26.0;1;0;1.5873665602984497;42.0;1.0;0.6288319330127031
CN;27.0;1;0;1.2301055097006837;48.0;1.0;0.6308638192805925
CN;28.0;0;1;2.2345145712865553;34.0;0.0;0.6311183837980944
CN;32.0;1;0;2.5207822119077656;25.0;1.0;0.6390709685113274
CN;36.0;0;1;2.658217133852544;20.0;0.0;0.6265901892011722
CN;44.0;0;1;2.5712554859175545;21.0;0.0;0.6238869203958612
CN;50.0;1;0;1.9479657290507195;34.0;1.0;0.6240586178924897
CN;54.0;0;1;1.4158389343229925;50.0;0.0;0.6271251422471984
CN;55.0;0;1;2.840250777689909;17.0;0.0;0.6501390630335555
CN;57.0;1;0;2.0144184838692523;26.0;1.0;0.6323290692086457
CO;2.0;0;1;0.5586557938317481;63.0;0.0;0.4207094137151223
CO;3.0;0;1;1.0403943159903488;52.0;0.0;0.3963979918306514
CO;11.0;0;1;-0.9600851232258238;110.0;0.0;0.4877732453104828
CO;12.0;0;1;1.815386169588887;42.0;0.0;0.3782885040278295
CO;16.0;0;1;0.8184253533157112;58.0;0.0;0.4111225201323697
CO;21.0;0;1;-0.5287084858606022;108.0;0.0;0.5144226480944507
CO;24.0;0;1;1.4568943041783065;50.0;0.0;0.4095325949675482
CO;29.0;0;1;1.7357761239496363;41.0;0.0;0.3914390161523238
CO;34.0;0;1;1.7192782225086654;44.0;0.0;0.3866570068841021
CO;39.0;0;1;1.888238159902965;37.0;0.0;0.3713845232709665
CO;45.0;0;1;1.875150764281;39.0;0.0;0.3590109730743569
CR;10.0;0;1;-0.6213853320216652;91.0;0.0;0.3711904608741136
CR;16.0;0;1;0.8184253533157112;58.0;0.0;0.2713351958937361
CZ;1.0;0;1;-1.339550055485775;143.0;0.0;0.7686056458511549
CZ;25.0;0;1;-0.96162280363934;100.0;0.0;0.8057583264386109
DE;1.0;0;1;-1.339550055485775;143.0;0.0;0.7707442258340463
DE;17.0;0;1;1.115223821802615;47.0;0.0;0.8341179716349295
DE;18.0;0;1;-0.3109706539013559;87.0;0.0;0.775059585724599
DE;25.0;0;1;-0.96162280363934;100.0;0.0;0.7482462010282638
DE;38.0;1;0;1.6236580815076322;41.0;1.0;0.8621260476069876
DO;2.0;0;1;0.5586557938317481;63.0;0.0;0.2366932755933986
DO;3.0;0;1;1.0403943159903488;52.0;0.0;0.18603977147765
EC;10.0;0;1;-0.6213853320216652;91.0;0.0;0.2727732227916179
EC;16.0;0;1;0.8184253533157112;58.0;0.0;0.1771262823763741
EG;11.0;0;1;-0.9600851232258238;110.0;0.0;0.5268818057243938
EG;16.0;0;1;0.8184253533157112;58.0;0.0;0.4207522375123556
EG;26.0;0;1;1.5873665602984497;42.0;0.0;0.3787934814916238
EG;27.0;0;1;1.2301055097006837;48.0;0.0;0.4067867750277061
FI;5.0;0;1;0.020828068629869;83.0;0.0;0.7350039844937076
FR;17.0;0;1;1.115223821802615;47.0;0.0;0.9193526655442412
FR;18.0;0;1;-0.3109706539013559;87.0;0.0;0.8857001751160649
FR;25.0;0;1;-0.96162280363934;100.0;0.0;0.8705977178267187
GB;5.0;0;1;0.020828068629869;83.0;0.0;0.8488139042187322
GB;8.0;0;1;-0.8732644896882191;105.0;0.0;0.8206092060523229
GB;25.0;0;1;-0.96162280363934;100.0;0.0;0.8077794141791074
