iso2_code;cluster_id;exit01;consider00;pci;ubiquity;rca01;density
AE;1.0;0;1;-1.339550055485775;143.0;1.0;0.4923011120615911
AE;3.0;0;1;1.0403943159903488;52.0;1.0;0.2487637218570974
AE;5.0;0;1;0.020828068629869;83.0;1.0;0.4052553491819765
AE;8.0;0;1;-0.8732644896882191;105.0;1.0;0.5065422374198919
AE;10.0;0;1;-0.6213853320216652;91.0;1.0;0.4079250387611929
AE;11.0;0;1;-0.9600851232258238;110.0;1.0;0.4582033581682574
AE;16.0;0;1;0.8184253533157112;58.0;1.0;0.2833705130376158
AE;18.0;0;1;-0.3109706539013559;87.0;1.0;0.4476917316471862
AE;19.0;0;1;-0.4147257513014745;111.0;1.0;0.4542865510357771
AE;21.0;0;1;-0.5287084858606022;108.0;1.0;0.4668293512787159
AE;25.0;0;1;-0.96162280363934;100.0;1.0;0.5387048274378403
AF;1.0;0;1;-1.339550055485775;143.0;1.0;0.0611633875106929
AL;1.0;0;1;-1.339550055485775;143.0;1.0;0.3520102651839179
AL;8.0;0;1;-0.8732644896882191;105.0;1.0;0.3606874079194068
AL;11.0;0;1;-0.9600851232258238;110.0;1.0;0.3151232590929733
AL;18.0;0;1;-0.3109706539013559;87.0;1.0;0.2977412010698134
AL;19.0;0;1;-0.4147257513014745;111.0;1.0;0.3149736423730231
AL;25.0;0;1;-0.96162280363934;100.0;1.0;0.3811455671990767
AM;1.0;0;1;-1.339550055485775;143.0;1.0;0.4345594525235244
AM;2.0;0;1;0.5586557938317481;63.0;1.0;0.2574950647248407
AM;5.0;0;1;0.020828068629869;83.0;1.0;0.3541600369428523
AM;8.0;0;1;-0.8732644896882191;105.0;1.0;0.4495843295492645
AM;11.0;0;1;-0.9600851232258238;110.0;1.0;0.3962019819023009
AM;16.0;0;1;0.8184253533157112;58.0;1.0;0.2373345268042798
AM;18.0;0;1;-0.3109706539013559;87.0;1.0;0.3936954814041182
AM;19.0;0;1;-0.4147257513014745;111.0;1.0;0.3995870040761682
AM;21.0;0;1;-0.5287084858606022;108.0;1.0;0.4095089573035607
AM;25.0;0;1;-0.96162280363934;100.0;1.0;0.4769991095496553
AO;1.0;0;1;-1.339550055485775;143.0;1.0;0.1497005988023952
AO;8.0;0;1;-0.8732644896882191;105.0;1.0;0.1385605990271503
AO;11.0;0;1;-0.9600851232258238;110.0;1.0;0.131890501583499
AR;1.0;0;1;-1.339550055485775;143.0;1.0;0.6236099230111207
AR;4.0;0;1;1.700063110705086;43.0;1.0;0.5648560789352502
AR;8.0;0;1;-0.8732644896882191;105.0;1.0;0.638837772653148
AR;14.0;1;0;2.170621452376592;33.0;0.0;0.4959126048566886
AR;15.0;0;1;-0.0816970945673035;81.0;1.0;0.6208109024786804
AR;17.0;0;1;1.115223821802615;47.0;1.0;0.6003899450539131
AR;18.0;0;1;-0.3109706539013559;87.0;1.0;0.631962905686623
AR;19.0;0;1;-0.4147257513014745;111.0;1.0;0.6059923258065675
AR;22.0;0;1;2.3053589841983;32.0;1.0;0.4819416685379778
AR;25.0;0;1;-0.96162280363934;100.0;1.0;0.6475385369817265
AR;26.0;0;1;1.5873665602984497;42.0;1.0;0.5628118439393854
AR;29.0;0;1;1.7357761239496363;41.0;1.0;0.558491568220242
AR;38.0;0;1;1.6236580815076322;41.0;1.0;0.5684634975026064
AR;40.0;1;0;1.7524500572358903;47.0;0.0;0.5544584599436402
AR;41.0;1;0;1.9119839886603804;41.0;0.0;0.5502438829727592
AR;44.0;0;1;2.5712554859175545;21.0;1.0;0.3957423899780568
AR;50.0;0;1;1.9479657290507195;34.0;1.0;0.5110542671011498
AR;54.0;0;1;1.4158389343229925;50.0;1.0;0.5912640902319203
AR;57.0;1;0;2.0144184838692523;26.0;0.0;0.4532944640270404
AT;2.0;0;1;0.5586557938317481;63.0;1.0;0.7721799175679855
AT;3.0;0;1;1.0403943159903488;52.0;1.0;0.7614494206492389
AT;4.0;0;1;1.700063110705086;43.0;1.0;0.7447686172561363
AT;5.0;0;1;0.020828068629869;83.0;1.0;0.7962558456330479
AT;7.0;0;1;2.308320802456991;33.0;1.0;0.6680064322605571
AT;8.0;1;0;-0.8732644896882191;105.0;0.0;0.8274437082973051
AT;9.0;0;1;1.76886527536797;42.0;1.0;0.7462286114966104
AT;10.0;0;1;-0.6213853320216652;91.0;1.0;0.7815569486073146
AT;11.0;0;1;-0.9600851232258238;110.0;1.0;0.7980002498696114
AT;12.0;0;1;1.815386169588887;42.0;1.0;0.7424046313565099
AT;14.0;0;1;2.170621452376592;33.0;1.0;0.6984617157341274
AT;15.0;0;1;-0.0816970945673035;81.0;1.0;0.8231052104201858
AT;16.0;0;1;0.8184253533157112;58.0;1.0;0.7725210748789072
AT;18.0;0;1;-0.3109706539013559;87.0;1.0;0.8311014546912775
AT;19.0;0;1;-0.4147257513014745;111.0;1.0;0.7986988536524139
AT;20.0;0;1;2.089527578032417;33.0;1.0;0.6791940410384285
AT;21.0;0;1;-0.5287084858606022;108.0;1.0;0.8068641848023274
AT;24.0;0;1;1.4568943041783065;50.0;1.0;0.7662204900124248
AT;25.0;0;1;-0.96162280363934;100.0;1.0;0.8429015740994602
AT;26.0;0;1;1.5873665602984497;42.0;1.0;0.756072431869386
AT;27.0;0;1;1.2301055097006837;48.0;1.0;0.7607760299731169
AT;28.0;0;1;2.2345145712865553;34.0;1.0;0.678880268571516
AT;29.0;0;1;1.7357761239496363;41.0;1.0;0.7509962677907356
AT;33.0;0;1;2.3587290150463662;29.0;1.0;0.6653171828954308
AT;34.0;0;1;1.7192782225086654;44.0;1.0;0.7471597923448108
AT;38.0;0;1;1.6236580815076322;41.0;1.0;0.7391390832320405
AT;39.0;0;1;1.888238159902965;37.0;1.0;0.7323587511155137
AT;40.0;0;1;1.7524500572358903;47.0;1.0;0.7303481520871185
AT;41.0;0;1;1.9119839886603804;41.0;1.0;0.7391217685687431
AT;42.0;0;1;1.770800082816533;43.0;1.0;0.7460755919003796
AT;43.0;0;1;2.341151724011851;29.0;1.0;0.6646365203738739
AT;45.0;0;1;1.875150764281;39.0;1.0;0.7288111399750136
AT;46.0;0;1;2.6109250389071827;20.0;1.0;0.5288086811699949
AT;50.0;0;1;1.9479657290507195;34.0;1.0;0.6683597982173299
AT;54.0;0;1;1.4158389343229925;50.0;1.0;0.7682010523745039
AT;57.0;0;1;2.0144184838692523;26.0;1.0;0.6142335507362314
AU;1.0;0;1;-1.339550055485775;143.0;1.0;0.8584260051325919
AU;2.0;0;1;0.5586557938317481;63.0;1.0;0.9062413496727922
AU;3.0;0;1;1.0403943159903488;52.0;1.0;0.9193856023497984
AU;4.0;0;1;1.700063110705086;43.0;1.0;0.928494313856652
AU;7.0;0;1;2.308320802456991;33.0;1.0;0.9238887501435096
AU;9.0;0;1;1.76886527536797;42.0;1.0;0.9297610587485692
AU;10.0;0;1;-0.6213853320216652;91.0;1.0;0.8785039850676899
AU;11.0;0;1;-0.9600851232258238;110.0;1.0;0.8683663088507382
AU;12.0;0;1;1.815386169588887;42.0;1.0;0.9298762520545952
AU;13.0;0;1;2.87172041541883;16.0;1.0;0.8708415510605811
AU;14.0;0;1;2.170621452376592;33.0;1.0;0.9288483589482142
AU;16.0;0;1;0.8184253533157112;58.0;1.0;0.9111693657517662
AU;17.0;0;1;1.115223821802615;47.0;1.0;0.9212430115714428
AU;18.0;0;1;-0.3109706539013559;87.0;1.0;0.8698220263464597
AU;19.0;0;1;-0.4147257513014745;111.0;1.0;0.8611144315478684
AU;20.0;0;1;2.089527578032417;33.0;1.0;0.923625332979361
