"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","Country","Country ID"
0.5514066368,0.6720887462,0.8418300301,0.9756860948,1.1175662295,1.203251123,1.4063171906,1.4303836899,1.5333486041,1.5674117408,1.5892264132,1.5695011382,1.6241901868,1.7256355216,1.8280682541,1.8464167823,1.7688156848,1.8115864618,1.8545175253,1.9412000446,1.9486420738,1.9992414367,1.9885354995,1.9624116794,1.9418262062,"Chinese Taipei","astwn"
-0.0208683824,-0.0418720852,-0.0355608691,0.0680911039,0.0655414249,-0.0483020583,-0.0397528668,-0.1007693239,0.0002546045,0.0350012941,-0.0002722059,-0.0327533088,-0.0353701073,0.0136000547,0.0943823993,0.1366208501,0.2433651506,0.1435711409,0.1216536042,0.1673480178,0.176548132,0.1515532668,0.1817559574,0.1365686986,0.1146947341,"Colombia","sacol"
-0.2326164616,-0.1638753986,-0.0804050826,0.0461108444,-0.0281662899,0.0377208516,-0.0016881819,-0.0063210406,0.0575596495,0.1951787834,0.1249668696,0.0922949095,-0.0597304069,-0.0391672059,-0.0106221236,0.1359279939,0.261025605,0.3009723809,0.2184624005,0.189083456,0.1796532665,0.1971156177,0.1887193051,0.233317755,0.319683274,"Costa Rica","nacri"
-1.3479963685,-1.4018438526,-1.0301119808,-0.7230411468,-0.7063043813,-0.7401846714,-0.7150676486,-0.6727637491,-0.8049832303,-0.8012677794,-0.9390098822,-1.0869403934,-1.2067052266,-1.1506076226,-1.2040339019,-1.0995083792,-0.9511830393,-0.8931860936,-0.8988914595,-0.9731555236,-1.0052841485,-1.1021082497,-1.0221353303,-1.1094329121,-1.103473026,"Cote d'Ivoire","afciv"
0.3573903192,0.385407951,0.3678018353,0.3541477425,0.3443077626,0.3573436037,0.3916069255,0.4442893172,0.4922365429,0.5763469844,0.6284648363,0.633207136,0.6507881087,0.6476040349,0.7342508638,0.7708996181,0.7641461046,0.7069900622,0.7079453743,0.6943142744,0.7037830832,0.7625988858,0.7630462391,0.799254381,0.7959330606,"Croatia","euhrv"
,-0.0616004279,-0.1568913544,-0.2005284596,-0.4519627782,-0.3084942041,0.0865144023,0.2075803907,0.3943333593,0.371652443,0.2248141509,-0.1740682527,-0.1817661497,-0.1792460868,-0.1380968268,-0.0526652536,-0.0703982315,-0.2164131529,-0.1438384865,-0.0066561147,0.0060463183,-0.2831594443,,,,"Cuba","nacub"
0.9938350943,1.0181013741,1.0751223788,1.1504187702,1.2979574158,1.3262812307,1.3559836879,1.3970727129,1.3799535324,1.4089310516,1.4339559568,1.4950719678,1.5405235712,1.6340457408,1.6162396757,1.6178800145,1.591034984,1.6167608609,1.6170258035,1.6203578683,1.6144532252,1.64201167,1.5987555346,1.600563722,1.5545966015,"Czechia","eucze"
,,,,,,,,,-1.7041066555,-1.322140355,-1.6013430144,-1.6493963485,-1.0804847164,-1.1006549646,-1.0563870109,-1.5895825886,-1.3546722422,-1.5264160006,-1.3811749668,-1.4319393374,-1.3916806382,-1.3868073081,-1.7824267198,-1.8070043752,"Democratic Republic of the Congo","afcod"
1.1281197685,1.2069054214,1.2111399244,1.1381442167,1.1888805914,1.1793544184,1.1714096116,1.1164769931,1.0429758293,1.0293976683,1.0414049927,1.0412640583,1.0476326281,1.0575167639,1.0850875721,1.0508635893,1.0339660329,1.0601124587,1.0155357791,1.0010320386,0.9688454056,0.9868641037,0.9832623177,1.0065644407,1.0070045417,"Denmark","eudnk"
-0.9423482413,-0.8053978727,-0.6647827806,-0.5490349356,-0.6039107881,-0.5785044062,-0.5110301505,-0.5429277078,-0.4803819966,-0.3448722083,-0.262964812,-0.2268788477,-0.2356600452,-0.2114899909,-0.2678393917,-0.2373160401,-0.177471261,-0.2277766257,-0.2758610237,-0.2585408877,-0.2200141271,-0.1446960383,-0.1536214885,-0.0258882454,0.0516217135,"Dominican Republic","nadom"
-0.6684726075,-0.7048441289,-0.7495333301,-0.6963629045,-0.8839158927,-0.946878411,-1.0044381071,-0.988595706,-0.8844791808,-0.6696776437,-0.8083457543,-0.9035874741,-0.7730165303,-0.670810528,-0.5696579302,-0.6196905766,-0.6124351667,-0.7699375344,-1.0132367344,-0.9566363796,-0.8276421425,-0.9398321339,-0.9733740283,-0.9377709062,-0.955415884,"Ecuador","saecu"
-0.6530206886,-0.621943632,-0.5459348196,-0.5083053918,-0.5501758959,-0.5282077846,-0.4001785938,-0.3880716078,-0.4186951378,-0.3286035266,-0.2623796073,-0.2796123061,-0.3128975373,-0.3388151622,-0.3771869172,-0.2654263455,-0.1571143063,-0.1492351683,-0.1830890104,-0.1113292964,-0.1197728241,-0.1492257585,-0.1624179566,-0.1033674854,-0.1032272779,"Egypt","afegy"
-0.2992686638,-0.2204405032,-0.3214634232,-0.3381093107,-0.4210144336,-0.5486393969,-0.4678044653,-0.4525385624,-0.4352002826,-0.2760834524,-0.288681731,-0.3171311424,-0.3911696109,-0.3533009279,-0.338434135,-0.266400675,-0.1781817951,-0.2022030056,-0.2732502156,-0.109314095,-0.0881211006,-0.0788064726,-0.1364130957,-0.0664741779,-0.0289496263,"El Salvador","naslv"
,,,,,,,,,,,,,-0.8520729248,-1.0239026257,-1.0416826745,-0.9835909163,-0.9649428526,-1.0352892063,-0.895248511,-0.6873381415,-0.8088944851,-0.8810526382,-0.8323755849,-0.722606086,"Ethiopia","afeth"
1.5857182533,1.5794814983,1.6089443351,1.5967856787,1.7118257288,1.7010814584,1.7474135752,1.761781398,1.7088885394,1.6132023422,1.5752285653,1.630010246,1.6202642492,1.6231934061,1.582821463,1.5727758826,1.5415047378,1.5432591114,1.5144762514,1.4979748793,1.4850224215,1.4902873895,1.5016137661,1.4218057021,1.4119431908,"Finland","eufin"
1.4149661192,1.3861432481,1.3912224541,1.4018364212,1.4832542389,1.5255334337,1.5300234923,1.4881815455,1.4196277674,1.3621339354,1.3690424745,1.3899246767,1.431226937,1.4626504624,1.4709653299,1.44559318,1.3806534117,1.4067725124,1.3963205636,1.3915232855,1.3853895771,1.366050037,1.3630976359,1.347250623,1.2983579788,"France","eufra"
-1.1786022719,-1.229858492,-1.0038513104,-1.2831626634,-1.5843606453,-1.4639579653,-1.6181955026,-1.7623492783,-1.7017632419,-2.0351405316,-1.7021980388,-1.9141058739,-1.5449607405,-1.5065603141,-1.0696909597,-1.1590472141,-0.9940265419,-0.9827615603,-0.5770830437,-0.5720841655,-0.5658055593,-0.6421225239,-0.6943601199,-0.7910751535,-0.991501576,"Gabon","afgab"
,,,,,,,,0.3100912095,0.2461769583,0.1149017844,0.056901123,0.0365814097,0.0537419877,0.1406164357,0.0898433847,0.0127184526,0.04402617,0.0188162024,-0.0353394373,-0.0059538794,0.0487811938,-0.022230227,0.0153860236,0.0357410639,"Georgia","asgeo"
1.7257083153,1.7288570848,1.7681083723,1.7672384054,1.9229486754,1.9557586577,2.0021365261,1.9797380318,1.8991639595,1.8115002745,1.8242872363,1.8588147535,1.8702298004,1.9095084906,1.9289041028,1.8994180341,1.837509322,1.8982724849,1.9279703282,1.9234330874,1.8942786165,1.9138828687,1.8948264358,1.8262874702,1.7789988965,"Germany","eudeu"
-1.2334626784,-1.2487339334,-1.3532019126,-1.1542182913,-1.4316081809,-1.3175093871,-1.2250586336,-1.1549754567,-1.3450288168,-1.183929609,-1.1018467105,-1.2668983306,-1.2349227043,-1.0578692108,-1.0203176264,-0.943160031,-0.9842508597,-0.9432398865,-0.9453703903,-1.0978671778,-1.2865248647,-1.3266271439,-1.2738891393,-1.3215797676,-1.3212089726,"Ghana","afgha"
0.1399479586,0.1990988428,0.2194701154,0.2614049814,0.2397320433,0.2387599333,0.239317532,0.2037724216,0.1923728005,0.2804190247,0.2428839787,0.2289050014,0.2274943352,0.2299169592,0.2087031458,0.2423086328,0.3142297484,0.2804659867,0.2578975307,0.3111545469,0.2662604513,0.2703979758,0.2754837555,0.3439200055,0.3331080153,"Greece","eugrc"
-0.4224392257,-0.4570245459,-0.3924969158,-0.4262857511,-0.444916751,-0.4010368191,-0.3681680236,-0.469533332,-0.4827134094,-0.34194801,-0.3268296962,-0.4589603798,-0.5391783595,-0.5222669878,-0.4969775036,-0.4636576883,-0.3393614741,-0.3384403146,-0.4187868376,-0.3588522364,-0.3703603123,-0.3409856238,-0.3725470164,-0.2477754983,-0.1979364974,"Guatemala","nagtm"
,,,,,,,,,-1.687597905,-1.9866975673,-2.0515235106,-1.7983047449,-1.7881743514,-1.9162543465,-1.5784586781,-1.6304689281,-1.4221266184,-1.6478482503,-1.5992507097,-1.7031684828,-1.644643316,-1.6069048997,-1.8707804188,-2.1955559131,"Guinea","afgin"
-0.9533629791,-0.8356055079,-0.8764661859,-0.876096561,-1.0561596479,-1.0769949202,-0.9138522866,-0.970597439,-0.9450062297,-0.7158571968,-0.6900131177,-0.7240157914,-0.7905009305,-0.8118791164,-0.7407593706,-0.6550205334,-0.5350120517,-0.5715516904,-0.6008971469,-0.6286159364,-0.5361292835,-0.5728138869,-0.6022082364,-0.5331288486,-0.5229640316,"Honduras","nahnd"
-0.3195830709,-0.1940987354,-0.0169076531,0.0543496011,0.1043556709,0.1115055744,0.2743955097,0.322050544,0.3963369072,0.5281540995,0.6396499915,0.6624679614,0.637578911,0.7454077235,0.8528893591,0.8206139896,0.8039596716,0.8516370369,0.902826047,0.9302054525,0.9779884687,1.0235505841,1.1109989042,1.1662666041,1.1758245871,"Hong Kong","ashkg"
0.5720880159,0.6505552046,0.7102080897,0.7886148177,0.8724735424,0.9479554925,1.0304376538,1.0321896101,1.146051863,1.1890829781,1.2581220588,1.3023570109,1.318862479,1.3953706499,1.4015435305,1.3843930202,1.40126381,1.4105436419,1.4424919857,1.4199439537,1.4237952183,1.4246575972,1.4200027451,1.3689943504,1.3786051162,"Hungary","euhun"
-0.1212536064,-0.1112494787,-0.0365394232,0.0948479704,0.0594459666,0.068342228,0.1450431113,0.1909499289,0.195173244,0.2750719507,0.2903796498,0.2965899522,0.266573877,0.2770721996,0.3337423986,0.3475080602,0.358547768,0.4125606874,0.3926655626,0.4605991864,0.4795445835,0.5154240966,0.5915628103,0.6032111413,0.6437764982,"India","asind"
-0.8119489467,-0.6965449457,-0.5703746891,-0.44426509,-0.477598191,-0.5072486097,-0.3833306794,-0.3754759,-0.3441787334,-0.165422112,-0.1555922903,-0.2045575783,-0.3009597918,-0.3111077277,-0.329027503,-0.278248725,-0.2071432332,-0.1629796296,-0.1860611613,-0.1809644075,-0.1119697461,-0.0872715708,-0.0632257882,0.035797296,-0.0124880357,"Indonesia","asidn"
-0.1817424213,-0.3923177181,-0.4608409988,-0.3714702628,-0.5082018855,-0.5382433459,-0.3960717917,-0.3313225826,-0.2164174104,-0.2432049391,-0.2969171328,-0.3017040295,-0.2910591828,-0.1634403788,-0.140100593,-0.0140725064,0.1026100385,0.121028267,0.0235847038,-0.029555429,-0.0426046301,-0.0904290555,-0.0738094098,0.0627563607,0.0722586324,"Iran","asirn"
-2.5691359283,-2.8392105309,-2.5624952626,-3.377851391,-1.3045030557,-0.4971736366,-0.9125982627,-0.8763298574,-1.332492932,-1.7182326451,-1.6236432829,-1.7227399015,-1.6572786568,-1.7296278334,-1.5684988539,-1.3137215381,-1.2879968658,-0.5869457209,-0.7995190689,-0.9474811052,-0.816799309,-0.5011147485,-0.696482831,-1.0846597473,-0.8375131776,"Iraq","asirq"
1.3693481239,1.4321000712,1.468976927,1.4973139306,1.6394876197,1.672987556,1.6438976098,1.6533828062,1.4658562327,1.3979320206,1.3521038687,1.3350644615,1.3785816791,1.3652390024,1.4113561693,1.4036332282,1.3308233198,1.3637480943,1.3646154308,1.3556564019,1.2587364315,1.2742859973,1.3275417625,1.2800937965,1.2681449514,"Ireland","euirl"
1.0452907074,1.066381646,1.2016431866,1.1335345052,1.2947757857,1.2187896099,1.2479347106,1.1742322931,1.1243943293,1.2146021517,1.2287505011,1.171347986,1.2195658367,1.2437939318,1.2620811696,1.2421141652,1.2363606016,1.2621768641,1.2444665396,1.2420130995,1.1862094682,1.1756385862,1.1775896059,1.2063988508,1.2252034342,"Israel","asisr"
1.1251670438,1.151055707,1.1938321955,1.2146842473,1.2538666648,1.2347742194,1.2468322822,1.2413023626,1.2467866181,1.2541996922,1.2425031249,1.2834805793,1.2775675607,1.3445212844,1.3325836061,1.3191047829,1.3110093528,1.3268760048,1.3062196369,1.3102941108,1.3022660069,1.3314679286,1.3208015875,1.2919397419,1.2889079733,"Italy","euita"
-0.9059864877,-0.8046271204,-0.6862231205,-0.609843905,-0.6538457057,,-0.6354165504,-0.5020622184,-0.4710072964,-0.3262683996,-0.335233916,-0.2480361856,-0.2916167621,-0.2130557527,-0.2138176031,-0.3631050294,-0.2640405565,-0.3004757471,,,-0.2744681233,-0.3443520797,-0.4038873863,-0.2958851226,-0.1662829693,"Jamaica","najam"
1.7045157933,1.7013429702,1.8147327844,1.8382541792,1.9761272613,2.0115177752,2.1761537543,2.1490319482,2.1507107186,2.0587478054,2.0732213281,2.0849161857,2.1391526753,2.2432719021,2.282632672,2.2237199526,2.1172306925,2.1653251995,2.2104524413,2.2086316976,2.2058206645,2.2326746881,2.209242372,2.0928556356,2.0723357955,"Japan","asjpn"
0.2991449497,0.4496583843,0.2897814154,0.2678329231,0.1691376984,0.0177963428,-0.0747292097,-0.2305576151,-0.1547588959,-0.112393508,-0.0631921141,-0.0590908079,-0.0054042857,0.0042972071,-0.0016950051,0.0582916339,0.1066351799,0.0678298377,-0.0599506024,-0.0678645515,-0.0427472567,-0.0484070873,-0.0612494451,0.0115548546,0.0489222373,"Jordan","asjor"
0.3129918588,-0.1193499367,-0.2411148135,-0.122753278,-0.2846943324,-0.4150683649,-0.5278883446,-0.5541034114,-0.4600140762,-0.4380989702,-0.3826757259,-0.3387726711,-0.4296944098,-0.3228804392,-0.1902240141,-0.1081094656,-0.1039784164,-0.069369335,-0.1002974079,-0.1543975992,-0.2076982434,-0.2834592107,-0.2660446768,-0.3065086365,-0.1723641554,"Kazakhstan","askaz"
-0.1311924937,-0.1808659548,-0.1956552349,-0.1915208108,-0.313928645,-0.4431249847,-0.5395635597,-0.4853754308,-0.38761234,-0.2912179644,-0.2929034104,-0.3734434839,-0.4212839163,-0.5144849068,-0.5396462922,-0.5087490979,-0.3910218944,-0.4558955003,-0.578835616,-0.5799663897,-0.4713113457,-0.4998456911,-0.4892438433,-0.4796077373,-0.5030497654,"Kenya","afken"
-0.5565557041,-0.5484937141,-0.630518177,-0.2966243638,-0.4372704946,-0.451511486,-0.4341974462,-0.5666827818,-0.3655046068,-0.413387922,-0.141300685,-0.0354456903,0.3681661051,0.1326887161,0.1109697773,0.1926765072,0.2806483945,0.3058416998,0.1882409028,0.1804505771,0.1635973237,-0.0441674933,-0.031609954,0.1962384058,0.4369239667,"Kuwait","askwt"
,,,,,,,,,,,,,-0.3653402688,-0.2881454978,-0.1979926176,-0.1340657551,-0.0688991286,-0.0834156602,-0.0198964689,-0.0846987062,-0.2203376583,-0.2324733016,-0.1166541227,-0.1177203169,"Kyrgyzstan","askgz"
,,,,,,,,,,,,-1.2292060589,-1.3129489305,-1.3521500011,-1.2572535109,-1.1307640971,-1.0808692246,-1.132794144,-1.0119830319,-0.9738838349,-0.97954834,-0.9667292052,-0.7213187578,-0.7867741309,"Laos","aslao"
,,,,,,0.2039282776,0.2451815052,0.2900250506,0.3438724708,0.3860184921,0.3699430148,0.3645390928,0.3242168628,0.2910531787,0.2856094833,0.366078712,0.3646434903,0.3171722421,0.2989603056,0.2781167828,0.2446555997,0.2713360824,0.3536387745,0.3796172089,"Lebanon","aslbn"
,,,,,,,,,,,,,,,,,,,,,,,,-1.7231846729,"Liberia","aflbr"
-1.0900515665,-0.8399724947,-1.2809239491,-0.7796097789,-0.9560738601,-0.9111665405,-0.8272658774,-0.8852854531,-0.7878076638,-0.8891217249,-0.9673449509,-0.9697785065,-0.5744147239,-0.1676388057,-0.3489320067,-1.1753430264,-1.5486291281,-1.3581703545,-0.983141475,-0.8289341904,-1.2821702362,-1.4720632229,-1.4424140844,-1.2407279086,-0.844129073,"Libya","aflby"
0.0627495152,0.0856885066,0.0720846531,0.0855969746,0.0067555481,-0.0303129155,0.0360699219,0.1977235402,0.3216356814,0.4932716374,0.5644850378,0.5652880582,0.5079110099,0.5655646205,0.6600218109,0.7107497319,0.7548675037,0.7557020359,0.7719763456,0.7796751083,0.8603559046,0.9028613727,0.9076895866,0.9169772849,0.9252119518,"Lithuania","eultu"
,,,,,,,,,,,,,,,-1.1324581983,-1.1292411999,-1.195225639,-1.3605580171,-1.3117148245,-1.2887563039,-1.2698901396,-1.2103550476,-1.1096996992,-1.0792888181,"Madagascar","afmdg"
,,,,,,,,,,,,,,-0.8711588977,-0.8855754389,,,,,,,,,,"Malawi","afmwi"
-0.2078135149,-0.0582603567,0.056959961,0.2755370756,0.4758696729,0.4765976906,0.6707113202,0.6213879848,0.6686295024,0.7972229673,0.8254007048,0.8270195791,0.8529721886,0.9390905762,1.0131128236,1.0768315032,1.0308307094,0.9840528809,1.0286955603,1.0180267198,1.0213379108,1.014161609,1.030027385,1.0926369605,1.0871716064,"Malaysia","asmys"
,,,,,,,,,,-0.6558726538,,,-0.7986601087,-0.7369173623,-0.7431150068,-0.982600929,-1.2527914451,-1.044653741,-0.8552103541,-0.7888612116,-0.8665663773,-1.1111784295,-1.5796463759,-2.3026485883,"Mali","afmli"
,,,,,,,,,-1.3460580603,-1.3339641852,-1.3123801811,-1.6258771877,-1.1881967777,-1.1505344558,-1.2176813274,-0.9738402743,-0.9873410574,-0.8435762019,-1.0549930913,-1.2317857101,-1.2703780966,-1.3448104162,-1.3751808807,-1.2827271131,"Mauritania","afmrt"
0.4155780507,0.455998442,0.5783242444,0.6686745498,0.7583937949,0.8230349263,0.8751697153,0.8793535287,0.8374459874,0.8782278777,0.9649575617,0.975558676,1.0012074306,1.0888607005,1.1094780388,1.1327253314,1.1336602859,1.1736899581,1.1931277291,1.196150318,1.1665776213,1.1471379944,1.1345365776,1.1064140942,1.0828817696,"Mexico","namex"
,,,,,,,,,-0.0412624653,-0.0269862285,-0.0161793334,-0.1225714895,-0.1665232172,-0.1132935212,-0.0301239126,-0.0216232049,-0.097737318,-0.2428600551,-0.2650501762,-0.1830602448,-0.1872914797,-0.1256605125,-0.0188998434,0.0037856649,"Moldova","eumda"
