"1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","Country","Country ID"
,,,,,,,,,-1.1360991317,-1.1054889628,-0.9586855294,-0.9175031193,-1.1286347141,-0.8422818046,-0.8218236413,-0.9354021809,-1.0186218729,-0.9079628463,-0.919919228,-0.952477066,-1.088814258,-1.209875587,-1.2113295427,-1.2561369348,"Mongolia","asmng"
-1.031296558,-0.9607994742,-0.8253940563,-0.7817840091,-0.9208606906,-0.9525087892,-0.8523251718,-0.8838973998,-0.8038692277,-0.6722159839,-0.6613468508,-0.6178005277,-0.6746404028,-0.6966284949,-0.7012393278,-0.6938411423,-0.6029349397,-0.6924560691,-0.7554051622,-0.7215008502,-0.656728844,-0.543359657,-0.4993542211,-0.2956657023,-0.2901647624,"Morocco","afmar"
,,,,,,-0.8953789695,-0.8520386367,-0.9832022756,-1.034332529,-1.1445709718,-0.9389614336,-1.0783089478,-1.0941853527,-1.2219956151,-1.0404887962,-1.1964550356,-1.1180784387,-1.280431103,-1.3180492441,-1.2885700726,-1.1948196461,-1.1887741299,-1.3089517033,-1.1839286557,"Mozambique","afmoz"
,,,,-0.3470488821,-0.3391006226,-0.4302597225,-0.4802954204,-0.4995996389,-0.5801317834,-0.5021234198,-0.4611346879,-0.3913154471,-0.5544850378,-0.4979245021,-0.4735979064,-0.2470563107,-0.2982670272,-0.3881838717,-0.5516159705,-0.599318997,-0.7032673967,-0.7084465733,-0.7351901798,-0.6293167336,"Namibia","afnam"
1.2419343687,1.2264359911,1.2637258733,1.2887737393,1.3411038048,1.3136371589,1.3090514223,1.2388335814,1.2426216842,1.2540543633,1.2561553428,1.1678271664,1.174458458,1.1981415723,1.2281211745,1.2203128408,1.1770780824,1.193270528,1.2003127868,1.2023213376,1.1484758131,1.1195783928,1.1209343093,1.1003706924,1.1140512859,"Netherlands","eunld"
0.7820927896,0.7185517727,0.6539341973,0.7139794197,0.6798577808,0.5870917139,0.5480114502,0.5635065736,0.5760019658,0.5656395468,0.5359880763,0.4953182023,0.4332071936,0.4629968829,0.4837537121,0.5467984102,0.5540058018,0.5189489389,0.436962607,0.3617579572,0.3729384628,0.3887418685,0.4428245354,0.4117022235,0.4604649186,"New Zealand","ocnzl"
,,,,,,,,-1.0157368073,-0.8144190274,-0.9103610509,-0.9273261026,-1.0983173902,-1.1332570819,-1.1756817263,-1.1306955063,-1.0707712612,-1.1204811786,-1.2903459302,-1.2155815336,-1.1578132438,-1.0744245354,-1.065392045,-1.0728609221,-0.9748318289,"Nicaragua","nanic"
,,,,,,,,,,,,,,,-0.9698063746,-0.8643895867,-0.8681798486,,,,,-0.7740704761,-0.7976589155,-0.7083822255,"Niger","afner"
-2.3316805593,-1.9550859753,-2.4687095568,-2.2629462772,-1.6205499662,-1.467689531,-1.6477346978,-1.8397079912,-1.8697312157,-1.8699030542,-1.6727762508,-1.7658661342,-1.7580668791,-1.8218995006,-1.6404821468,-1.3534607952,-1.3415125878,-1.4807902044,-1.3123082748,-1.7087199458,-1.7899536911,-1.6471828373,-1.6841626292,-1.6043559075,-1.6747017615,"Nigeria","afnga"
,,,,,,,,,0.8407280263,0.8657944493,0.8106799374,0.6661705002,0.5414612853,0.3417422152,0.0915697732,-0.0289020089,-0.1440640009,-0.3703526338,-0.3170731887,-0.1277900027,,,,,"North Korea","asprk"
-0.1184951364,,-0.0576651863,,,,-0.3643502086,-0.370600211,-0.3465203744,-0.2111057064,-0.2077502822,-0.1425616611,-0.2505428691,-0.2294409556,-0.2519732044,-0.1617138703,-0.1221013005,-0.1706375897,-0.250943241,-0.2031851531,-0.0878369758,0.0353296958,0.0447261537,0.2057803477,0.2485808468,"North Macedonia","eumkd"
1.0577839633,0.9950776103,0.9771892739,1.0114975969,0.8440279937,0.7822477295,0.7948632859,0.8252557185,0.8615414368,0.8857680845,0.8251736838,0.9087751559,0.9423717376,0.8932759147,0.8748316449,0.8460744208,0.848180458,0.8700028112,0.8820461915,0.7800057632,0.6875752282,0.6669184884,0.6976751893,0.6533335124,0.5406708347,"Norway","eunor"
-0.8409557294,-0.8483249058,-0.711666709,-0.5249711879,-0.4858400431,-0.573142433,-0.5626933184,-0.7747000039,-0.7807583542,-0.6117807942,-0.5016969942,-0.5458211863,-0.6010360393,-0.491890817,-0.5164499816,-0.3431283432,-0.2557196268,-0.1930832678,-0.1738742849,-0.2070571172,-0.3030135366,-0.3229451564,-0.2064921354,-0.2516889311,-0.1892211433,"Oman","asomn"
-1.3799502459,-1.2540317207,-1.1363815679,-1.1204331612,-1.208690278,-1.1655082164,-1.1095690614,-1.0072767286,-0.8827222126,-0.7363983789,-0.6596212043,-0.6880894394,-0.7515280539,-0.7917423695,-0.8289661292,-0.8248928645,-0.699928598,-0.7701785492,-0.8578319734,-0.8047668372,-0.7431259509,-0.7252756486,-0.6831691201,-0.5699395136,-0.4539527805,"Pakistan","aspak"
-0.4162802183,-0.3442275652,-0.2407989051,-0.2467258025,-0.3330534707,-0.3603296867,-0.2258374553,-0.2654227792,-0.1126445547,0.0771912442,0.2181974083,0.1603134436,0.1631260533,0.2838754512,0.372477667,0.3753315156,0.3152258534,0.2442873343,0.1802723105,0.2130556301,0.1709627851,0.1443991628,0.2007203541,0.3003223686,0.1725568519,"Panama","napan"
,-1.7703807529,-1.7718131103,-1.7617029555,-1.2976605816,-1.3662879834,-1.2873803225,-1.5978675645,-1.8520911834,-2.3188467642,-2.27020974,-2.3175896601,-2.3251951672,-1.7947921023,-1.6987007042,-1.5106371865,-1.534943016,-1.7879979379,-1.9070874584,-1.9963191515,-1.9939350322,-1.400259278,-1.4645191331,-1.5118885163,-1.5308418805,"Papua New Guinea","ocpng"
,,-0.4581059563,-0.5792301973,-0.6444535729,-0.5995888193,-0.5016131136,-0.6272628221,-0.7608384881,-0.6337711473,-0.6634200851,-0.7226681041,-0.8398444686,-0.8210748863,-0.7110567745,-0.5699786107,-0.5080142738,-0.5939113389,-0.7409515181,-0.5836009912,-0.5462575107,-0.5585551135,-0.4307036032,-0.4060781276,-0.3384119709,"Paraguay","sapry"
-0.469274872,-0.5246617178,-0.5475706976,-0.5022518497,-0.5314581452,-0.7731838346,-0.9155961065,-0.9354430902,-0.8804414346,-0.7289642467,-0.7039798855,-0.7398407191,-0.8018502727,-0.7979272296,-0.6863406524,-0.5947620042,-0.5100589036,-0.5840151696,-0.6440040409,-0.6696848031,-0.6199607339,-0.6315874102,-0.6955778001,-0.6712686355,-0.6018200981,"Peru","saper"
-0.9005673645,-0.7616853535,-0.5750723854,-0.4566743677,-0.3466322921,-0.3214908388,-0.1217031837,-0.1746955317,-0.1298217875,0.061999416,0.2751951863,0.205280412,0.2074778953,0.3489559388,0.3686061787,0.3937997493,0.38024256,0.3726193566,0.3564180322,0.4846496711,0.6085688785,0.5515391855,0.584204098,0.7046838166,0.7063217946,"Philippines","asphl"
0.5294064419,0.5327796682,0.5959925953,0.6146956498,0.6641603777,0.6753742144,0.7641130012,0.800482372,0.8600161725,0.9377506778,0.959294785,0.9803459275,0.9937453779,1.0353653978,1.0220313868,1.0233079094,1.0174357787,1.030363911,1.0291816366,1.0477460468,1.0581515149,1.0458044468,1.049001252,1.0203594156,0.9889632224,"Poland","eupol"
0.0250509076,0.0736856531,0.1790382382,0.2272153451,0.1747287971,0.1480920915,0.2362542851,0.253213536,0.2610420528,0.3515770375,0.3659823043,0.3827034859,0.3468481475,0.360444069,0.3732679479,0.3901513403,0.4389890697,0.403734877,0.3724233086,0.4077161802,0.4463523136,0.4537193116,0.4900399644,0.5599612709,0.5652706266,"Portugal","euprt"
-1.8081029042,-1.5845328217,-1.1945470933,-0.8829424897,-0.7325247177,-0.7647313678,-0.5362440027,-0.2404443537,-0.2150082917,-0.2570906057,-0.167699694,-0.2578961034,-0.0500137288,0.0509388271,-0.1354920243,0.0414843816,-0.0028903499,0.0269212262,0.1306076411,-0.0647170219,-0.0952610401,-0.160199054,-0.0572008289,-0.1988897807,-0.154180813,"Qatar","asqat"
,,-1.4847870537,-1.3919028904,-1.7607299712,-1.8631272749,-2.0791786308,-1.9354498472,-1.9657235222,-1.6789422811,-1.4107263548,-1.1744004012,-1.3070125891,-1.4556304492,-1.2081111193,-1.3626172645,-1.3762068344,-1.4523533892,-1.1478225475,-0.9328204609,-0.9034600091,-1.0304315977,-1.0519630287,-1.0401751264,-1.4194969839,"Republic of the Congo","afcog"
0.0801796564,-0.0184502627,0.0675202558,0.0912675676,-0.0022724203,0.0414566414,0.1237729046,0.1725165486,0.2847652573,0.4522800959,0.5785135549,0.6871217505,0.6845148475,0.7098957655,0.6769420724,0.7163447918,0.7674147796,0.8204721273,0.8174019781,0.9074380791,0.9603342917,1.0225698747,1.0431271859,1.0866098128,1.0287830961,"Romania","eurou"
0.7081620819,0.6183243541,0.6512572208,0.7105639112,0.6747471432,0.6392829799,0.5741367534,0.7577325174,0.7773512599,0.7333257631,0.6978193423,0.7475082096,0.7838631477,0.7316378876,0.7197726803,0.7438889954,0.6155726713,0.5023967632,0.4928293766,0.4596829857,0.4943798066,0.5063261493,0.4811059788,0.450598436,0.4292792853,"Russia","eurus"
,,,,,,,,,,,,,,,,,,,,,,,,-0.5274261334,"Rwanda","afrwa"
0.2896282766,-0.0295297665,0.0403916932,0.2177582029,0.2021821406,0.1832587937,0.2317166589,0.189413072,0.2770135403,0.364077406,0.1946197733,0.1786364724,0.4839758546,0.5090198669,0.5893896792,0.7514192679,0.7907155494,0.8406768604,0.7904052366,0.7599171961,0.833096146,0.8698373228,0.9174072202,0.8623974493,0.7778167431,"Saudi Arabia","assau"
,,,,,,,,,-0.1033535489,-0.2376935629,-0.3420238212,-0.4508079804,-0.4838534964,-0.5321031444,-0.4553707854,-0.3829286831,-0.4236228211,-0.5136761251,-0.5208789769,-0.5615415179,-0.6977130774,-0.7036711368,-0.6339044869,-0.4956431341,"Senegal","afsen"
,,,,,,,,0.5460773516,0.5801609251,0.5812821208,0.5725426407,0.5735373875,0.5749808524,0.5558307123,0.611351577,0.6362647577,0.5964050974,0.5635834748,0.5928457486,0.6579330632,0.6657441925,0.6963848703,0.744744435,0.7503512944,"Serbia","eusrb"
,,,,,,,,,,,,,,,,-0.6564643908,-0.5620752798,,,,,,,,"Sierra Leone","afsle"
0.6143863062,0.7140907999,0.8826494018,0.9754537024,1.0963675276,1.1752351004,1.4512757188,1.4582987263,1.3620985126,1.4351568472,1.5010620845,1.5040434139,1.5318065286,1.5766124653,1.7143258984,1.6334832128,1.5590485672,1.5873189259,1.6906741799,1.7054374661,1.7818305824,1.7126945748,1.7865635138,1.7157004939,1.6765638884,"Singapore","assgp"
0.7375024496,0.7293679413,0.7367104359,0.8043232506,0.8709141431,0.874551662,0.9347257102,0.9762893223,0.9998992391,1.0727388725,1.1025776011,1.1956447238,1.2233816781,1.281220122,1.2595019559,1.262033565,1.257278338,1.2749603395,1.2806452993,1.2868857121,1.3065687234,1.35386889,1.3388722965,1.3317196804,1.3160181975,"Slovakia","eusvk"
0.9709921444,1.0096202989,1.0649445726,1.097518064,1.1519723138,1.2254675937,1.245235235,1.2912714396,1.3133929967,1.323897165,1.3326934158,1.3630435213,1.3738679487,1.4396544595,1.4387038116,1.4285090356,1.4005605444,1.4278063876,1.4872015561,1.5029981744,1.4683898435,1.4769486306,1.4763303399,1.4548757227,1.4544327748,"Slovenia","eusvn"
0.5190280854,0.350528371,0.4491287914,0.39696426,0.4250784693,0.3941417359,0.3657354283,0.4685912964,0.4363909634,0.4256286472,0.4226327811,0.3533637368,0.3489555805,0.3663641531,0.3295921149,0.3430247135,0.4018672786,0.2935508514,0.236750409,0.1820495775,0.1406861863,0.1552757046,0.0848711813,0.1112455614,0.0764135754,"South Africa","afzaf"
0.472301088,0.5389242614,0.5884666856,0.7198536208,0.8650298073,0.9127590721,1.1450353735,1.2451320437,1.3941958741,1.4351069185,1.4360129015,1.4556747451,1.501129912,1.5860770273,1.6659344927,1.7024475715,1.6829465153,1.7433527632,1.8189464787,1.8088931579,1.8476227802,1.8861681273,1.8970788644,1.863109104,1.7839126849,"South Korea","askor"
,,,,,,,,,,,,,,,,-2.9609835564,-2.944746059,-2.2208961884,-2.1595974007,-2.1415284235,-2.2318472224,,,,"South Sudan","afssd"
0.9367506965,0.9582864208,1.0097674724,1.0205726593,1.021434814,0.9833690556,0.9241236632,0.897280369,0.8833192949,0.8948439426,0.8699699299,0.8883917001,0.8460635943,0.8577147422,0.8285203796,0.8281651808,0.8403470608,0.8087091661,0.7840012768,0.7715296367,0.7792749834,0.773770083,0.7790688261,0.7850388814,0.8053553775,"Spain","euesp"
-1.3426805835,-1.2478740934,-1.0791603484,-0.9780650621,-1.0847665219,-1.0826854564,-0.9833056781,-0.9328461702,-0.8043980697,-0.6345323048,-0.6016579674,-0.6361968613,-0.7778390496,-0.7451391069,-0.7685586507,-0.7738991293,-0.6076332061,-0.6258054128,-0.7540497894,-0.6383895771,-0.6168538715,-0.5245502102,-0.4818364814,-0.4099637433,-0.3522709366,"Sri Lanka","aslka"
,,,-0.8563970197,-0.8705103837,-0.8380649375,-0.8827137853,-1.2632952796,-1.5505592874,-1.7785025658,-1.8621273411,-2.0269005719,-1.9696137308,-2.2064103724,-1.6250946609,-1.4296588432,-1.4567862608,-1.3881600653,-1.4084006132,-1.4654737933,-1.3892973315,-1.46724193,-1.3268775477,-1.3706253947,-1.3526700327,"Sudan","afsdn"
1.7417918213,1.699834503,1.7265339456,1.7259634222,1.8411750661,1.7973878177,1.8114186582,1.7574162135,1.732965425,1.6718558408,1.6691631465,1.6901048637,1.6702698698,1.7163230681,1.723962317,1.7159438025,1.6844146055,1.6948546919,1.650964431,1.6282426376,1.5960814339,1.5959942869,1.6020643485,1.5469789792,1.4853255448,"Sweden","euswe"
1.7100090388,1.7416220777,1.7635458577,1.748531136,1.8972141695,1.9188949507,1.8953170498,1.8119066307,1.8000002164,1.7702175523,1.7710175843,1.8004729149,1.8595703834,1.9491981468,2.0440629854,2.0033328418,1.9151335013,2.0112787401,2.0466621743,2.0859325885,2.0397334137,2.0297649607,2.0032598474,1.9490813054,1.9665364873,"Switzerland","euche"
-1.2188938621,-1.1126743521,-1.0584237494,-0.8709820078,-0.886046229,-0.8553282819,-0.6961259107,-0.7117152898,-0.5844055745,-0.4661885513,-0.444709499,-0.4229791831,-0.4025370406,-0.3876552342,-0.3819052059,-0.3599855634,-0.005562316,,,,,,,,,"Syria","assyr"
,,,,,,,,,,,,,,,,,,,,,,,-0.6772298531,-0.9120684526,"Tajikistan","astjk"
,,,,,,-1.1949709333,-1.0421998252,-0.9091485568,-0.7467674823,-0.7168541767,-0.7011250222,-0.8781383911,-0.8764093235,-0.8332910369,-0.8176276945,-0.7949949984,-0.9548245237,-1.0211066331,-1.0892335317,-0.5559579419,-0.62483856,-0.6410533542,-1.1450654215,-1.0849640432,"Tanzania","aftza"
-0.4759445887,-0.3468139485,-0.1984248294,-0.1074784704,-0.0683818632,-0.0455721068,0.2185162862,0.256299063,0.3176060723,0.4647134206,0.5124644818,0.4948879928,0.4718945991,0.5787180026,0.6089576739,0.7241018329,0.800346566,0.8828422927,0.9141450155,0.9001673237,0.9418658299,0.9272232288,0.9012886379,0.9550403674,0.9555001578,"Thailand","astha"
,,,,,,,,,,,-0.8345150953,-0.7682946707,-0.7061188564,-0.9265972762,-0.7137501866,-0.6357582134,-0.5819819309,-0.5713537393,-0.71540256,-0.7606015572,-0.8910687644,-0.8573167619,-0.9417810429,-0.9905408453,"Togo","aftgo"
-0.8752459811,-0.727134376,-0.5740314582,-0.3742896296,-0.36273485,-0.4070361268,-0.3342021581,-0.3123857855,-0.3174297966,-0.1789260078,-0.1378010753,-0.1003733082,-0.0876518504,-0.0368688524,-0.0617687194,-0.027874456,0.0193567079,-0.0127588137,-0.0400846662,0.0082199527,0.0614207851,0.0923364441,0.0932903979,0.2186109549,0.2020102182,"Tunisia","aftun"
-0.1085812714,-0.0589343792,0.0176597603,0.0224667872,-0.024637492,-0.0622032136,0.0121937411,0.0169596758,0.1426923469,0.2460089342,0.2955420845,0.3307689173,0.2881266932,0.3476749539,0.3561494109,0.3983024971,0.4579575195,0.4064322118,0.3823133005,0.4594024121,0.51467729,0.5702556335,0.601638603,0.6114449195,0.596201603,"Turkey","astur"
,,,-1.2005525187,-1.0792686861,-1.3725968695,-1.3569878738,-1.2553861174,-1.35986882,-1.2198138853,-1.3662015211,-1.1587793507,-1.0141896423,-1.0062624701,-1.2668663562,-1.5322898825,-1.1330290721,-1.1556298442,-0.9352824164,-0.8700374968,-0.8152103241,-0.8442334775,-0.6193284866,-0.5344596743,-0.5585587261,"Turkmenistan","astkm"
,,,,,,,,,,-0.514270253,-0.542517498,-0.5414361919,-0.5945726782,-0.5869962528,-0.4849935329,-0.3105910465,-0.3299736593,-0.4243823045,-0.6014624736,-0.7010581531,-0.8266141311,-0.9892589328,-0.9187932396,-0.8479360366,"Uganda","afuga"
0.6718128156,0.5571115445,0.5962939174,0.6049844513,0.5888467884,0.5863006488,0.6585553169,0.6817144756,0.656396942,0.6477811955,0.6982554303,0.6794854009,0.6922671794,0.6933120745,0.662701732,0.7039700516,0.6809828198,0.6239079396,0.5371069318,0.5035867044,0.5325707669,0.5037499937,0.5183067389,0.485951908,0.4999388493,"Ukraine","euukr"
-0.8443581275,-0.7890209652,-0.7089549151,-0.5026500807,-0.5135703737,-0.3908810464,-0.2420408063,-0.2259418331,-0.1185200969,-0.177045107,-0.203467777,-0.2058623744,-0.1360133935,0.020690155,-0.0102674689,0.0599670437,0.1087673248,0.0880824829,0.1885573924,0.1443266431,0.1055966408,0.1869768988,0.1582827608,0.1592717424,0.2379467669,"United Arab Emirates","asare"
1.6114379969,1.6120630499,1.6704322772,1.6910104021,1.757417807,1.7669735712,1.7504189244,1.7092180468,1.6355049716,1.521929419,1.5463421851,1.5560060991,1.587588949,1.6000525623,1.6062964211,1.5741114775,1.5196147798,1.5297671392,1.5113054626,1.4805001097,1.4639854706,1.4577741699,1.4348269096,1.4334724988,1.4164728115,"United Kingdom","eugbr"
1.6623640687,1.6340513872,1.6704333626,1.6353069357,1.7386468372,1.7324557894,1.7139561058,1.6720869821,1.6372532461,1.5470907037,1.5671948262,1.5649124035,1.6026256015,1.616543357,1.6293630672,1.6082730484,1.5539083578,1.5859141219,1.6179534084,1.5829887525,1.5617342703,1.5649977463,1.5419759496,1.4772132746,1.4709635153,"United States","nausa"
0.339508385,0.3402015403,0.3122359026,0.3640948863,0.290620554,0.1417214817,0.1682594807,0.256549212,0.2113991219,0.1515462285,0.0540623833,0.1024604497,0.0698397681,0.0532122011,0.090292817,0.1524794594,0.1824879415,0.2153512317,0.165686004,0.2173000646,0.085263108,-0.0422155608,0.00420672,0.049431721,0.1544368859,"Uruguay","saury"
-0.133327965,-0.1704572777,-0.2328802817,-0.2717916408,-0.3763091837,-0.505738602,-0.6645793408,-0.6745713739,-0.6775974989,-0.6141496642,-0.6584659707,-0.6687626885,-0.8003275094,-0.6894240454,-0.639371164,-0.7115543913,-0.5591035898,-0.5801623126,-0.655946249,-0.5725416382,-0.5023963982,-0.5235312522,-0.5422250532,-0.3860987595,-0.2834005266,"Uzbekistan","asuzb"
0.1042689711,-0.0884488401,-0.0932907584,-0.1122060146,-0.1005740803,-0.1923419725,-0.182211222,-0.1588391336,-0.1176091364,-0.1217409606,-0.095927353,-0.1754867926,-0.0852923984,-0.1934458274,-0.3627527163,-0.3975143902,-0.5050150727,-0.4159545392,-0.5588675511,-0.7001177364,-0.7058772771,-0.9258246565,-1.1509181033,-1.0740345676,-0.8697715672,"Venezuela","saven"
-1.3572211809,-1.2034891207,-0.9754750214,-0.8207556473,-0.8631048005,-0.9082089054,-0.7558679867,-0.7344490503,-0.5620163317,-0.3588694424,-0.3027021798,-0.3301257243,-0.3969496144,-0.2690359809,-0.2362184901,-0.2337778739,-0.1694867372,-0.229710656,-0.2634409601,-0.1846490239,-0.0873529594,-0.0638996669,-0.0251200601,0.1084590033,0.1986190279,"Vietnam","asvnm"
,,-1.7069799249,-1.4712209017,-1.5207765993,-1.6547030976,-1.4673639289,-1.2190495407,-1.0962925072,-1.0725285608,-1.079021406,-1.0802120426,-1.0191759291,-0.9771812631,-1.1211121853,-1.0480653007,-0.8740966381,-0.7468197759,-0.7489293476,-1.0145550409,-1.3245659837,-1.3355095292,-1.2152516516,-1.2303950975,-1.0461295748,"Yemen","asyem"
,,,,,,-0.9860539969,-1.088415165,-0.8343478856,-0.775481197,-0.6657049094,-0.6626368264,-0.5828424227,-0.7130913575,-0.5503074247,-0.3408343364,-0.2764259907,-0.3928879808,-0.6612171385,-0.7615490302,-0.8006712589,-0.7841303419,-0.6982739081,-0.7680827873,-0.7010436346,"Zambia","afzmb"
-0.2570797175,-0.336903925,-0.3088043625,-0.3416611882,-0.380684754,-0.3694455622,-0.3663081576,-0.3425578398,-0.282910301,-0.2394819391,-0.2266926248,-0.3623342491,-0.4354013517,-0.716570175,-0.7869279955,-0.7632241313,-0.6027337608,-0.6665738222,-0.7250333209,-0.8013827499,-0.7929487916,-0.8478691761,-0.8884234355,-0.8288463868,-0.7406092251,"Zimbabwe","afzwe"
