iso2_code;language;exit01;consider00;pci;ubiquity;rca01;density
AU;Perl;0;1;1.908909761911782;17.0;1.0;0.4946181019391728
AU;PostScript;0;1;2.0618322900196753;12.0;1.0;0.5107086672172642
AU;PowerShell;0;1;1.116761452171574;22.0;1.0;0.5034599790236122
AU;Prolog;0;1;1.7233223094779666;16.0;1.0;0.5056824608217712
AU;R;0;1;1.3615818971815483;20.0;1.0;0.5184393594557202
AU;Raku;0;1;1.9678722027758584;15.0;1.0;0.5041054052854034
AU;Rust;0;1;1.8091679055331764;18.0;1.0;0.5149923860048379
AU;Scheme;0;1;2.018051293417045;12.0;1.0;0.535279973325619
AU;ShaderLab;0;1;1.50212281374594;22.0;1.0;0.548826173751561
AU;Smalltalk;0;1;1.7406500650449153;17.0;1.0;0.5234917563405379
AU;Solidity;1;0;1.1953617836624677;14.0;0.0;0.4778724641189548
AU;Svelte;0;1;1.911446256569467;15.0;1.0;0.5194764044648468
AU;TeX;0;1;1.7722635080457172;21.0;1.0;0.5192283402386384
AU;VBScript;0;1;2.0370736243277565;11.0;1.0;0.5189194869949318
AU;Vim Script;0;1;1.768820975289696;17.0;1.0;0.50943584205124
AU;Vim Snippet;0;1;2.0122240133793685;11.0;1.0;0.5063882455920229
AU;Visual Basic .NET;0;1;1.3645571551828335;13.0;1.0;0.502871972052279
AU;XSLT;0;1;1.6434237283110034;23.0;1.0;0.5146345231495123
AU;sed;0;1;1.9598878931334751;16.0;1.0;0.498324545551799
AZ;C#;0;1;0.2273563710375963;47.0;1.0;0.1459925367172729
AZ;CSS;0;1;-1.1116255854191277;75.0;1.0;0.4669469380115612
AZ;HTML;0;1;-1.2483274054571052;80.0;1.0;0.4959612277867528
AZ;JavaScript;0;1;-1.1724989856494688;65.0;1.0;0.4936503428409137
AZ;PHP;1;0;-0.5141433734695996;78.0;0.0;0.2737572844837594
AZ;SCSS;0;1;-0.6799695219172239;58.0;1.0;0.3282016377179823
BA;C#;0;1;0.2273563710375963;47.0;1.0;0.240929203324734
BA;CSS;0;1;-1.1116255854191277;75.0;1.0;0.6136862640645584
BA;HTML;0;1;-1.2483274054571052;80.0;1.0;0.630048465266559
BA;JavaScript;0;1;-1.1724989856494688;65.0;1.0;0.6299752505375908
BA;PHP;0;1;-0.5141433734695996;78.0;1.0;0.3982029671937034
BA;TypeScript;0;1;-0.2120817021376991;50.0;1.0;0.3862128884100366
BA;Vue;0;1;-0.2361018710647685;40.0;1.0;0.2970010828353049
BD;ASP.NET;0;1;0.2989539981862266;30.0;1.0;0.3179353233774945
BD;Blade;0;1;-0.1487645679664171;49.0;1.0;0.4617315632803896
BD;CSS;0;1;-1.1116255854191277;75.0;1.0;0.5702634022733652
BD;Dart;0;1;-0.2403243402541655;34.0;1.0;0.4517016672071783
BD;HTML;0;1;-1.2483274054571052;80.0;1.0;0.5896607431340872
BD;Hack;0;1;-0.1845136343820032;45.0;1.0;0.4484239924025806
BD;Less;0;1;-0.086061106193204;34.0;1.0;0.3990037323801298
BD;PHP;0;1;-0.5141433734695996;78.0;1.0;0.4437092243040561
BD;Vue;1;0;-0.2361018710647685;40.0;0.0;0.4334953638021389
BE;Elixir;0;1;1.8102638238871664;16.0;1.0;0.30538488067772
BE;Fortran;0;1;1.9795863422056768;10.0;1.0;0.3141815738913651
BE;GLSL;0;1;1.7658415517664936;24.0;1.0;0.3808073955049529
BE;Gherkin;0;1;1.5478721296083566;22.0;1.0;0.3709414558462595
BE;Haskell;0;1;1.693755510430972;18.0;1.0;0.4051808278946422
BE;Julia;0;1;1.7783690756191597;12.0;1.0;0.2965285269027956
BE;Lua;0;1;1.742741994116348;19.0;1.0;0.3668261954841663
BE;MATLAB;0;1;1.5302463650727978;14.0;1.0;0.3686357223826568
BE;Makefile;0;1;1.4782959164605505;20.0;1.0;0.3843646036491117
BE;NSIS;0;1;2.0196631409451102;15.0;1.0;0.3248125180758984
BE;PLSQL;0;1;1.5893298927427566;15.0;1.0;0.4234354041243275
BE;Pascal;0;1;1.69635789232319;13.0;1.0;0.3482274283969453
BE;Perl;0;1;1.908909761911782;17.0;1.0;0.3632860015602833
BE;PowerShell;0;1;1.116761452171574;22.0;1.0;0.4221023762329979
BE;R;0;1;1.3615818971815483;20.0;1.0;0.3772547010302831
BE;Roff;0;1;1.8767583192000497;14.0;1.0;0.3704979955417029
BE;Rust;0;1;1.8091679055331764;18.0;1.0;0.3928005046099969
BE;Sass;0;1;0.8662317735484005;18.0;1.0;0.3912373728030492
BE;Smalltalk;0;1;1.7406500650449153;17.0;1.0;0.3651003793713265
BE;Smarty;0;1;1.6783422913808692;17.0;1.0;0.3501984925625032
BE;Tcl;0;1;1.757409327898825;16.0;1.0;0.3777898110574497
BE;TeX;0;1;1.7722635080457172;21.0;1.0;0.3856588772775597
BE;Twig;0;1;1.2964849489112504;19.0;1.0;0.3611677407234968
BE;Vim Script;0;1;1.768820975289696;17.0;1.0;0.3922630208621707
BE;XSLT;0;1;1.6434237283110034;23.0;1.0;0.4053436345881531
BE;sed;0;1;1.9598878931334751;16.0;1.0;0.345357162108605
BF;HTML;0;1;-1.2483274054571052;80.0;1.0;0.1292407108239095
BG;ASP.NET;0;1;0.2989539981862266;30.0;1.0;0.2711545411203206
BG;C#;0;1;0.2273563710375963;47.0;1.0;0.2366666391996353
BG;C++;1;0;1.0005765426174964;18.0;0.0;0.1167471701955708
BG;Handlebars;0;1;0.4675917461075199;23.0;1.0;0.2363450355790749
BG;PowerShell;1;0;1.116761452171574;22.0;0.0;0.1294078017029858
BG;Smalltalk;0;1;1.7406500650449153;17.0;1.0;0.080142775640253
BG;Smarty;0;1;1.6783422913808692;17.0;1.0;0.0870778341422472
BG;TSQL;0;1;-0.1940627959837612;46.0;1.0;0.2691553999541224
BG;TypeScript;0;1;-0.2120817021376991;50.0;1.0;0.2946178135631824
BH;CSS;0;1;-1.1116255854191277;75.0;1.0;0.3515941632532592
BH;HTML;0;1;-1.2483274054571052;80.0;1.0;0.3877221324717286
BH;JavaScript;0;1;-1.1724989856494688;65.0;1.0;0.3998458230210573
BH;Python;0;1;-0.8392963797830137;17.0;1.0;0.3237971806211283
BH;Shell;0;1;-0.9880276079204786;32.0;1.0;0.2365209969263771
BJ;CSS;0;1;-1.1116255854191277;75.0;1.0;0.4070533355409501
BJ;HTML;0;1;-1.2483274054571052;80.0;1.0;0.4491114701130856
BJ;PHP;0;1;-0.5141433734695996;78.0;1.0;0.2152492396275916
BN;HTML;0;1;-1.2483274054571052;80.0;1.0;0.1292407108239095
BO;Blade;0;1;-0.1487645679664171;49.0;1.0;0.553622444115636
BO;C#;0;1;0.2273563710375963;47.0;1.0;0.2920974847028135
BO;Dart;0;1;-0.2403243402541655;34.0;1.0;0.5467355576796338
BO;Hack;0;1;-0.1845136343820032;45.0;1.0;0.5294592959392252
BO;Java;1;0;-0.528168899975628;33.0;0.0;0.4587100409245142
BO;Kotlin;0;1;-0.2257189392439794;43.0;1.0;0.522889018613625
BO;Less;0;1;-0.086061106193204;34.0;1.0;0.4646310452763145
BO;Objective-C;0;1;-0.3457943986402767;21.0;1.0;0.4628079435094326
BO;PHP;0;1;-0.5141433734695996;78.0;1.0;0.469921757098744
BO;SCSS;0;1;-0.6799695219172239;58.0;1.0;0.5641578542983228
BO;Swift;0;1;-0.2815696792495937;31.0;1.0;0.4978636907277067
BO;TypeScript;0;1;-0.2120817021376991;50.0;1.0;0.4751775924288736
BO;Vue;0;1;-0.2361018710647685;40.0;1.0;0.5154690810096658
BR;Brainfuck;1;0;1.4946773524749883;5.0;0.0;0.2456204828923391
BR;Dart;0;1;-0.2403243402541655;34.0;1.0;0.4939600527586942
BR;Elixir;0;1;1.8102638238871664;16.0;1.0;0.1111786931700366
BR;GDScript;0;1;1.9173917135651872;9.0;1.0;0.1382035949196806
BR;Gherkin;1;0;1.5478721296083566;22.0;0.0;0.1303870396385514
BR;Hack;0;1;-0.1845136343820032;45.0;1.0;0.4331445956583486
BR;Handlebars;1;0;0.4675917461075199;23.0;0.0;0.289917234987216
BR;Java;0;1;-0.528168899975628;33.0;1.0;0.3931055572577888
BR;Kotlin;1;0;-0.2257189392439794;43.0;0.0;0.4461998152618341
BR;Pascal;0;1;1.69635789232319;13.0;1.0;0.1107711849438445
BR;Swift;1;0;-0.2815696792495937;31.0;0.0;0.4627501961825129
BR;TypeScript;0;1;-0.2120817021376991;50.0;1.0;0.3544620569432039
BR;VHDL;0;1;1.7475154716887806;11.0;1.0;0.1203821836987892
BW;HTML;0;1;-1.2483274054571052;80.0;1.0;0.1292407108239095
BY;C#;0;1;0.2273563710375963;47.0;1.0;0.2725052428718953
BY;Gherkin;0;1;1.5478721296083566;22.0;1.0;0.1293464630142442
BY;Java;0;1;-0.528168899975628;33.0;1.0;0.3442682884232567
BY;Kotlin;1;0;-0.2257189392439794;43.0;0.0;0.2649264547482465
BY;Pascal;0;1;1.69635789232319;13.0;1.0;0.1071155016033028
BY;QMake;0;1;1.4795768215855654;20.0;1.0;0.1260878879613928
BY;SCSS;0;1;-0.6799695219172239;58.0;1.0;0.3631171864906876
BY;Sass;0;1;0.8662317735484005;18.0;1.0;0.2039256613248217
BY;TypeScript;0;1;-0.2120817021376991;50.0;1.0;0.349154507914601
CA;AppleScript;0;1;2.053364148581593;9.0;1.0;0.6084384245440356
CA;AutoHotkey;0;1;2.0729721560472325;9.0;1.0;0.6284160353015207
CA;Common Lisp;0;1;2.059227235319252;10.0;1.0;0.5822543149112334
CA;D;0;1;1.9210238028345696;12.0;1.0;0.5820706087873424
CA;DTrace;0;1;2.004544664163871;9.0;1.0;0.5810231132852784
CA;Elixir;0;1;1.8102638238871664;16.0;1.0;0.5348772175797574
CA;Emacs Lisp;0;1;1.937250833117609;17.0;1.0;0.4970802173871219
CA;Erlang;0;1;1.8608136857856068;14.0;1.0;0.5660651025330348
CA;G-code;0;1;2.10306530403411;8.0;1.0;0.6346743192871784
CA;GAP;0;1;2.066313115854936;12.0;1.0;0.5624959915602599
CA;GDScript;0;1;1.9173917135651872;9.0;1.0;0.610266055936614
CA;GLSL;0;1;1.7658415517664936;24.0;1.0;0.4657964407369487
CA;HLSL;0;1;1.5027537652836909;22.0;1.0;0.4896226625628453
CA;Haml;0;1;2.0469833762400578;7.0;1.0;0.6368716448648333
CA;Inno Setup;0;1;2.0736522037912746;12.0;1.0;0.5900785102267018
CA;Julia;0;1;1.7783690756191597;12.0;1.0;0.5155238405866164
CA;Liquid;0;1;2.1146683938266477;6.0;1.0;0.6372989571924867
CA;Mako;0;1;1.2771041738234152;12.0;1.0;0.5217059431538125
CA;Mathematica;0;1;2.0670785112360908;12.0;1.0;0.5740667003570652
CA;Meson;0;1;2.0497209263313847;14.0;1.0;0.546079941608031
CA;NASL;0;1;2.085036880560909;10.0;1.0;0.5693567625166056
CA;NSIS;0;1;2.0196631409451102;15.0;1.0;0.5109690573658069
CA;Nix;0;1;2.02067497203735;13.0;1.0;0.5508664245186511
CA;Objective-C++;1;0;1.9416313771749487;16.0;0.0;0.4593873697054597
CA;OpenSCAD;0;1;2.078512133768459;9.0;1.0;0.6222706712501122
CA;Pawn;0;1;1.998550820736656;11.0;1.0;0.5681389955773557
CA;PostScript;0;1;2.0618322900196753;12.0;1.0;0.5578519728389733
CA;Processing;0;1;1.6247710361481782;17.0;1.0;0.5308525101723014
CA;R;0;1;1.3615818971815483;20.0;1.0;0.4707712867866374
CA;Racket;0;1;1.8097126614485253;7.0;1.0;0.5917095084710913
CA;Scheme;0;1;2.018051293417045;12.0;1.0;0.5772661355522577
CA;ShaderLab;0;1;1.50212281374594;22.0;1.0;0.4784611637723739
CA;SourcePawn;0;1;2.0667352064465905;7.0;1.0;0.6068805272637927
CA;Svelte;0;1;1.911446256569467;15.0;1.0;0.5368201774667929
CA;TeX;0;1;1.7722635080457172;21.0;1.0;0.4700950794231369
CA;VBScript;0;1;2.0370736243277565;11.0;1.0;0.5980543622999419
CA;VHDL;0;1;1.7475154716887806;11.0;1.0;0.5336299740746777
CA;Verilog;1;0;1.7561752705197535;10.0;0.0;0.4935532878461822
CA;Vim Snippet;0;1;2.0122240133793685;11.0;1.0;0.5660878183894626
CA;Visual Basic .NET;1;0;1.3645571551828335;13.0;0.0;0.5403890447746678
CA;sed;0;1;1.9598878931334751;16.0;1.0;0.473031176275875
CD;CSS;0;1;-1.1116255854191277;75.0;1.0;0.4070533355409501
CD;HTML;0;1;-1.2483274054571052;80.0;1.0;0.4491114701130856
CD;JavaScript;0;1;-1.1724989856494688;65.0;1.0;0.4391203797622428
CD;PHP;0;1;-0.5141433734695996;78.0;1.0;0.2152492396275916
CH;ANTLR;0;1;1.8369794642793325;13.0;1.0;0.6371859305436911
CH;Assembly;0;1;1.5955018948096171;14.0;1.0;0.7444363077580276
CH;Awk;0;1;1.8907144014068444;15.0;1.0;0.7091420557306065
CH;Batchfile;0;1;1.6717726639101225;12.0;1.0;0.681865896154557
CH;C;1;0;1.2784496689926468;15.0;0.0;0.761944214096621
CH;CMake;0;1;1.6016361954331813;19.0;1.0;0.7114296526488941
CH;Clojure;0;1;1.888204336683653;15.0;1.0;0.6896830599365144
CH;Common Lisp;0;1;2.059227235319252;10.0;1.0;0.586744981654058
CH;Cuda;0;1;1.8120705356235367;11.0;1.0;0.5943647915944714
CH;Dockerfile;0;1;1.0107673823842602;19.0;1.0;0.7118949089149045
CH;Elixir;0;1;1.8102638238871664;16.0;1.0;0.6151832695252191
CH;Emacs Lisp;0;1;1.937250833117609;17.0;1.0;0.6579805636885845
CH;Forth;0;1;1.9174728968899284;10.0;1.0;0.5641691560935326
CH;Fortran;0;1;1.9795863422056768;10.0;1.0;0.6462405923213626
CH;GDB;0;1;1.9616362161670489;14.0;1.0;0.6367759082832243
CH;GLSL;0;1;1.7658415517664936;24.0;1.0;0.6759545988162264
CH;Gnuplot;0;1;2.0282533034052737;12.0;1.0;0.6057888649600326
CH;Groovy;0;1;1.6771710073666484;11.0;1.0;0.7009405493560237
CH;Haskell;0;1;1.693755510430972;18.0;1.0;0.702408642060621
CH;Julia;0;1;1.7783690756191597;12.0;1.0;0.6119312083937614
CH;Lex;0;1;1.5517416284944368;15.0;1.0;0.7286811499873886
CH;Lua;0;1;1.742741994116348;19.0;1.0;0.6844548284010432
CH;M;0;1;1.909507714072929;9.0;1.0;0.597560081031831
CH;M4;0;1;1.9266739869876608;17.0;1.0;0.7010430820310789
CH;MATLAB;0;1;1.5302463650727978;14.0;1.0;0.6839603605615665
CH;Makefile;0;1;1.4782959164605505;20.0;1.0;0.7214159610610462
CH;Mako;0;1;1.2771041738234152;12.0;1.0;0.6129036821505969
CH;Meson;0;1;2.0497209263313847;14.0;1.0;0.62801295192331
CH;NASL;0;1;2.085036880560909;10.0;1.0;0.5804064592693469
CH;NSIS;0;1;2.0196631409451102;15.0;1.0;0.6647872717726393
CH;Nix;0;1;2.02067497203735;13.0;1.0;0.6348204412774758
CH;Objective-C++;1;0;1.9416313771749487;16.0;0.0;0.6985763800758255
CH;PLSQL;0;1;1.5893298927427566;15.0;1.0;0.7930327297815708
CH;PLpgSQL;0;1;1.5465048483642962;17.0;1.0;0.7438911825300115
CH;Pascal;0;1;1.69635789232319;13.0;1.0;0.6859599794234355
CH;Perl;0;1;1.908909761911782;17.0;1.0;0.707011163999038
CH;PostScript;0;1;2.0618322900196753;12.0;1.0;0.5944373934346749
CH;Prolog;0;1;1.7233223094779666;16.0;1.0;0.601181831191822
CH;QML;0;1;1.8933540256846024;10.0;1.0;0.6047140773595787
CH;QMake;0;1;1.4795768215855654;20.0;1.0;0.6926038256836813
CH;R;0;1;1.3615818971815483;20.0;1.0;0.6612207969193014
CH;Raku;0;1;1.9678722027758584;15.0;1.0;0.6730552278903636
CH;Roff;0;1;1.8767583192000497;14.0;1.0;0.7460587731424876
CH;Rust;0;1;1.8091679055331764;18.0;1.0;0.6919593175710848
CH;SWIG;0;1;2.0512359091301127;11.0;1.0;0.5840731307004512
CH;Scala;0;1;1.7859981228299235;16.0;1.0;0.6997129534575219
CH;Scheme;0;1;2.018051293417045;12.0;1.0;0.5987662114892113
CH;Smarty;0;1;1.6783422913808692;17.0;1.0;0.6914998775346788
CH;Svelte;0;1;1.911446256569467;15.0;1.0;0.6150313885789355
CH;Tcl;0;1;1.757409327898825;16.0;1.0;0.7207825370182575
CH;TeX;0;1;1.7722635080457172;21.0;1.0;0.6909687694540245
CH;Twig;0;1;1.2964849489112504;19.0;1.0;0.6836138153158462
CH;VHDL;0;1;1.7475154716887806;11.0;1.0;0.6081138331557447
CH;Vim Script;0;1;1.768820975289696;17.0;1.0;0.6862181010959403
CH;XSLT;0;1;1.6434237283110034;23.0;1.0;0.7060617569113385
CH;Yacc;0;1;1.7978460836499597;15.0;1.0;0.7152948620463093
CH;sed;0;1;1.9598878931334751;16.0;1.0;0.6817291327855601
CI;CSS;0;1;-1.1116255854191277;75.0;1.0;0.5028830994939278
CI;HTML;0;1;-1.2483274054571052;80.0;1.0;0.5476575121163165
CI;PHP;0;1;-0.5141433734695996;78.0;1.0;0.281186877481368
CI;SCSS;0;1;-0.6799695219172239;58.0;1.0;0.3388409782971092
CL;ASP.NET;0;1;0.2989539981862266;30.0;1.0;0.3621556014084256
CL;Blade;0;1;-0.1487645679664171;49.0;1.0;0.472679423061621
CL;CSS;0;1;-1.1116255854191277;75.0;1.0;0.5136452311878658
CL;PHP;1;0;-0.5141433734695996;78.0;0.0;0.4272015973624945
CL;SCSS;0;1;-0.6799695219172239;58.0;1.0;0.5103126582626268
CL;Vue;1;0;-0.2361018710647685;40.0;0.0;0.4279558515508712
CM;Blade;0;1;-0.1487645679664171;49.0;1.0;0.3820046332878833
CM;CSS;0;1;-1.1116255854191277;75.0;1.0;0.660103805979282
CM;HTML;1;0;-1.2483274054571052;80.0;0.0;0.691437802907916
CM;Objective-C;0;1;-0.3457943986402767;21.0;1.0;0.3163234884013445
CM;PHP;0;1;-0.5141433734695996;78.0;1.0;0.4483527199275615
CM;SCSS;0;1;-0.6799695219172239;58.0;1.0;0.5485879782856125
CM;TypeScript;1;0;-0.2120817021376991;50.0;0.0;0.4030920339787607
CM;Vue;0;1;-0.2361018710647685;40.0;1.0;0.3584561258839456
CN;ANTLR;0;1;1.8369794642793325;13.0;1.0;0.3531935918025061
CN;Ada;0;1;1.7823302683552469;7.0;1.0;0.4061797325312494
CN;Assembly;0;1;1.5955018948096171;14.0;1.0;0.3857166578063834
CN;Awk;0;1;1.8907144014068444;15.0;1.0;0.3343958819428454
CN;Batchfile;0;1;1.6717726639101225;12.0;1.0;0.4091255723242308
CN;CMake;0;1;1.6016361954331813;19.0;1.0;0.3462587430565889
CN;Cuda;0;1;1.8120705356235367;11.0;1.0;0.4000880927213641
CN;DIGITAL Command Language;0;1;1.92646537552658;12.0;1.0;0.3048358413494609
CN;DTrace;0;1;2.004544664163871;9.0;1.0;0.3351497708142037
CN;FreeMarker;0;1;1.6847962668517062;8.0;1.0;0.4763751438621151
CN;GAP;0;1;2.066313115854936;12.0;1.0;0.2958448904180433
CN;GDB;0;1;1.9616362161670489;14.0;1.0;0.3289102364539069
CN;Go;0;1;1.1216706748624503;7.0;1.0;0.6244838555028684
CN;Java;0;1;-0.528168899975628;33.0;1.0;0.3447596264084817
CN;Less;0;1;-0.086061106193204;34.0;1.0;0.3385162861957455
CN;Lex;0;1;1.5517416284944368;15.0;1.0;0.3887446669754754
CN;Lua;0;1;1.742741994116348;19.0;1.0;0.2911337334347246
CN;M4;0;1;1.9266739869876608;17.0;1.0;0.3165054018407875
CN;PLpgSQL;0;1;1.5465048483642962;17.0;1.0;0.3327042096360146
CN;Pawn;0;1;1.998550820736656;11.0;1.0;0.3194322646745181
CN;PureBasic;1;0;1.854553339793018;8.0;0.0;0.3375564734301152
CN;QMake;0;1;1.4795768215855654;20.0;1.0;0.3295437110477902
CN;SWIG;0;1;2.0512359091301127;11.0;1.0;0.3130286948916836
CN;SmPL;0;1;1.6765376395252551;9.0;1.0;0.4211524149125044
CN;Smarty;0;1;1.6783422913808692;17.0;1.0;0.3329021142833996
CN;SourcePawn;0;1;2.0667352064465905;7.0;1.0;0.3048653548357889
CN;Stylus;0;1;1.3216299048326217;8.0;1.0;0.5440817686988453
CN;Tcl;0;1;1.757409327898825;16.0;1.0;0.3334767000925341
CN;Thrift;0;1;1.9640998803548932;3.0;1.0;0.5343241149076325
CN;Verilog;0;1;1.7561752705197535;10.0;1.0;0.395196669508428
CN;Vim Snippet;0;1;2.0122240133793685;11.0;1.0;0.302171888356051
