"language";"year";"iso2_code";"num_pushers";"e_p";"e_c";"e";"rca";"rca01";"entry01";"rel_density";"pci"
"AIDL";2022;"KR";786;21799;2399806;91185560;1.37004839868225;1;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"KW";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"KZ";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LA";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LB";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LK";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LR";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LS";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LT";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LU";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LV";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"LY";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MA";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MD";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"ME";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MG";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MK";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"ML";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MM";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MN";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MO";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MR";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MT";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MU";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MV";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MW";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MX";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MY";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"MZ";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"NE";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"NG";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"NI";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"NL";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"NO";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"NP";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"NZ";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"OM";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PA";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PE";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PH";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PK";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PL";352;21799;1440445;91185560;1.0221990694561;1;1;-0.494243057439682;0.213748483556337
"AIDL";2022;"PR";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PS";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PT";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"PY";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"QA";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"RE";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"RO";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"RS";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"RU";1129;21799;3214054;91185560;1.46936696285711;1;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"RW";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SA";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SC";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SD";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SE";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SG";353;21799;903669;91185560;1.63401041126492;1;1;-0.494243057439682;0.213748483556337
"AIDL";2022;"SI";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SK";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SL";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SN";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SO";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SV";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"SY";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"TG";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"TH";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
"AIDL";2022;"TJ";0;0;0;0;0;0;0;-0.494243057439682;0.213748483556337
