iso2_code;language;num_pushers;period;diversity;ubiquity;mcp;eci;pci;density;coi;cog;rca;year
AE;ANTLR;0;1;25;21;0;0.01767534726199815;2.427585052845684;0.0727019004092528;0.3789901386463747;1.256479155744607;0.0;2022
AE;ASP.NET;0;1;25;39;0;0.01767534726199815;0.4349636782423928;0.22265686740292104;0.3789901386463747;0.30035815809935634;0.0;2022
AE;Ada;0;1;25;11;0;0.01767534726199815;2.385229573496984;0.052173348198158345;0.3789901386463747;1.0479966668644392;0.0;2022
AE;Apex;0;1;25;6;0;0.01767534726199815;2.3692682388549895;0.04409447072175077;0.3789901386463747;0.8616079050412789;0.0;2022
AE;AppleScript;0;1;25;10;0;0.01767534726199815;2.5797217180186403;0.048372109051704464;0.3789901386463747;1.1134242507307444;0.0;2022
AE;Assembly;119;1;25;41;0;0.01767534726199815;1.4338074745344092;0.16169606040494994;0.3789901386463747;0.7169279818438267;0.9211948335395795;2022
AE;Astro;0;1;25;16;0;0.01767534726199815;1.9545711719643084;0.06281138017508736;0.3789901386463747;1.1014265070349276;0.0;2022
AE;AutoHotkey;0;1;25;12;0;0.01767534726199815;2.5541919294253996;0.05087561180870892;0.3789901386463747;1.1829412150444014;0.0;2022
AE;Awk;0;1;25;28;0;0.01767534726199815;2.2761439001962662;0.09572697010108056;0.3789901386463747;1.118627171560106;0.0;2022
AE;Batchfile;289;1;25;41;0;0.01767534726199815;1.6477324631882426;0.1453206914110612;0.3789901386463747;0.814355973456577;0.8923733474222418;2022
AE;Bicep;0;1;25;9;0;0.01767534726199815;2.550735730036747;0.052293706833170014;0.3789901386463747;0.9966593800935033;0.0;2022
AE;Blade;141;1;25;66;1;0.01767534726199815;-0.6053707488212422;0.447025668858282;0.3789901386463747;0.0;1.2439005796427778;2022
AE;Brainfuck;0;1;25;10;0;0.01767534726199815;0.35809703037333923;0.1565888798131968;0.3789901386463747;0.16745162387609772;0.0;2022
AE;Brightscript;0;1;25;1;0;0.01767534726199815;0.9818142180321004;0.04155127620945656;0.3789901386463747;0.0798755584461509;0.0;2022
AE;C;560;1;25;61;0;0.01767534726199815;0.4294856554180597;0.2374590543061646;0.3789901386463747;0.39488367225204873;0.8544242131083258;2022
AE;C#;443;1;25;66;0;0.01767534726199815;0.07073877732700011;0.293141552080925;0.3789901386463747;0.19060026992652923;0.9269831026461246;2022
