iso2_code;language;num_pushers;period;diversity;ubiquity;mcp;eci;pci;density;coi;cog;rca;year
DE;C;18045;1;110;42;1;2.037854920344662;1.3840246710673325;0.8599838600076042;-1.661952393381804;-0.0;1.306660599364118;2021
DE;C#;9352;1;110;66;0;2.037854920344662;0.08555688980079494;0.6560974282997782;-1.661952393381804;-0.5906801237163715;0.8466853074705798;2021
DE;C++;19307;1;110;35;1;2.037854920344662;1.4333460992762135;0.867634806957481;-1.661952393381804;-0.0;1.287213024858965;2021
DE;CMake;9751;1;110;36;1;2.037854920344662;1.8642905402575294;0.8882303401094771;-1.661952393381804;-0.0;1.8181055227983276;2021
DE;CSS;44671;1;110;113;0;2.037854920344662;-1.2843646932395627;0.2843532785689983;-1.661952393381804;-0.8491070855864074;0.6716721012969067;2021
DE;CUE;161;1;110;5;1;2.037854920344662;2.611355915831792;0.9366069695743096;-1.661952393381804;0.0;3.162408208128529;2021
DE;Clojure;770;1;110;23;1;2.037854920344662;2.189952049145869;0.9158228944703443;-1.661952393381804;-0.0;1.6288995189679631;2021
DE;CoffeeScript;731;1;110;19;1;2.037854920344662;0.9707594680273811;0.8624617107227885;-1.661952393381804;-0.0;1.0217974960642644;2021
DE;Common Lisp;699;1;110;17;1;2.037854920344662;2.3452140762735922;0.9423603888911621;-1.661952393381804;-0.0;2.3629801602550526;2021
DE;Crystal;199;1;110;6;1;2.037854920344662;2.0060661043608516;0.901423181663658;-1.661952393381804;0.0;2.69163430167126;2021
DE;Cuda;1023;1;110;16;1;2.037854920344662;2.232094321854536;0.9234633135810107;-1.661952393381804;-0.0;1.5731059681929533;2021
DE;Cython;885;1;110;22;1;2.037854920344662;2.255489577566262;0.9212493947106933;-1.661952393381804;-0.0;1.51642116602426;2021
DE;D;624;1;110;12;1;2.037854920344662;2.4908651717624877;0.949689934175646;-1.661952393381804;0.0;3.2760197359393595;2021
DE;DIGITAL Command Language;430;1;110;12;1;2.037854920344662;2.4974723224542457;0.9464971110819596;-1.661952393381804;0.0;2.0884803076867;2021
DE;DTrace;365;1;110;9;1;2.037854920344662;2.523742066555909;0.9410254706459293;-1.661952393381804;0.0;2.3100275034058724;2021
DE;Dart;1752;1;110;41;0;2.037854920344662;-0.905861794371883;0.2736524100601353;-1.661952393381804;-0.704122334474043;0.6312736424218269;2021
DE;Dockerfile;23770;1;110;46;1;2.037854920344662;1.063532913642481;0.8538009853286868;-1.661952393381804;-0.0;1.4068647411533175;2021
