iso2_code;cluster_id;exit01;consider00;pci;ubiquity;rca01;density
BR;13.0;0;1;2.1617820457182293;14.0;1.0;0.216895988494761
BR;19.0;0;1;-0.609234573418944;79.0;1.0;0.5113072276466718
BR;22.0;0;1;1.8127917131459672;26.0;1.0;0.2137352740989801
BR;25.0;0;1;-0.6963174199001649;88.0;1.0;0.5403216339946003
BR;48.0;0;1;1.876808858780743;7.0;1.0;0.3205867703371156
BR;54.0;1;0;1.0289466672147716;42.0;0.0;0.2498306427723717
BW;1.0;0;1;-1.5310079173161562;85.0;1.0;0.1362368489447435
BY;1.0;0;1;-1.5310079173161562;85.0;1.0;0.6191491233994134
BY;15.0;0;1;-0.2855043385199975;64.0;1.0;0.524889665978434
BY;18.0;0;1;-0.0693373471202559;78.0;1.0;0.4880648920364413
BY;19.0;0;1;-0.609234573418944;79.0;1.0;0.5185283413138306
BY;20.0;0;1;1.6938870086519855;27.0;1.0;0.2762724735472184
BY;21.0;0;1;-0.6022948079582562;79.0;1.0;0.481511433298352
BY;22.0;0;1;1.8127917131459672;26.0;1.0;0.2634758930094539
BY;25.0;0;1;-0.6963174199001649;88.0;1.0;0.558927104120202
BY;40.0;0;1;1.1181887107583768;28.0;1.0;0.3094862293622863
BY;41.0;0;1;1.7318867513913807;36.0;1.0;0.2653155299621046
BY;50.0;0;1;1.3862523463271288;30.0;1.0;0.3087216463030373
CA;2.0;1;0;1.0484893605030807;36.0;0.0;0.6891190270884301
CA;3.0;0;1;1.4108308443018556;38.0;1.0;0.6895865443441014
CA;4.0;0;1;1.5486534289849945;32.0;1.0;0.6725669752056875
CA;7.0;0;1;1.9386150162506528;27.0;1.0;0.7038424488447985
CA;10.0;0;1;-0.5355804874514646;45.0;1.0;0.6683687170419302
CA;11.0;0;1;-0.4593823573642202;70.0;1.0;0.6178109212550768
CA;12.0;0;1;1.8350581991636397;24.0;1.0;0.7248010033099828
CA;13.0;0;1;2.1617820457182293;14.0;1.0;0.7682656400965522
CA;16.0;0;1;1.6264851572309549;31.0;1.0;0.698671441517166
CA;23.0;0;1;2.162942514139182;12.0;1.0;0.7819912691925327
CA;26.0;0;1;1.4631831505099593;37.0;1.0;0.6680144414799986
CA;27.0;0;1;1.1628686697451447;39.0;1.0;0.6536339236176751
CA;28.0;0;1;1.9259977411386708;28.0;1.0;0.7047441015649851
CA;29.0;0;1;1.8636303512102144;31.0;1.0;0.6993745534438951
CA;30.0;0;1;2.3540840402260086;9.0;1.0;0.7931949946930463
CA;33.0;0;1;2.0369102602569615;27.0;1.0;0.7135091291442174
CA;35.0;0;1;2.1412832840966773;19.0;1.0;0.749165509566423
CA;36.0;0;1;1.989139957713472;20.0;1.0;0.7474307113869771
CA;37.0;0;1;2.0447321560615355;14.0;1.0;0.7764357264776709
CA;39.0;0;1;1.7491188857965394;31.0;1.0;0.6948385703638553
CA;40.0;0;1;1.1181887107583768;28.0;1.0;0.6518135839524389
CA;41.0;0;1;1.7318867513913807;36.0;1.0;0.6721044325003018
CA;42.0;0;1;1.7024775051477614;33.0;1.0;0.6831513675306677
CA;43.0;0;1;2.0510470006348864;24.0;1.0;0.7341935879526608
CA;44.0;0;1;1.9913303742576696;20.0;1.0;0.7471270842950384
CA;47.0;0;1;2.1575835642704217;15.0;1.0;0.7714276829066352
CA;52.0;0;1;2.105844263934367;19.0;1.0;0.7557067363185366
CA;53.0;0;1;2.304074640670618;13.0;1.0;0.7842633701244189
CA;55.0;0;1;2.1836144599760616;16.0;1.0;0.7778151347516841
CA;56.0;0;1;2.169925928745079;14.0;1.0;0.7873725971723702
CA;59.0;0;1;1.7902655150686788;23.0;1.0;0.7203874429463106
CD;1.0;0;1;-1.5310079173161562;85.0;1.0;0.2686558245284447
CD;8.0;0;1;-0.6974731199781783;89.0;1.0;0.1760700389105058
CD;11.0;0;1;-0.4593823573642202;70.0;1.0;0.1237834838110255
CH;2.0;0;1;1.0484893605030807;36.0;1.0;0.7869406810627132
CH;3.0;0;1;1.4108308443018556;38.0;1.0;0.7884339179538861
CH;7.0;0;1;1.9386150162506528;27.0;1.0;0.8143673337404382
CH;9.0;0;1;1.6229599702141266;36.0;1.0;0.8006070227682284
CH;10.0;0;1;-0.5355804874514646;45.0;1.0;0.7141294860099809
CH;11.0;0;1;-0.4593823573642202;70.0;1.0;0.6957681352935723
CH;12.0;0;1;1.8350581991636397;24.0;1.0;0.8116564507777888
CH;14.0;0;1;1.8929594941972712;30.0;1.0;0.8061858370372665
CH;16.0;0;1;1.6264851572309549;31.0;1.0;0.80530874717729
CH;20.0;0;1;1.6938870086519855;27.0;1.0;0.8084132950459874
CH;22.0;0;1;1.8127917131459672;26.0;1.0;0.7874300403661457
CH;24.0;0;1;1.4298958491314566;40.0;1.0;0.7937171903541125
CH;26.0;0;1;1.4631831505099593;37.0;1.0;0.7941681669005637
CH;27.0;0;1;1.1628686697451447;39.0;1.0;0.7816162418069195
CH;28.0;0;1;1.9259977411386708;28.0;1.0;0.7975002255417505
CH;29.0;0;1;1.8636303512102144;31.0;1.0;0.8177853704793089
CH;31.0;0;1;1.9934471830725575;15.0;1.0;0.6915036916472734
CH;32.0;0;1;2.055984083255801;23.0;1.0;0.7897052661075831
CH;33.0;0;1;2.0369102602569615;27.0;1.0;0.8132165976703459
CH;34.0;0;1;1.8229487376342035;33.0;1.0;0.8134568350125756
CH;35.0;0;1;2.1412832840966773;19.0;1.0;0.7571491419446604
CH;36.0;0;1;1.989139957713472;20.0;1.0;0.7459098478541462
CH;39.0;0;1;1.7491188857965394;31.0;1.0;0.80274298846884
CH;40.0;0;1;1.1181887107583768;28.0;1.0;0.7457393082045238
CH;41.0;0;1;1.7318867513913807;36.0;1.0;0.8075997298899826
CH;42.0;0;1;1.7024775051477614;33.0;1.0;0.814038769558733
CH;43.0;0;1;2.0510470006348864;24.0;1.0;0.8173301040983842
CH;44.0;0;1;1.9913303742576696;20.0;1.0;0.7453973679051275
CH;45.0;0;1;1.760995826961374;32.0;1.0;0.8099294397909774
CH;46.0;0;1;2.057657732888033;17.0;1.0;0.752136105270486
CH;50.0;0;1;1.3862523463271288;30.0;1.0;0.766130709776125
CH;51.0;0;1;2.079039435317168;18.0;1.0;0.7633891852314689
CH;52.0;0;1;2.105844263934367;19.0;1.0;0.7636014384019819
CH;55.0;0;1;2.1836144599760616;16.0;1.0;0.7382688870389859
CH;57.0;0;1;1.449350971118556;22.0;1.0;0.7805147127929181
CH;59.0;0;1;1.7902655150686788;23.0;1.0;0.7771500414445551
CI;8.0;0;1;-0.6974731199781783;89.0;1.0;0.3210116731517509
CI;19.0;0;1;-0.609234573418944;79.0;1.0;0.3137417418174358
CI;25.0;0;1;-0.6963174199001649;88.0;1.0;0.3449583284423054
CL;1.0;0;1;-1.5310079173161562;85.0;1.0;0.5993033854566364
CL;8.0;0;1;-0.6974731199781783;89.0;1.0;0.5175097276264591
CL;17.0;0;1;0.620670340877194;35.0;1.0;0.4071130473244588
CL;18.0;0;1;-0.0693373471202559;78.0;1.0;0.4670691879950663
CL;19.0;0;1;-0.609234573418944;79.0;1.0;0.489920235421143
CL;25.0;0;1;-0.6963174199001649;88.0;1.0;0.5476346989083227
CL;26.0;0;1;1.4631831505099593;37.0;1.0;0.2374795307704692
CL;27.0;0;1;1.1628686697451447;39.0;1.0;0.2644084579960597
CL;54.0;0;1;1.0289466672147716;42.0;1.0;0.3305835398541251
CM;5.0;0;1;-0.4200124488780521;50.0;1.0;0.402843723826659
CM;8.0;0;1;-0.6974731199781783;89.0;1.0;0.4766536964980544
CM;11.0;0;1;-0.4593823573642202;70.0;1.0;0.2376243038882427
CM;19.0;0;1;-0.609234573418944;79.0;1.0;0.4666587362299652
CM;21.0;0;1;-0.6022948079582562;79.0;1.0;0.4549589871542082
CM;25.0;0;1;-0.6963174199001649;88.0;1.0;0.5194271628125368
CN;2.0;0;1;1.0484893605030807;36.0;1.0;0.5043181732773853
CN;3.0;0;1;1.4108308443018556;38.0;1.0;0.4832400325913754
CN;7.0;0;1;1.9386150162506528;27.0;1.0;0.4911240079021329
CN;11.0;0;1;-0.4593823573642202;70.0;1.0;0.5030252658853365
CN;14.0;0;1;1.8929594941972712;30.0;1.0;0.4843435653839704
CN;15.0;0;1;-0.2855043385199975;64.0;1.0;0.4515132316448149
CN;16.0;0;1;1.6264851572309549;31.0;1.0;0.4867138398869507
CN;19.0;0;1;-0.609234573418944;79.0;1.0;0.4939333002544727
CN;20.0;0;1;1.6938870086519855;27.0;1.0;0.5044882705979616
CN;22.0;0;1;1.8127917131459672;26.0;1.0;0.4876884631075507
CN;23.0;0;1;2.162942514139182;12.0;1.0;0.5027841698056118
CN;25.0;0;1;-0.6963174199001649;88.0;1.0;0.4795281136283602
CN;33.0;0;1;2.0369102602569615;27.0;1.0;0.4846173215822209
CN;34.0;0;1;1.8229487376342035;33.0;1.0;0.4813488164302548
CN;35.0;0;1;2.1412832840966773;19.0;1.0;0.5001980384871414
CN;38.0;0;1;1.0508612525067018;33.0;1.0;0.4578059982032212
CN;42.0;0;1;1.7024775051477614;33.0;1.0;0.4739872047658849
CN;45.0;0;1;1.760995826961374;32.0;1.0;0.4779355547593001
CN;46.0;0;1;2.057657732888033;17.0;1.0;0.5037287067330607
CN;47.0;0;1;2.1575835642704217;15.0;1.0;0.4845787281920559
CN;51.0;0;1;2.079039435317168;18.0;1.0;0.4961703427898573
CO;1.0;0;1;-1.5310079173161562;85.0;1.0;0.6489897656600135
CO;8.0;0;1;-0.6974731199781783;89.0;1.0;0.5680933852140078
CO;17.0;0;1;0.620670340877194;35.0;1.0;0.4955856138122887
CO;19.0;0;1;-0.609234573418944;79.0;1.0;0.5433877159849645
CO;25.0;0;1;-0.6963174199001649;88.0;1.0;0.5800211292405213
CO;38.0;0;1;1.0508612525067018;33.0;1.0;0.4152187574550085
CO;50.0;0;1;1.3862523463271288;30.0;1.0;0.3337469084768016
CR;8.0;0;1;-0.6974731199781783;89.0;1.0;0.4562256809338521
CR;15.0;0;1;-0.2855043385199975;64.0;1.0;0.4318545155833142
CR;17.0;0;1;0.620670340877194;35.0;1.0;0.2412423948285769
CR;18.0;0;1;-0.0693373471202559;78.0;1.0;0.3790230894195456
CR;19.0;0;1;-0.609234573418944;79.0;1.0;0.4431330447818838
CR;21.0;0;1;-0.6022948079582562;79.0;1.0;0.431686845999271
CR;25.0;0;1;-0.6963174199001649;88.0;1.0;0.4974879680713699
CU;1.0;1;0;-1.5310079173161562;85.0;0.0;0.3808508766005865
CU;8.0;0;1;-0.6974731199781783;89.0;1.0;0.2645914396887159
CU;10.0;0;1;-0.5355804874514646;45.0;1.0;0.1881593491495645
CU;11.0;0;1;-0.4593823573642202;70.0;1.0;0.1890849855704867
CU;19.0;0;1;-0.609234573418944;79.0;1.0;0.2534359992273863
CY;2.0;0;1;1.0484893605030807;36.0;1.0;0.1489696905515297
CY;3.0;0;1;1.4108308443018556;38.0;1.0;0.1314779427485693
CY;8.0;0;1;-0.6974731199781783;89.0;1.0;0.372568093385214
CY;10.0;1;0;-0.5355804874514646;45.0;0.0;0.2760054668723478
CY;11.0;0;1;-0.4593823573642202;70.0;1.0;0.2682824774860742
CY;19.0;0;1;-0.609234573418944;79.0;1.0;0.3714866208263631
CY;21.0;0;1;-0.6022948079582562;79.0;1.0;0.3724486685139762
CY;25.0;0;1;-0.6963174199001649;88.0;1.0;0.4107759126658059
CZ;2.0;0;1;1.0484893605030807;36.0;1.0;0.676255161051626
CZ;3.0;0;1;1.4108308443018556;38.0;1.0;0.6753441779032159
CZ;7.0;0;1;1.9386150162506528;27.0;1.0;0.6766937542593641
CZ;9.0;0;1;1.6229599702141266;36.0;1.0;0.7166780023547372
CZ;11.0;0;1;-0.4593823573642202;70.0;1.0;0.6102223895082439
CZ;12.0;0;1;1.8350581991636397;24.0;1.0;0.6604632989847976
CZ;14.0;0;1;1.8929594941972712;30.0;1.0;0.6812015423819452
CZ;16.0;0;1;1.6264851572309549;31.0;1.0;0.6902474762753192
CZ;17.0;0;1;0.620670340877194;35.0;1.0;0.7631664759216727
CZ;18.0;0;1;-0.0693373471202559;78.0;1.0;0.6435438059203418
CZ;20.0;0;1;1.6938870086519855;27.0;1.0;0.6998659194557713
CZ;22.0;0;1;1.8127917131459672;26.0;1.0;0.6439055756048322
CZ;24.0;0;1;1.4298958491314566;40.0;1.0;0.7183429626725534
CZ;26.0;0;1;1.4631831505099593;37.0;1.0;0.7113400086072748
CZ;27.0;0;1;1.1628686697451447;39.0;1.0;0.7077293593995001
CZ;28.0;0;1;1.9259977411386708;28.0;1.0;0.6564898165092277
CZ;29.0;0;1;1.8636303512102144;31.0;1.0;0.7028023244636783
CZ;33.0;0;1;2.0369102602569615;27.0;1.0;0.6762781820530821
CZ;34.0;0;1;1.8229487376342035;33.0;1.0;0.7122887020929868
CZ;35.0;0;1;2.1412832840966773;19.0;1.0;0.5302642532033364
CZ;38.0;0;1;1.0508612525067018;33.0;1.0;0.7125281985650921
CZ;39.0;0;1;1.7491188857965394;31.0;1.0;0.6978672198677016
CZ;41.0;0;1;1.7318867513913807;36.0;1.0;0.7133691032137185
CZ;42.0;0;1;1.7024775051477614;33.0;1.0;0.7166576429383442
CZ;43.0;0;1;2.0510470006348864;24.0;1.0;0.6616584371885228
CZ;45.0;0;1;1.760995826961374;32.0;1.0;0.7033122773637689
CZ;50.0;0;1;1.3862523463271288;30.0;1.0;0.6667600954002484
CZ;54.0;1;0;1.0289466672147716;42.0;0.0;0.7396175220512692
CZ;57.0;0;1;1.449350971118556;22.0;1.0;0.6258808731428246
CZ;59.0;0;1;1.7902655150686788;23.0;1.0;0.5870882029552276
DE;2.0;0;1;1.0484893605030807;36.0;1.0;0.847705105467284
DE;3.0;0;1;1.4108308443018556;38.0;1.0;0.8484302529191482
DE;7.0;0;1;1.9386150162506528;27.0;1.0;0.8720571469963957
DE;9.0;0;1;1.6229599702141266;36.0;1.0;0.8245122286527309
DE;10.0;0;1;-0.5355804874514646;45.0;1.0;0.7727032702890859
DE;11.0;0;1;-0.4593823573642202;70.0;1.0;0.7405935333657072
DE;12.0;0;1;1.8350581991636397;24.0;1.0;0.8934515127701743
DE;13.0;0;1;2.1617820457182293;14.0;1.0;0.9226219776872892
DE;14.0;0;1;1.8929594941972712;30.0;1.0;0.8631461592032659
DE;16.0;0;1;1.6264851572309549;31.0;1.0;0.8683653410688138
DE;20.0;0;1;1.6938870086519855;27.0;1.0;0.8522251086204271
DE;22.0;0;1;1.8127917131459672;26.0;1.0;0.8516294854083734
DE;23.0;0;1;2.162942514139182;12.0;1.0;0.914471411524649
DE;24.0;0;1;1.4298958491314566;40.0;1.0;0.8186023363312545
DE;26.0;0;1;1.4631831505099593;37.0;1.0;0.8237997054453379
DE;27.0;0;1;1.1628686697451447;39.0;1.0;0.8010463372746321
DE;28.0;0;1;1.9259977411386708;28.0;1.0;0.8651853418712487
DE;29.0;0;1;1.8636303512102144;31.0;1.0;0.866934005305779
DE;30.0;0;1;2.3540840402260086;9.0;1.0;0.9377624390693704
