iso2_code;language;num_pushers;period;diversity;ubiquity;mcp;eci;pci;density;coi;cog;rca
AE;AMPL;0;1;17;6;0;-0.22168755788162134;2.695781728907959;0.016348484592580384;-0.3294476881216878;1.208441666161517;0.0
AE;ANTLR;0;1;17;14;0;-0.22168755788162134;2.299902486242373;0.03079639691681369;-0.3294476881216878;1.2738147069832346;0.0
AE;ASP.NET;0;1;17;34;0;-0.22168755788162134;0.07623448416662332;0.214026155803689;-0.3294476881216878;0.07436351040503265;0.0
AE;ActionScript;0;1;17;8;0;-0.22168755788162134;2.3017115511192663;0.019401941074782048;-0.3294476881216878;1.191976230376061;0.0
AE;Ada;0;1;17;8;0;-0.22168755788162134;2.529596316135244;0.01870078472226562;-0.3294476881216878;1.2442283105984573;0.0
AE;Apex;0;1;17;3;0;-0.22168755788162134;2.4821501878401873;0.01888600724155206;-0.3294476881216878;0.6404037322527923;0.0
AE;AppleScript;0;1;17;10;0;-0.22168755788162134;2.5902029336348145;0.02172569454820122;-0.3294476881216878;1.3948406477276543;0.0
AE;Assembly;0;1;17;30;0;-0.22168755788162134;2.0661235353013887;0.0701221143804487;-0.3294476881216878;1.0181253057073092;0.0
AE;AutoHotkey;0;1;17;8;0;-0.22168755788162134;2.6161433751558327;0.019630307316315113;-0.3294476881216878;1.2302558030438202;0.0
AE;Awk;0;1;17;26;0;-0.22168755788162134;2.1701195805004208;0.05869436075071041;-0.3294476881216878;1.102297221091773;0.0
AE;Batchfile;774;1;17;40;0;-0.22168755788162134;1.4838406791166336;0.10606065369337603;-0.3294476881216878;0.726455470888194;0.8920847385606963
AE;Blade;0;1;17;50;0;-0.22168755788162134;-0.5387839693740673;0.34091929748950406;-0.3294476881216878;-0.15057871141160636;0.0
AE;Brainfuck;0;1;17;5;0;-0.22168755788162134;2.0836644784689735;0.020661686746269087;-0.3294476881216878;0.7682221280582212;0.0
AE;C;933;1;17;37;0;-0.22168755788162134;1.4759049516739113;0.10520007720098498;-0.3294476881216878;0.7037072238432391;0.6554542675297721
AE;C#;1283;1;17;65;1;-0.22168755788162134;0.060997179114717394;0.2744409002222246;-0.3294476881216878;0.0;1.1131970414758294
AE;C++;1169;1;17;36;0;-0.22168755788162134;1.325986121685806;0.10841524073383288;-0.3294476881216878;0.6449067815070748;0.7160591119778781
AE;CMake;0;1;17;35;0;-0.22168755788162134;1.7830328174291161;0.09063500188148693;-0.3294476881216878;0.8597347490161045;0.0
AE;CSS;8322;1;17;109;1;-0.22168755788162134;-1.1548086907083386;0.5909090702255947;-0.3294476881216878;-0.0;1.206943853543942
AE;Clojure;0;1;17;16;0;-0.22168755788162134;2.3181182851423534;0.035929093003503686;-0.3294476881216878;1.2414928841171415;0.0
AE;CoffeeScript;0;1;17;16;0;-0.22168755788162134;0.5973947962061582;0.07258365764836869;-0.3294476881216878;0.5609179914414786;0.0
AE;Common Lisp;0;1;17;14;0;-0.22168755788162134;2.5155743721217303;0.027476245932724505;-0.3294476881216878;1.402085201057189;0.0
AE;Cuda;0;1;17;16;0;-0.22168755788162134;2.2280522451740246;0.040287590272273015;-0.3294476881216878;1.102437363910073;0.0
AE;D;0;1;17;10;0;-0.22168755788162134;2.362884943352352;0.02379849873384934;-0.3294476881216878;1.3289451459573474;0.0
AE;DIGITAL Command Language;0;1;17;12;0;-0.22168755788162134;2.5594483168615905;0.02224973408461816;-0.3294476881216878;1.4401925203201176;0.0
AE;DTrace;0;1;17;8;0;-0.22168755788162134;2.6535802415340064;0.016758258810421266;-0.3294476881216878;1.3692834772928253;0.0
AE;Dart;229;1;17;36;1;-0.22168755788162134;-0.5475143951329621;0.37348112841174336;-0.3294476881216878;-0.0;1.003874360139321
AE;Dockerfile;1779;1;17;44;1;-0.22168755788162134;1.1023845862342982;0.14238174195313225;-0.3294476881216878;0.0;1.1373626234942444
AE;Elixir;0;1;17;17;0;-0.22168755788162134;2.183813984430537;0.036019604606033845;-0.3294476881216878;1.238950413459458;0.0
AE;Elm;0;1;17;9;0;-0.22168755788162134;2.5607248172350263;0.021572164183641204;-0.3294476881216878;1.302983196333934;0.0
AE;Emacs Lisp;0;1;17;22;0;-0.22168755788162134;2.205096019081694;0.05472349609822812;-0.3294476881216878;1.0976679777038172;0.0
AE;Erlang;0;1;17;11;0;-0.22168755788162134;2.5406163831416815;0.023458752630482974;-0.3294476881216878;1.3788418982704063;0.0
AE;F#;0;1;17;13;0;-0.22168755788162134;2.4811087254303947;0.0278143843690068;-0.3294476881216878;1.3505132444272745;0.0
AE;Forth;0;1;17;10;0;-0.22168755788162134;2.334768288127768;0.02488601944477184;-0.3294476881216878;1.2538206405906296;0.0
AE;Fortran;0;1;17;16;0;-0.22168755788162134;2.315150914664792;0.0358162671428789;-0.3294476881216878;1.2141802913332196;0.0
AE;FreeMarker;0;1;17;9;0;-0.22168755788162134;2.1624108842959635;0.027988313232731734;-0.3294476881216878;0.792076016313168;0.0
AE;G-code;0;1;17;6;0;-0.22168755788162134;2.686749672127484;0.017095305413250994;-0.3294476881216878;1.1701833752696007;0.0
AE;GAP;0;1;17;12;0;-0.22168755788162134;2.530603867458373;0.02353252090023865;-0.3294476881216878;1.3580615632412862;0.0
AE;GDB;0;1;17;17;0;-0.22168755788162134;2.473865454324431;0.031207086769978774;-0.3294476881216878;1.376814786221252;0.0
AE;GDScript;0;1;17;8;0;-0.22168755788162134;2.3740642693376377;0.02160046469889904;-0.3294476881216878;1.2000442263761175;0.0
