iso2_code;language;entry01;consider00;pci;ubiquity;rca01;density
AM;Makefile;1;0;1.099888758800505;46.0;1.0;0.1539906539957715
AR;Batchfile;0;1;0.7607178814684841;58.0;0.0;0.415614045008329
AR;C++;0;1;0.6067486439390477;64.0;0.0;0.4308880933928135
AR;CMake;0;1;1.615373748737018;41.0;0.0;0.3654521332091039
AR;Dart;0;1;-0.2731426361832896;46.0;0.0;0.5177284388933248
AR;Go;0;1;1.0106528223522817;48.0;0.0;0.3842124143002925
AR;Groovy;0;1;1.9476213896937435;34.0;0.0;0.3448919520663808
AR;HCL;0;1;2.075469430889188;29.0;0.0;0.3264981077797849
AR;Jupyter Notebook;0;1;0.4303108890840478;48.0;0.0;0.4101929133753181
AR;Lua;0;1;1.784842630294794;36.0;0.0;0.3474202748324938
AR;M4;0;1;2.1789177990423836;31.0;0.0;0.3210883767335529
AR;MATLAB;0;1;1.607304664210452;38.0;0.0;0.3706630418472786
AR;Makefile;0;1;1.099888758800505;46.0;0.0;0.3777022186924261
AR;Perl;0;1;1.64924002475752;38.0;0.0;0.3534508071825317
AR;PowerShell;0;1;0.759189602096217;58.0;0.0;0.4210315599502661
AR;Python;0;1;-0.5731609756980096;95.0;0.0;0.4749702652188582
AR;R;0;1;0.9837305570009688;40.0;0.0;0.3880780384921979
AR;Roff;0;1;1.8720201810720312;35.0;0.0;0.3410807041230362
AR;Ruby;0;1;-0.5770155083209011;105.0;0.0;0.514558682891955
AR;Rust;0;1;1.7718722989843865;34.0;0.0;0.3448963882131958
AR;Scala;0;1;2.149544529046932;32.0;0.0;0.3256602758480067
AR;Swift;0;1;0.0438564094566854;69.0;0.0;0.4866594372797037
AR;Vim Script;0;1;1.900649886448476;33.0;0.0;0.3383095160616302
AR;XSLT;0;1;1.6824452631964322;40.0;0.0;0.3635671471804488
AT;Blade;0;1;-0.4652508894488165;60.0;0.0;0.730245396560514
AT;Dart;0;1;-0.2731426361832896;46.0;0.0;0.6944694595562146
AT;Jupyter Notebook;1;0;0.4303108890840478;48.0;1.0;0.6282964153563368
AU;Blade;0;1;-0.4652508894488165;60.0;0.0;0.8009006801954177
AU;Dart;0;1;-0.2731426361832896;46.0;0.0;0.7991373195470236
AU;Hack;0;1;-0.3569854687960176;62.0;0.0;0.7968610531482699
AU;Java;0;1;-0.7652183747771489;102.0;0.0;0.827866162748814
AU;Kotlin;0;1;-0.161119360854662;76.0;0.0;0.8161494419797544
AU;Less;1;0;0.0287144858230048;58.0;1.0;0.8134425518381321
BA;C;1;0;0.8431704579094816;57.0;1.0;0.1364992931008882
BA;Makefile;0;1;1.099888758800505;46.0;0.0;0.1066125983550465
BA;Python;0;1;-0.5731609756980096;95.0;0.0;0.2387880753915868
BD;Assembly;0;1;1.6140402136707923;42.0;0.0;0.1882322191327104
BD;Batchfile;0;1;0.7607178814684841;58.0;0.0;0.2613824066249481
BD;C;1;0;0.8431704579094816;57.0;1.0;0.24794029318511
BD;Dockerfile;0;1;0.1974236737775398;73.0;0.0;0.2962412366308908
BD;Go;0;1;1.0106528223522817;48.0;0.0;0.2216221968644131
BD;MATLAB;0;1;1.607304664210452;38.0;0.0;0.1878473722147036
BD;Makefile;0;1;1.099888758800505;46.0;0.0;0.1981125057741464
BD;Perl;0;1;1.64924002475752;38.0;0.0;0.1677422777753055
BD;R;0;1;0.9837305570009688;40.0;0.0;0.2131201895314559
BD;Roff;0;1;1.8720201810720312;35.0;0.0;0.1532008262541306
BD;Ruby;0;1;-0.5770155083209011;105.0;0.0;0.3898811295552833
BD;TeX;0;1;1.3871652188469246;40.0;0.0;0.1920973559075496
BD;Vim Script;0;1;1.900649886448476;33.0;0.0;0.1471167639505491
BE;Dart;0;1;-0.2731426361832896;46.0;0.0;0.7040479686460204
BE;Swift;0;1;0.0438564094566854;69.0;0.0;0.7006428273468254
BG;Jupyter Notebook;0;1;0.4303108890840478;48.0;0.0;0.3594866335284388
BG;Kotlin;0;1;-0.161119360854662;76.0;0.0;0.4955051817564089
BG;Python;1;0;-0.5731609756980096;95.0;1.0;0.474267037607311
BO;C++;1;0;0.6067486439390477;64.0;1.0;0.190656788529782
BO;Jupyter Notebook;0;1;0.4303108890840478;48.0;0.0;0.179462335869141
BO;Makefile;0;1;1.099888758800505;46.0;0.0;0.1230921922080386
BO;Python;0;1;-0.5731609756980096;95.0;0.0;0.2745342745043996
BR;AppleScript;0;1;3.2285914766550508;11.0;0.0;0.3191430002280578
BR;Assembly;0;1;1.6140402136707923;42.0;0.0;0.3544217889384276
BR;Awk;0;1;2.2969540673791213;29.0;0.0;0.3248667894680211
BR;Batchfile;0;1;0.7607178814684841;58.0;0.0;0.396566459508007
BR;C++;0;1;0.6067486439390477;64.0;0.0;0.4115673253332329
BR;CMake;0;1;1.615373748737018;41.0;0.0;0.3458836536048254
BR;CoffeeScript;0;1;1.173522671727503;40.0;0.0;0.4070645431007914
BR;Common Lisp;0;1;2.93270503247345;17.0;0.0;0.3509649880145533
BR;Cuda;0;1;2.742918570023478;21.0;0.0;0.3263479193006389
BR;DIGITAL Command Language;0;1;2.9776521408283556;15.0;0.0;0.3295002356489767
BR;Emacs Lisp;0;1;2.284861684414576;29.0;0.0;0.3243307318602343
BR;F#;0;1;2.9798950501522863;14.0;0.0;0.346527735631053
BR;Fortran;0;1;2.575123543477829;23.0;0.0;0.3358316870356855
BR;FreeMarker;0;1;2.6096665413170133;18.0;0.0;0.3324323297175058
BR;GDB;0;1;2.8372748269469548;20.0;0.0;0.333503955588196
BR;GLSL;0;1;1.862587317764688;36.0;0.0;0.3446130399519805
BR;Gnuplot;0;1;3.101021239015724;14.0;0.0;0.3283389023317272
BR;Go;0;1;1.0106528223522817;48.0;0.0;0.3751270313573082
BR;Groovy;0;1;1.9476213896937435;34.0;0.0;0.3499359103307733
BR;HCL;0;1;2.075469430889188;29.0;0.0;0.3453682671773483
BR;Inno Setup;0;1;3.1166840094427037;13.0;0.0;0.3315358604560945
BR;Julia;0;1;2.718931209114361;18.0;0.0;0.3551981406774518
BR;Less;0;1;0.0287144858230048;58.0;0.0;0.4808066068424929
BR;Lex;0;1;2.1086389957590543;32.0;0.0;0.3462141871944578
BR;Lua;0;1;1.784842630294794;36.0;0.0;0.3362318533604059
BR;M;0;1;2.8386404669981036;17.0;0.0;0.3489298158318353
BR;M4;0;1;2.1789177990423836;31.0;0.0;0.3247183882993592
BR;MATLAB;0;1;1.607304664210452;38.0;0.0;0.3597463735859709
BR;Makefile;0;1;1.099888758800505;46.0;0.0;0.3575635016553689
BR;Mathematica;0;1;2.9532361998983783;16.0;0.0;0.3281627392968715
BR;Meson;0;1;2.991561278181072;16.0;0.0;0.3269291189069867
BR;NASL;0;1;3.0749879684708037;16.0;0.0;0.3242572753650016
BR;NSIS;0;1;2.8340100256997274;20.0;0.0;0.3241618828307291
BR;Objective-C++;1;0;2.2966159739590664;30.0;1.0;0.3316800530993829
BR;Perl;0;1;1.64924002475752;38.0;0.0;0.3388002600681287
BR;PostScript;0;1;3.0749879684708037;16.0;0.0;0.3242572753650016
BR;PowerShell;0;1;0.759189602096217;58.0;0.0;0.4077557775341486
BR;Pug;0;1;1.3257681306809193;41.0;0.0;0.4008700579791808
BR;QMake;0;1;1.939245321600863;31.0;0.0;0.3449724270866636
BR;R;0;1;0.9837305570009688;40.0;0.0;0.3786750970092696
BR;Raku;0;1;2.765356814824582;23.0;0.0;0.3376696248570932
BR;Roff;0;1;1.8720201810720312;35.0;0.0;0.3320584241577482
BR;Rust;0;1;1.7718722989843865;34.0;0.0;0.3415409057859715
BR;SWIG;0;1;3.0749879684708037;16.0;0.0;0.3242572753650016
BR;Scala;0;1;2.149544529046932;32.0;0.0;0.3354407606779934
BR;Scheme;0;1;2.878091963613647;17.0;0.0;0.3352174596689913
BR;SmPL;0;1;2.968782541316773;15.0;0.0;0.3397184868122282
BR;Smalltalk;0;1;2.184249923947141;31.0;0.0;0.3534607070490893
BR;Smarty;0;1;1.6867077877377117;41.0;0.0;0.3584294914215066
BR;Stylus;0;1;2.383145221461129;21.0;0.0;0.3559647433501586
BR;Tcl;0;1;2.3428831978834004;30.0;0.0;0.334994388601269
BR;TeX;0;1;1.3871652188469246;40.0;0.0;0.3603527340582073
BR;Twig;0;1;1.6564652442060968;22.0;0.0;0.3572711572125929
BR;Verilog;0;1;2.733504415880784;17.0;0.0;0.3377751524947886
BR;Vim Script;0;1;1.900649886448476;33.0;0.0;0.3291458109760755
BR;XS;0;1;3.0511179155811723;14.0;0.0;0.3434144485135074
BR;XSLT;0;1;1.6824452631964322;40.0;0.0;0.3464398339624434
BR;Yacc;0;1;2.0789420867424653;32.0;0.0;0.3352478716762338
BR;sed;0;1;2.6844992911837227;23.0;0.0;0.3290607572761857
BY;Dart;0;1;-0.2731426361832896;46.0;0.0;0.5292835584089062
BY;Go;0;1;1.0106528223522817;48.0;0.0;0.4127970662038925
BY;Hack;0;1;-0.3569854687960176;62.0;0.0;0.5410182688055688
BY;Jupyter Notebook;0;1;0.4303108890840478;48.0;0.0;0.4224647363632224
BY;Lua;0;1;1.784842630294794;36.0;0.0;0.3679511123234339
BY;Makefile;0;1;1.099888758800505;46.0;0.0;0.4109574937362853
BY;Perl;0;1;1.64924002475752;38.0;0.0;0.3787404075383645
BY;Python;1;0;-0.5731609756980096;95.0;1.0;0.503837619695082
BY;Roff;0;1;1.8720201810720312;35.0;0.0;0.362126132686585
BY;Rust;0;1;1.7718722989843865;34.0;0.0;0.3660653863277898
CA;Blade;0;1;-0.4652508894488165;60.0;0.0;0.828358637659873
CA;Dart;0;1;-0.2731426361832896;46.0;0.0;0.8435883802059231
CA;Hack;0;1;-0.3569854687960176;62.0;0.0;0.8359503505888539
CA;Kotlin;0;1;-0.161119360854662;76.0;0.0;0.8595962508683177
CA;Less;0;1;0.0287144858230048;58.0;0.0;0.8562497103024691
CA;PHP;0;1;-0.8800035812127267;107.0;0.0;0.8635914257984126
CA;Twig;0;1;1.6564652442060968;22.0;0.0;0.9416694122953266
CA;Vue;0;1;-0.3946880570499113;65.0;0.0;0.8401539876936311
CH;Blade;0;1;-0.4652508894488165;60.0;0.0;0.6654568629093113
CH;CSS;0;1;-1.1235791698152833;137.0;0.0;0.6697490748122481
CH;Dart;0;1;-0.2731426361832896;46.0;0.0;0.6623869902014994
CH;HLSL;0;1;1.411478442422064;44.0;0.0;0.7357478451564605
CH;HTML;0;1;-1.2905081989991216;145.0;0.0;0.6672641720815595
CH;Hack;0;1;-0.3569854687960176;62.0;0.0;0.6621831123584692
CH;Java;0;1;-0.7652183747771489;102.0;0.0;0.6843681919613511
CH;JavaScript;0;1;-1.0676450719083308;137.0;0.0;0.6696599822998692
CH;Kotlin;0;1;-0.161119360854662;76.0;0.0;0.6824850535087907
CH;ShaderLab;0;1;1.442966450727443;41.0;0.0;0.7297196943954767
CH;Swift;0;1;0.0438564094566854;69.0;0.0;0.6798696323626368
CL;Assembly;0;1;1.6140402136707923;42.0;0.0;0.2316481324829902
CL;C;0;1;0.8431704579094816;57.0;0.0;0.2897666891111432
CL;C++;0;1;0.6067486439390477;64.0;0.0;0.3174895041281542
CL;CMake;0;1;1.615373748737018;41.0;0.0;0.2193899771321617
CL;Go;0;1;1.0106528223522817;48.0;0.0;0.2638130961481088
CL;Makefile;0;1;1.099888758800505;46.0;0.0;0.2425965813215796
CL;Objective-C;0;1;0.2858814656882291;82.0;0.0;0.3922575505688987
CL;Perl;0;1;1.64924002475752;38.0;0.0;0.2088319701911674
CL;PowerShell;1;0;0.759189602096217;58.0;1.0;0.3119801413123344
CL;Roff;0;1;1.8720201810720312;35.0;0.0;0.1901121233505957
CN;ASP.NET;1;0;0.6999645931255207;45.0;1.0;0.5422097532386561
CN;Blade;0;1;-0.4652508894488165;60.0;0.0;0.5466681554630174
CN;C#;0;1;-0.1043281087103906;86.0;0.0;0.5841680748953094
CN;Common Lisp;1;0;2.93270503247345;17.0;1.0;0.570913220943187
CN;Dart;0;1;-0.2731426361832896;46.0;0.0;0.5273035585538062
CN;Elixir;0;1;2.697399134333642;20.0;0.0;0.5649884330033303
CN;F#;1;0;2.9798950501522863;14.0;1.0;0.5620364306915656
CN;Gherkin;0;1;1.884085487951083;34.0;0.0;0.5737055464023959
