year;iso2_code;language;num_pushers;e_p;e_c;e;rca;rca01;entry01
2020;AD;AIDL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;AIDL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;AMPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;AMPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;ANTLR;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;ANTLR;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;ASP.NET;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;ASP.NET;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;ActionScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;ActionScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Ada;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Ada;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Apex;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Apex;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;AppleScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;AppleScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Assembly;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Assembly;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Astro;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Astro;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;AutoHotkey;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;AutoHotkey;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Awk;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Awk;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Batchfile;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Batchfile;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Blade;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Blade;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Brainfuck;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Brainfuck;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;C;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;C;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;C#;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;C#;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;C++;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;C++;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;CMake;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;CMake;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;CSS;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;CSS;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Clojure;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Clojure;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;CoffeeScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;CoffeeScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Common Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Common Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Cuda;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Cuda;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Cython;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Cython;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;D;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;D;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;DIGITAL Command Language;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;DIGITAL Command Language;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;DTrace;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;DTrace;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Dart;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Dart;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Dockerfile;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Dockerfile;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;EJS;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;EJS;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Elixir;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Elixir;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Elm;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Elm;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Emacs Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Emacs Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Erlang;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Erlang;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;F#;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;F#;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Forth;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Forth;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Fortran;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Fortran;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;FreeMarker;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;FreeMarker;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;G-code;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;G-code;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;GAP;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;GAP;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;GDB;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;GDB;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;GDScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;GDScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;GLSL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;GLSL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Gherkin;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Gherkin;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Gnuplot;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Gnuplot;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Go;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Go;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Groovy;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Groovy;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;HCL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;HCL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;HLSL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;HLSL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;HTML;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;HTML;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Hack;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Hack;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Haml;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Haml;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Handlebars;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Handlebars;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Haskell;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Haskell;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Inno Setup;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Inno Setup;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Java;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Java;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;JavaScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;JavaScript;103.0;11157538.0;103.0;91185560.0;8.17255204508378;1.0;1
2020;AD;Jinja;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Jinja;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Julia;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Julia;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Jupyter Notebook;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Jupyter Notebook;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Kotlin;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Kotlin;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;LLVM;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;LLVM;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Less;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Less;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Lex;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Lex;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Liquid;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Liquid;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Logos;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Logos;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Lua;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Lua;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;M;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;M;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;M4;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;M4;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;MATLAB;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;MATLAB;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Makefile;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Makefile;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Mako;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Mako;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Mathematica;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Mathematica;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Meson;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Meson;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Mustache;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Mustache;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;NASL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;NASL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;NSIS;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;NSIS;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Nim;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Nim;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Nix;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Nix;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Nunjucks;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Nunjucks;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;OCaml;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;OCaml;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Objective-C;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Objective-C;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Objective-C++;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Objective-C++;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;OpenEdge ABL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;OpenEdge ABL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;OpenSCAD;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;OpenSCAD;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;PHP;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;PHP;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;PLSQL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;PLSQL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;PLpgSQL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;PLpgSQL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Pascal;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Pascal;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Pawn;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Pawn;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Perl;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Perl;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;PostScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;PostScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;PowerShell;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;PowerShell;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Processing;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Processing;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Procfile;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Procfile;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Prolog;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Prolog;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Pug;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Pug;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Puppet;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Puppet;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;PureBasic;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;PureBasic;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Python;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Python;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;QML;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;QML;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;QMake;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;QMake;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;R;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;R;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Raku;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Raku;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Rebol;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Rebol;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;RobotFramework;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;RobotFramework;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Roff;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Roff;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Ruby;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Ruby;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Rust;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Rust;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;SCSS;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;SCSS;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;SQLPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;SQLPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;SWIG;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;SWIG;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Sass;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Sass;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Scala;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Scala;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Scheme;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Scheme;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Scilab;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Scilab;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;ShaderLab;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;ShaderLab;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Shell;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Shell;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;SmPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;SmPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Smalltalk;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Smalltalk;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Smarty;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Smarty;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Solidity;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Solidity;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;SourcePawn;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;SourcePawn;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Standard ML;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Standard ML;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Starlark;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Starlark;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Stata;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Stata;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Stylus;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Stylus;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Svelte;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Svelte;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Swift;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Swift;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;SystemVerilog;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;SystemVerilog;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;TSQL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;TSQL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Tcl;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Tcl;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;TeX;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;TeX;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Thrift;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Thrift;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Twig;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Twig;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;TypeScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;TypeScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;UnrealScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;UnrealScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;VBA;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;VBA;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;VBScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;VBScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;VHDL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;VHDL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Verilog;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Verilog;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Vim Script;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Vim Script;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Vim Snippet;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Vim Snippet;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Visual Basic .NET;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Visual Basic .NET;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Vue;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Vue;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;XS;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;XS;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;XSLT;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;XSLT;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;Yacc;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;Yacc;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AD;sed;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AD;sed;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;AIDL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;AIDL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;AMPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;AMPL;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;ANTLR;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;ANTLR;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;ASP.NET;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;ASP.NET;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;ActionScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;ActionScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Ada;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Ada;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Apex;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Apex;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;AppleScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;AppleScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Assembly;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Assembly;266.0;430544.0;141827.0;91185560.0;0.3972201291852536;0.0;0
2020;AE;Astro;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Astro;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;AutoHotkey;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;AutoHotkey;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Awk;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Awk;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Batchfile;1689.0;1537021.0;138122.0;112428608.0;0.8944659725119527;0.0;0
2022;AE;Batchfile;1481.0;1061868.0;141827.0;91185560.0;0.8967093088811662;0.0;0
2020;AE;Blade;210.0;328718.0;138122.0;112428608.0;0.5200077115748594;0.0;0
2022;AE;Blade;744.0;373652.0;141827.0;91185560.0;1.2801851271762765;1.0;1
2020;AE;Brainfuck;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Brainfuck;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;C;2409.0;2572830.0;138122.0;112428608.0;0.7621486491616074;0.0;0
2022;AE;C;3096.0;2192550.0;141827.0;91185560.0;0.9078594091725197;0.0;0
2020;AE;C#;2603.0;2069591.0;138122.0;112428608.0;1.023772869481408;1.0;1
2022;AE;C#;2307.0;1583134.0;141827.0;91185560.0;0.9369082679091537;0.0;0
2020;AE;C++;2791.0;2869718.0;138122.0;112428608.0;0.7916525044310804;0.0;0
2022;AE;C++;2952.0;2279341.0;141827.0;91185560.0;0.8326724652231391;0.0;0
2020;AE;CMake;508.0;968273.0;138122.0;112428608.0;0.42705112055026995;0.0;0
2022;AE;CMake;1447.0;983913.0;141827.0;91185560.0;0.945537995886469;0.0;0
2020;AE;CSS;18316.0;12433138.0;138122.0;112428608.0;1.199123339578984;1.0;1
2022;AE;CSS;18087.0;10388464.0;141827.0;91185560.0;1.1193923961492718;1.0;0
2020;AE;Clojure;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Clojure;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;CoffeeScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;CoffeeScript;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Common Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Common Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Cuda;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Cuda;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Cython;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Cython;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;D;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;D;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;DIGITAL Command Language;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;DIGITAL Command Language;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;DTrace;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;DTrace;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Dart;844.0;465732.0;138122.0;112428608.0;1.4750961959713202;1.0;1
2022;AE;Dart;1173.0;444314.0;141827.0;91185560.0;1.6973647056928338;1.0;0
2020;AE;Dockerfile;4162.0;2995653.0;138122.0;112428608.0;1.1309008892187633;1.0;0
2022;AE;Dockerfile;4827.0;2654444.0;141827.0;91185560.0;1.169151750528987;1.0;0
2020;AE;EJS;174.0;209870.0;138122.0;112428608.0;0.6748587156771162;0.0;0
2022;AE;EJS;471.0;348985.0;141827.0;91185560.0;0.8677233805562422;0.0;0
2020;AE;Elixir;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Elixir;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Elm;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Elm;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Emacs Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Emacs Lisp;0.0;0.0;0.0;0.0;0.0;0.0;0
2020;AE;Erlang;0.0;0.0;0.0;0.0;0.0;0.0;0
2022;AE;Erlang;0.0;0.0;0.0;0.0;0.0;0.0;0
