iso2_code;language;entry01;consider00;pci;ubiquity;rca01;density
AE;Batchfile;0;1;1.7471843555744355;36.0;0.0;0.0916895008376528
AE;C++;0;1;1.178963277107531;36.0;0.0;0.1087479741154323
AE;Go;1;0;1.2800234940898836;26.0;1.0;0.0895231244195603
AE;Java;0;1;-0.6507630317877583;71.0;0.0;0.3836608461961913
AE;Makefile;1;0;1.551307474226617;38.0;1.0;0.0990728744524964
AE;Vue;0;1;-0.5836902257250292;48.0;0.0;0.3472178907651108
AL;Python;0;1;-0.0611221261375305;55.0;0.0;0.1208827923518438
AL;Shell;0;1;-0.2362835280042434;76.0;0.0;0.1620735615798355
AM;Batchfile;0;1;1.7471843555744355;36.0;0.0;0.0473343910825546
AM;C;0;1;1.5037980944476748;37.0;0.0;0.0535326985622306
AM;Dockerfile;1;0;0.9560592557597312;45.0;1.0;0.0789132835290084
AM;Jupyter Notebook;0;1;0.5041818405099832;24.0;0.0;0.0751482113614167
AM;Makefile;1;0;1.551307474226617;38.0;1.0;0.053396906910761
AM;Objective-C;1;0;0.1124218654706702;45.0;1.0;0.1735352603572617
AM;Python;0;1;-0.0611221261375305;55.0;0.0;0.1264533307737831
AM;Ruby;0;1;-0.8068791632433246;56.0;0.0;0.2649417427413921
AR;Assembly;0;1;1.9556408637492584;32.0;0.0;0.1810090245326671
AR;Batchfile;0;1;1.7471843555744355;36.0;0.0;0.1889641438928572
AR;C;0;1;1.5037980944476748;37.0;0.0;0.1945926453176345
AR;C++;0;1;1.178963277107531;36.0;0.0;0.1990785178674103
AR;CMake;0;1;1.802764150627622;35.0;0.0;0.185578752561236
AR;CoffeeScript;0;1;0.6610298139241809;19.0;0.0;0.2301225848434786
AR;Dart;0;1;-0.6261940594326862;37.0;0.0;0.4349436121938193
AR;Dockerfile;0;1;0.9560592557597312;45.0;0.0;0.2053518737599682
AR;GLSL;0;1;1.9639052813494415;29.0;0.0;0.1836146561734805
AR;Go;0;1;1.2800234940898836;26.0;0.0;0.1760412800461238
AR;Groovy;0;1;2.0436612163259795;28.0;0.0;0.1798121035318114
AR;HCL;0;1;2.0771461379908005;23.0;0.0;0.1718724787648528
AR;Jupyter Notebook;0;1;0.5041818405099832;24.0;0.0;0.2158486658376425
AR;Kotlin;0;1;-0.3724228316395753;56.0;0.0;0.3856244239347322
AR;Lua;0;1;1.9072598826057532;29.0;0.0;0.1727765800464167
AR;M4;0;1;2.1327493259295696;30.0;0.0;0.1764227764096055
AR;MATLAB;0;1;1.8530413457853512;25.0;0.0;0.1806155587897576
AR;Makefile;0;1;1.551307474226617;38.0;0.0;0.1913484219257393
AR;Objective-C;0;1;0.1124218654706702;45.0;0.0;0.2706276265464534
AR;PLpgSQL;0;1;1.887381337592136;32.0;0.0;0.1885247469216928
AR;Perl;0;1;1.8776731320574271;30.0;0.0;0.173950439234926
AR;PowerShell;0;1;0.9807277362742748;37.0;0.0;0.2127007221728021
AR;Python;0;1;-0.0611221261375305;55.0;0.0;0.2236680337136606
AR;R;0;1;1.112133702992122;31.0;0.0;0.2069212612183163
AR;Roff;0;1;2.0574269918365893;29.0;0.0;0.17445860430929
AR;Ruby;0;1;-0.8068791632433246;56.0;0.0;0.3241020938401757
AR;Rust;0;1;2.0653136539712804;25.0;0.0;0.1695987426873483
AR;Scala;0;1;2.0225455601224236;29.0;0.0;0.1838407245392352
AR;Shell;0;1;-0.2362835280042434;76.0;0.0;0.2527699612149745
AR;Smarty;0;1;1.933559611183388;30.0;0.0;0.1760100061675082
AR;Starlark;0;1;0.5666508347852562;19.0;0.0;0.2298513070695811
AR;Swift;0;1;-0.3891974708374764;48.0;0.0;0.3799295671911432
AR;TeX;0;1;1.6312304894969374;28.0;0.0;0.1830845915096345
AR;Vim Script;0;1;1.9663895014720945;27.0;0.0;0.1760305386968837
AR;Vue;0;1;-0.5836902257250292;48.0;0.0;0.4043705521885939
AR;XSLT;0;1;1.7267384888454036;31.0;0.0;0.1842156570637984
AT;Blade;0;1;-0.4606071616066987;54.0;0.0;0.440110697162649
AT;CSS;0;1;-1.2027521866672362;108.0;0.0;0.3712282560172474
AT;Dart;0;1;-0.6261940594326862;37.0;0.0;0.3822638035992222
AT;HTML;0;1;-1.301666052482916;116.0;0.0;0.3552238805970149
AT;Hack;0;1;-0.4422427712823875;53.0;0.0;0.4116198823847816
AT;JavaScript;0;1;-1.0672091966498596;113.0;0.0;0.4043304632857045
AT;Jupyter Notebook;0;1;0.5041818405099832;24.0;0.0;0.4662421660027114
AT;Less;0;1;-0.3227488476815796;44.0;0.0;0.4553535163947242
AT;Ruby;1;0;-0.8068791632433246;56.0;1.0;0.3914715148196621
AT;Swift;0;1;-0.3891974708374764;48.0;0.0;0.4018048395378721
AU;Blade;0;1;-0.4606071616066987;54.0;0.0;0.4800310874690708
AU;C++;0;1;1.178963277107531;36.0;0.0;0.7394863675327588
AU;CSS;0;1;-1.2027521866672362;108.0;0.0;0.3608314185340625
AU;Dart;0;1;-0.6261940594326862;37.0;0.0;0.4189294483249201
AU;FreeMarker;1;0;1.985206029330524;12.0;1.0;0.7150079642047742
AU;HTML;0;1;-1.301666052482916;116.0;0.0;0.3534328358208954
AU;Hack;0;1;-0.4422427712823875;53.0;0.0;0.4896995386005965
AU;Java;0;1;-0.6507630317877583;71.0;0.0;0.5025811583463096
AU;JavaScript;0;1;-1.0672091966498596;113.0;0.0;0.3962974077237368
AU;Jupyter Notebook;0;1;0.5041818405099832;24.0;0.0;0.6721494009411694
