iso2_code;language;num_pushers;year;diversity;ubiquity;mcp;eci;pci;density;coi;cog;rca
AD;AIDL;0;2023;1;14;0;-1.322161915548991;2.0467174680251046;0.00044428204523326093;-0.669751335411903;0.966247179038963;0.0
AD;AMPL;0;2023;1;12;0;-1.322161915548991;2.495776465979805;0.0;-0.669751335411903;1.1429651606286826;0.0
AD;ANTLR;0;2023;1;20;0;-1.322161915548991;2.3861943364709526;0.0;-0.669751335411903;1.1868456408197214;0.0
AD;ASP.NET;0;2023;1;30;0;-1.322161915548991;0.5382541490789644;0.004770339087202934;-0.669751335411903;0.06552516108498321;0.0
AD;ActionScript;0;2023;1;7;0;-1.322161915548991;2.3072918446669415;0.00020988335118059115;-0.669751335411903;0.8061204215671466;0.0
AD;Ada;0;2023;1;9;0;-1.322161915548991;2.3578730666925574;0.00017181549394539486;-0.669751335411903;0.9355928817117352;0.0
AD;Apex;0;2023;1;7;0;-1.322161915548991;1.9905701288745319;0.00046664434065831476;-0.669751335411903;0.697633698229023;0.0
AD;AppleScript;0;2023;1;14;0;-1.322161915548991;2.514125989943215;0.0;-0.669751335411903;1.2205858753649228;0.0
AD;Assembly;0;2023;1;41;0;-1.322161915548991;1.176913685054007;0.0019624035394967478;-0.669751335411903;0.384172145406518;0.0
AD;Astro;0;2023;1;23;0;-1.322161915548991;1.830255207841726;0.0007733251496496868;-0.669751335411903;0.9209034831828042;0.0
AD;AutoHotkey;0;2023;1;12;0;-1.322161915548991;2.508664797356417;0.0;-0.669751335411903;1.1147888344606307;0.0
AD;Awk;0;2023;1;29;0;-1.322161915548991;2.2288102528167015;0.0;-0.669751335411903;0.9908218915974356;0.0
AD;Batchfile;0;2023;1;41;0;-1.322161915548991;1.446283752633124;0.001474572881434792;-0.669751335411903;0.5491495727932084;0.0
AD;Blade;0;2023;1;59;0;-1.322161915548991;-0.6313628493996918;0.01865050462614658;-0.669751335411903;-0.6170873323156538;0.0
AD;Brainfuck;0;2023;1;9;0;-1.322161915548991;1.230345810516138;0.0008507543213719723;-0.669751335411903;0.4669254987974613;0.0
AD;C;0;2023;1;54;0;-1.322161915548991;0.16527317419128235;0.0068587935003374826;-0.669751335411903;-0.0967675687732714;0.0
AD;C#;0;2023;1;63;0;-1.322161915548991;0.16054000826282397;0.010121116018033362;-0.669751335411903;-0.19933230238788147;0.0
AD;C++;0;2023;1;50;0;-1.322161915548991;0.5071885030429184;0.004866042571719526;-0.669751335411903;0.015596706335185694;0.0
AD;CMake;0;2023;1;52;0;-1.322161915548991;0.5344441726279899;0.004475989041105351;-0.669751335411903;-0.013253508684737072;0.0
AD;CSS;0;2023;1;119;0;-1.322161915548991;-1.3027569435432473;0.06854876782173544;-0.669751335411903;-0.7509371346261379;0.0
AD;Clojure;0;2023;1;22;0;-1.322161915548991;2.2298185797781542;0.00024013177349741026;-0.669751335411903;1.0536388747980623;0.0
AD;CoffeeScript;0;2023;1;19;0;-1.322161915548991;1.2913246233424347;0.0012793025699430944;-0.669751335411903;0.6933670549259922;0.0
AD;Common Lisp;0;2023;1;15;0;-1.322161915548991;2.443652372243538;0.0;-0.669751335411903;1.1552984848978045;0.0
AD;Cuda;0;2023;1;18;0;-1.322161915548991;2.255994103843015;0.0001307039582211279;-0.669751335411903;1.0110487183076027;0.0
AD;Cython;0;2023;1;23;0;-1.322161915548991;1.9773937867108942;0.00038577357371063033;-0.669751335411903;0.9230292105224726;0.0
AD;D;0;2023;1;15;0;-1.322161915548991;2.4563933947638024;0.0;-0.669751335411903;1.1811740425003243;0.0
AD;DIGITAL Command Language;0;2023;1;14;0;-1.322161915548991;2.490611945831955;0.0;-0.669751335411903;1.2013300546126275;0.0
AD;DTrace;0;2023;1;10;0;-1.322161915548991;2.3521386454985453;0.00015971453900808224;-0.669751335411903;1.0018626665515973;0.0
AD;Dart;0;2023;1;51;0;-1.322161915548991;-0.9473987351330266;0.024498080480724795;-0.669751335411903;-0.7286762423566026;0.0
AD;Dockerfile;0;2023;1;57;0;-1.322161915548991;0.8086770422973133;0.00442729915975515;-0.669751335411903;0.19419310039493154;0.0
AD;EJS;0;2023;1;29;0;-1.322161915548991;0.32282257817783794;0.005426649745478446;-0.669751335411903;-0.03560635257486062;0.0
AD;Elixir;0;2023;1;18;0;-1.322161915548991;2.050646210221826;0.000532488375372516;-0.669751335411903;0.9957442188591537;0.0
AD;Elm;0;2023;1;6;0;-1.322161915548991;2.5452838828763267;0.0;-0.669751335411903;0.8098077576224125;0.0
AD;Emacs Lisp;0;2023;1;26;0;-1.322161915548991;2.207265632725821;0.0;-0.669751335411903;0.9836186903633674;0.0
AD;Erlang;0;2023;1;15;0;-1.322161915548991;2.5018575719959135;0.0;-0.669751335411903;1.2442603835799713;0.0
AD;F#;0;2023;1;15;0;-1.322161915548991;2.2079491509089864;0.0002761129004684763;-0.669751335411903;1.0266747389034045;0.0
AD;Forth;0;2023;1;20;0;-1.322161915548991;1.8730138256785862;0.0008204610779866652;-0.669751335411903;0.9187505860301663;0.0
AD;Fortran;0;2023;1;20;0;-1.322161915548991;2.214206157557641;0.00012695922015784722;-0.669751335411903;1.0125556104175262;0.0
AD;FreeMarker;0;2023;1;18;0;-1.322161915548991;2.371781858423739;0.0;-0.669751335411903;1.1597745140920412;0.0
AD;G-code;0;2023;1;5;0;-1.322161915548991;2.6176221723306687;0.0;-0.669751335411903;0.7610241330119752;0.0
AD;GAP;0;2023;1;21;0;-1.322161915548991;2.132354299252921;0.0002500959072021785;-0.669751335411903;1.0233335874789307;0.0
