period;language_1;language_2;proximity;year
1;Python;Factor;0.01818181818181818;2020
1;Python;Forth;0.18181818181818182;2020
1;Python;Fortran;0.21818181818181817;2020
1;Python;FreeMarker;0.10909090909090909;2020
1;Python;G-code;0.12727272727272726;2020
1;Python;GAP;0.14545454545454545;2020
1;Python;GDB;0.21818181818181817;2020
1;Python;GDScript;0.09090909090909091;2020
1;Python;GLSL;0.2727272727272727;2020
1;Python;Game Maker Language;0.01818181818181818;2020
1;Python;Gherkin;0.2;2020
1;Python;Gnuplot;0.12727272727272726;2020
1;Python;Go;0.2727272727272727;2020
1;Python;Groovy;0.2727272727272727;2020
1;Python;HCL;0.23636363636363636;2020
1;Python;HLSL;0.3090909090909091;2020
1;Python;HTML;0.3103448275862069;2020
1;Python;Hack;0.16363636363636364;2020
1;Python;Haml;0.09090909090909091;2020
1;Python;Handlebars;0.2;2020
1;Python;Haskell;0.2727272727272727;2020
1;Python;HyPhy;0.01818181818181818;2020
1;Python;IDL;0.05454545454545454;2020
1;Python;Inno Setup;0.14545454545454545;2020
1;Python;Java;0.36619718309859156;2020
1;Python;JavaScript;0.34513274336283184;2020
1;Python;Julia;0.18181818181818182;2020
1;Python;Jupyter Notebook;0.36363636363636365;2020
1;Python;Kotlin;0.32142857142857145;2020
1;Python;LLVM;0.10909090909090909;2020
1;Python;LOLCODE;0.01818181818181818;2020
1;Python;Less;0.2;2020
1;Python;Lex;0.23636363636363636;2020
1;Python;Lua;0.32727272727272727;2020
1;Python;M;0.18181818181818182;2020
1;Python;M4;0.3090909090909091;2020
1;Python;MATLAB;0.32727272727272727;2020
1;Python;Makefile;0.4;2020
1;Python;Mako;0.21818181818181817;2020
1;Python;Mathematica;0.16363636363636364;2020
1;Python;Meson;0.18181818181818182;2020
1;Python;NASL;0.18181818181818182;2020
1;Python;NCL;0.01818181818181818;2020
1;Python;NSIS;0.18181818181818182;2020
1;Python;Nemerle;0.01818181818181818;2020
1;Python;Nix;0.14545454545454545;2020
1;Python;OCaml;0.14545454545454545;2020
1;Python;Objective-C;0.3090909090909091;2020
1;Python;Objective-C++;0.3090909090909091;2020
1;Python;OpenSCAD;0.12727272727272726;2020
1;Python;PHP;0.30526315789473685;2020
1;Python;PLSQL;0.21818181818181817;2020
1;Python;PLpgSQL;0.2909090909090909;2020
1;Python;Pascal;0.21818181818181817;2020
1;Python;Pawn;0.12727272727272726;2020
1;Python;Perl;0.3090909090909091;2020
1;Python;PostScript;0.18181818181818182;2020
1;Python;PowerShell;0.4;2020
1;Python;Processing;0.18181818181818182;2020
1;Python;Prolog;0.18181818181818182;2020
1;Python;Pug;0.2;2020
1;Python;Puppet;0.10909090909090909;2020
1;Python;PureBasic;0.12727272727272726;2020
1;Python;Python;1.0;2020
1;Python;QML;0.14545454545454545;2020
1;Python;QMake;0.16363636363636364;2020
1;Python;R;0.3090909090909091;2020
1;Python;Racket;0.10909090909090909;2020
1;Python;Raku;0.2;2020
1;Python;Rebol;0.18181818181818182;2020
1;Python;Roff;0.32727272727272727;2020
1;Python;Ruby;0.5;2020
1;Python;Rust;0.2545454545454545;2020
1;Python;SCSS;0.32222222222222224;2020
1;Python;SQLPL;0.18181818181818182;2020
1;Python;SWIG;0.16363636363636364;2020
1;Python;Sass;0.21818181818181817;2020
1;Python;Scala;0.2727272727272727;2020
1;Python;Scheme;0.16363636363636364;2020
1;Python;ShaderLab;0.2727272727272727;2020
1;Python;Shell;0.5789473684210527;2020
1;Python;SmPL;0.16363636363636364;2020
1;Python;Smalltalk;0.2909090909090909;2020
1;Python;Smarty;0.3090909090909091;2020
1;Python;Solidity;0.2;2020
1;Python;SourcePawn;0.09090909090909091;2020
1;Python;Standard ML;0.10909090909090909;2020
1;Python;Starlark;0.16363636363636364;2020
1;Python;Stylus;0.09090909090909091;2020
1;Python;Svelte;0.2;2020
1;Python;Swift;0.2727272727272727;2020
1;Python;TSQL;0.14754098360655737;2020
1;Python;Tcl;0.2909090909090909;2020
1;Python;TeX;0.3090909090909091;2020
1;Python;Thrift;0.09090909090909091;2020
1;Python;Twig;0.12727272727272726;2020
1;Python;TypeScript;0.29333333333333333;2020
1;Python;VBScript;0.16363636363636364;2020
1;Python;VHDL;0.10909090909090909;2020
1;Python;Verilog;0.18181818181818182;2020
1;Python;Vim Script;0.2727272727272727;2020
1;Python;Vim Snippet;0.14545454545454545;2020
1;Python;Visual Basic .NET;0.16363636363636364;2020
1;Python;Vue;0.2;2020
1;Python;XS;0.14545454545454545;2020
1;Python;XSLT;0.2727272727272727;2020
1;Python;Yacc;0.2909090909090909;2020
1;Python;sed;0.23636363636363636;2020
1;QML;ANTLR;0.6470588235294118;2020
1;QML;ASP.NET;0.02631578947368421;2020
1;QML;Ada;0.38461538461538464;2020
1;QML;Apex;0.15384615384615385;2020
1;QML;AppleScript;0.38461538461538464;2020
1;QML;Assembly;0.3125;2020
1;QML;AutoHotkey;0.46153846153846156;2020
1;QML;Awk;0.3333333333333333;2020
1;QML;Batchfile;0.2777777777777778;2020
1;QML;Blade;0.037037037037037035;2020
1;QML;Brainfuck;0.23076923076923078;2020
1;QML;Brightscript;0.0;2020
1;QML;C;0.2972972972972973;2020
1;QML;C#;0.08823529411764706;2020
1;QML;C++;0.2777777777777778;2020
1;QML;CMake;0.3142857142857143;2020
1;QML;CSS;0.018518518518518517;2020
1;QML;Clojure;0.4;2020
1;QML;CoffeeScript;0.05263157894736842;2020
1;QML;Common Lisp;0.6;2020
1;QML;Crystal;0.3076923076923077;2020
1;QML;Cuda;0.5;2020
1;QML;D;0.5384615384615384;2020
1;QML;DIGITAL Command Language;0.6428571428571429;2020
1;QML;DTrace;0.46153846153846156;2020
1;QML;Dart;0.0;2020
1;QML;Dockerfile;0.2;2020
1;QML;Elixir;0.5263157894736842;2020
1;QML;Emacs Lisp;0.2727272727272727;2020
1;QML;Erlang;0.6;2020
1;QML;F#;0.5;2020
1;QML;Factor;0.0;2020
1;QML;Forth;0.7692307692307693;2020
1;QML;Fortran;0.5;2020
1;QML;FreeMarker;0.5384615384615384;2020
1;QML;G-code;0.46153846153846156;2020
1;QML;GAP;0.6923076923076923;2020
1;QML;GDB;0.5555555555555556;2020
1;QML;GDScript;0.5384615384615384;2020
1;QML;GLSL;0.3448275862068966;2020
1;QML;Game Maker Language;0.0;2020
1;QML;Gherkin;0.2962962962962963;2020
1;QML;Gnuplot;0.6153846153846154;2020
1;QML;Go;0.19230769230769232;2020
1;QML;Groovy;0.35714285714285715;2020
1;QML;HCL;0.34782608695652173;2020
1;QML;HLSL;0.25;2020
1;QML;HTML;0.02586206896551724;2020
1;QML;Hack;0.07547169811320754;2020
1;QML;Haml;0.38461538461538464;2020
1;QML;Handlebars;0.08333333333333333;2020
1;QML;Haskell;0.2962962962962963;2020
1;QML;HyPhy;0.0;2020
1;QML;IDL;0.15384615384615385;2020
1;QML;Inno Setup;0.6923076923076923;2020
1;QML;Java;0.056338028169014086;2020
1;QML;JavaScript;0.02654867256637168;2020
1;QML;Julia;0.47058823529411764;2020
1;QML;Jupyter Notebook;0.16666666666666666;2020
1;QML;Kotlin;0.05357142857142857;2020
1;QML;LLVM;0.46153846153846156;2020
1;QML;LOLCODE;0.0;2020
1;QML;Less;0.06818181818181818;2020
1;QML;Lex;0.38461538461538464;2020
1;QML;Lua;0.3448275862068966;2020
1;QML;M;0.5714285714285714;2020
1;QML;M4;0.36666666666666664;2020
1;QML;MATLAB;0.28;2020
1;QML;Makefile;0.2631578947368421;2020
1;QML;Mako;0.5238095238095238;2020
1;QML;Mathematica;0.6153846153846154;2020
1;QML;Meson;0.7333333333333333;2020
1;QML;NASL;0.7333333333333333;2020
1;QML;NCL;0.0;2020
1;QML;NSIS;0.6111111111111112;2020
1;QML;Nemerle;0.0;2020
1;QML;Nix;0.5714285714285714;2020
1;QML;OCaml;0.6153846153846154;2020
1;QML;Objective-C;0.08888888888888889;2020
1;QML;Objective-C++;0.38461538461538464;2020
1;QML;OpenSCAD;0.5384615384615384;2020
1;QML;PHP;0.06315789473684211;2020
1;QML;PLSQL;0.44;2020
1;QML;PLpgSQL;0.34375;2020
1;QML;Pascal;0.47619047619047616;2020
1;QML;Pawn;0.6153846153846154;2020
1;QML;Perl;0.3;2020
1;QML;PostScript;0.7333333333333333;2020
1;QML;PowerShell;0.21621621621621623;2020
1;QML;Processing;0.4117647058823529;2020
1;QML;Prolog;0.5555555555555556;2020
1;QML;Pug;0.13333333333333333;2020
1;QML;Puppet;0.38461538461538464;2020
1;QML;PureBasic;0.6923076923076923;2020
1;QML;Python;0.14545454545454545;2020
1;QML;QML;1.0;2020
1;QML;QMake;0.391304347826087;2020
1;QML;R;0.22580645161290322;2020
1;QML;Racket;0.3076923076923077;2020
1;QML;Raku;0.55;2020
1;QML;Rebol;0.4117647058823529;2020
1;QML;Roff;0.3448275862068966;2020
1;QML;Ruby;0.05357142857142857;2020
1;QML;Rust;0.28;2020
1;QML;SCSS;0.07777777777777778;2020
1;QML;SQLPL;0.5454545454545454;2020
1;QML;SWIG;0.6923076923076923;2020
1;QML;Sass;0.3333333333333333;2020
1;QML;Scala;0.3448275862068966;2020
1;QML;Scheme;0.5333333333333333;2020
1;QML;ShaderLab;0.24242424242424243;2020
1;QML;Shell;0.10526315789473684;2020
1;QML;SmPL;0.6153846153846154;2020
1;QML;Smalltalk;0.4230769230769231;2020
1;QML;Smarty;0.3333333333333333;2020
1;QML;Solidity;0.47619047619047616;2020
1;QML;SourcePawn;0.46153846153846156;2020
1;QML;Standard ML;0.3076923076923077;2020
1;QML;Starlark;0.05263157894736842;2020
1;QML;Stylus;0.3076923076923077;2020
1;QML;Svelte;0.5882352941176471;2020
1;QML;Swift;0.0625;2020
1;QML;TSQL;0.08196721311475409;2020
1;QML;Tcl;0.4230769230769231;2020
1;QML;TeX;0.2857142857142857;2020
1;QML;Thrift;0.3076923076923077;2020
1;QML;Twig;0.47619047619047616;2020
1;QML;TypeScript;0.08;2020
1;QML;VBScript;0.6;2020
1;QML;VHDL;0.6153846153846154;2020
1;QML;Verilog;0.5333333333333333;2020
1;QML;Vim Script;0.25925925925925924;2020
1;QML;Vim Snippet;0.6428571428571429;2020
1;QML;Visual Basic .NET;0.4375;2020
1;QML;Vue;0.0625;2020
1;QML;XS;0.6153846153846154;2020
1;QML;XSLT;0.2903225806451613;2020
1;QML;Yacc;0.2962962962962963;2020
1;QML;sed;0.5;2020
1;QMake;ANTLR;0.43478260869565216;2020
1;QMake;ASP.NET;0.23684210526315788;2020
1;QMake;Ada;0.17391304347826086;2020
1;QMake;Apex;0.043478260869565216;2020
1;QMake;AppleScript;0.17391304347826086;2020
1;QMake;Assembly;0.5625;2020
1;QMake;AutoHotkey;0.21739130434782608;2020
1;QMake;Awk;0.6296296296296297;2020
1;QMake;Batchfile;0.5;2020
1;QMake;Blade;0.14814814814814814;2020
1;QMake;Brainfuck;0.08695652173913043;2020
1;QMake;Brightscript;0.0;2020
1;QMake;C;0.5135135135135135;2020
1;QMake;C#;0.23529411764705882;2020
1;QMake;C++;0.5277777777777778;2020
1;QMake;CMake;0.5142857142857142;2020
1;QMake;CSS;0.06481481481481481;2020
1;QMake;Clojure;0.5652173913043478;2020
1;QMake;CoffeeScript;0.08695652173913043;2020
1;QMake;Common Lisp;0.30434782608695654;2020
1;QMake;Crystal;0.08695652173913043;2020
1;QMake;Cuda;0.34782608695652173;2020
1;QMake;D;0.21739130434782608;2020
1;QMake;DIGITAL Command Language;0.34782608695652173;2020
1;QMake;DTrace;0.21739130434782608;2020
1;QMake;Dart;0.05405405405405406;2020
1;QMake;Dockerfile;0.3111111111111111;2020
1;QMake;Elixir;0.391304347826087;2020
1;QMake;Emacs Lisp;0.5217391304347826;2020
1;QMake;Erlang;0.30434782608695654;2020
1;QMake;F#;0.2608695652173913;2020
1;QMake;Factor;0.0;2020
1;QMake;Forth;0.2608695652173913;2020
1;QMake;Fortran;0.391304347826087;2020
1;QMake;FreeMarker;0.43478260869565216;2020
1;QMake;G-code;0.17391304347826086;2020
1;QMake;GAP;0.34782608695652173;2020
1;QMake;GDB;0.5217391304347826;2020
1;QMake;GDScript;0.17391304347826086;2020
1;QMake;GLSL;0.5862068965517241;2020
1;QMake;Game Maker Language;0.0;2020
1;QMake;Gherkin;0.5185185185185185;2020
1;QMake;Gnuplot;0.30434782608695654;2020
1;QMake;Go;0.34615384615384615;2020
1;QMake;Groovy;0.5714285714285714;2020
1;QMake;HCL;0.4782608695652174;2020
1;QMake;HLSL;0.3611111111111111;2020
1;QMake;HTML;0.06896551724137931;2020
1;QMake;Hack;0.1509433962264151;2020
1;QMake;Haml;0.13043478260869565;2020
1;QMake;Handlebars;0.25;2020
1;QMake;Haskell;0.48148148148148145;2020
1;QMake;HyPhy;0.0;2020
1;QMake;IDL;0.043478260869565216;2020
1;QMake;Inno Setup;0.30434782608695654;2020
1;QMake;Java;0.1267605633802817;2020
1;QMake;JavaScript;0.07079646017699115;2020
1;QMake;Julia;0.34782608695652173;2020
1;QMake;Jupyter Notebook;0.16666666666666666;2020
1;QMake;Kotlin;0.16071428571428573;2020
1;QMake;LLVM;0.13043478260869565;2020
1;QMake;LOLCODE;0.0;2020
1;QMake;Less;0.25;2020
1;QMake;Lex;0.6538461538461539;2020
1;QMake;Lua;0.5517241379310345;2020
1;QMake;M;0.30434782608695654;2020
1;QMake;M4;0.6;2020
1;QMake;MATLAB;0.48;2020
1;QMake;Makefile;0.4473684210526316;2020
1;QMake;Mako;0.5217391304347826;2020
1;QMake;Mathematica;0.2608695652173913;2020
1;QMake;Meson;0.391304347826087;2020
1;QMake;NASL;0.391304347826087;2020
1;QMake;NCL;0.0;2020
1;QMake;NSIS;0.5652173913043478;2020
1;QMake;Nemerle;0.0;2020
1;QMake;Nix;0.391304347826087;2020
1;QMake;OCaml;0.2608695652173913;2020
1;QMake;Objective-C;0.24444444444444444;2020
1;QMake;Objective-C++;0.5769230769230769;2020
1;QMake;OpenSCAD;0.21739130434782608;2020
1;QMake;PHP;0.1368421052631579;2020
1;QMake;PLSQL;0.64;2020
1;QMake;PLpgSQL;0.5625;2020
1;QMake;Pascal;0.6086956521739131;2020
1;QMake;Pawn;0.30434782608695654;2020
1;QMake;Perl;0.5;2020
1;QMake;PostScript;0.391304347826087;2020
1;QMake;PowerShell;0.2972972972972973;2020
1;QMake;Processing;0.21739130434782608;2020
1;QMake;Prolog;0.34782608695652173;2020
1;QMake;Pug;0.36666666666666664;2020
1;QMake;Puppet;0.13043478260869565;2020
1;QMake;PureBasic;0.21739130434782608;2020
1;QMake;Python;0.16363636363636364;2020
1;QMake;QML;0.391304347826087;2020
1;QMake;QMake;1.0;2020
1;QMake;R;0.2903225806451613;2020
1;QMake;Racket;0.08695652173913043;2020
1;QMake;Raku;0.6086956521739131;2020
1;QMake;Rebol;0.17391304347826086;2020
1;QMake;Roff;0.5517241379310345;2020
1;QMake;Ruby;0.017857142857142856;2020
1;QMake;Rust;0.52;2020
1;QMake;SCSS;0.1;2020
1;QMake;SQLPL;0.5652173913043478;2020
1;QMake;SWIG;0.30434782608695654;2020
1;QMake;Sass;0.4666666666666667;2020
1;QMake;Scala;0.6206896551724138;2020
1;QMake;Scheme;0.30434782608695654;2020
1;QMake;ShaderLab;0.30303030303030304;2020
1;QMake;Shell;0.17105263157894737;2020
1;QMake;SmPL;0.34782608695652173;2020
1;QMake;Smalltalk;0.5;2020
1;QMake;Smarty;0.5333333333333333;2020
1;QMake;Solidity;0.391304347826087;2020
1;QMake;SourcePawn;0.17391304347826086;2020
1;QMake;Standard ML;0.21739130434782608;2020
1;QMake;Starlark;0.08695652173913043;2020
1;QMake;Stylus;0.21739130434782608;2020
1;QMake;Svelte;0.34782608695652173;2020
1;QMake;Swift;0.125;2020
1;QMake;TSQL;0.18032786885245902;2020
1;QMake;Tcl;0.5769230769230769;2020
1;QMake;TeX;0.4642857142857143;2020
1;QMake;Thrift;0.13043478260869565;2020
1;QMake;Twig;0.6086956521739131;2020
1;QMake;TypeScript;0.22666666666666666;2020
1;QMake;VBScript;0.30434782608695654;2020
1;QMake;VHDL;0.30434782608695654;2020
1;QMake;Verilog;0.30434782608695654;2020
1;QMake;Vim Script;0.48148148148148145;2020
1;QMake;Vim Snippet;0.30434782608695654;2020
1;QMake;Visual Basic .NET;0.17391304347826086;2020
1;QMake;Vue;0.14583333333333334;2020
1;QMake;XS;0.2608695652173913;2020
1;QMake;XSLT;0.5161290322580645;2020
1;QMake;Yacc;0.6296296296296297;2020
1;QMake;sed;0.6521739130434783;2020
1;R;ANTLR;0.3548387096774194;2020
1;R;ASP.NET;0.3684210526315789;2020
1;R;Ada;0.0967741935483871;2020
1;R;Apex;0.12903225806451613;2020
1;R;AppleScript;0.1935483870967742;2020
1;R;Assembly;0.53125;2020
1;R;AutoHotkey;0.22580645161290322;2020
1;R;Awk;0.5161290322580645;2020
1;R;Batchfile;0.5555555555555556;2020
1;R;Blade;0.2222222222222222;2020
1;R;Brainfuck;0.0967741935483871;2020
1;R;Brightscript;0.0;2020
1;R;C;0.4594594594594595;2020
1;R;C#;0.3382352941176471;2020
1;R;C++;0.3888888888888889;2020
1;R;CMake;0.6285714285714286;2020
1;R;CSS;0.1111111111111111;2020
1;R;Clojure;0.41935483870967744;2020
1;R;CoffeeScript;0.3225806451612903;2020
1;R;Common Lisp;0.3225806451612903;2020
1;R;Crystal;0.12903225806451613;2020
1;R;Cuda;0.2903225806451613;2020
1;R;D;0.22580645161290322;2020
1;R;DIGITAL Command Language;0.25806451612903225;2020
1;R;DTrace;0.12903225806451613;2020
1;R;Dart;0.21621621621621623;2020
1;R;Dockerfile;0.5111111111111111;2020
1;R;Elixir;0.3870967741935484;2020
1;R;Emacs Lisp;0.5161290322580645;2020
1;R;Erlang;0.25806451612903225;2020
1;R;F#;0.25806451612903225;2020
1;R;Factor;0.0;2020
1;R;Forth;0.25806451612903225;2020
1;R;Fortran;0.45161290322580644;2020
1;R;FreeMarker;0.1935483870967742;2020
1;R;G-code;0.1935483870967742;2020
1;R;GAP;0.2903225806451613;2020
1;R;GDB;0.3225806451612903;2020
1;R;GDScript;0.16129032258064516;2020
1;R;GLSL;0.5806451612903226;2020
1;R;Game Maker Language;0.03225806451612903;2020
1;R;Gherkin;0.5161290322580645;2020
1;R;Gnuplot;0.2903225806451613;2020
1;R;Go;0.41935483870967744;2020
1;R;Groovy;0.5161290322580645;2020
1;R;HCL;0.4838709677419355;2020
1;R;HLSL;0.5277777777777778;2020
1;R;HTML;0.09482758620689655;2020
1;R;Hack;0.24528301886792453;2020
1;R;Haml;0.12903225806451613;2020
1;R;Handlebars;0.4166666666666667;2020
1;R;Haskell;0.5483870967741935;2020
1;R;HyPhy;0.0;2020
1;R;IDL;0.0967741935483871;2020
1;R;Inno Setup;0.2903225806451613;2020
1;R;Java;0.15492957746478872;2020
1;R;JavaScript;0.12389380530973451;2020
1;R;Julia;0.41935483870967744;2020
1;R;Jupyter Notebook;0.41935483870967744;2020
1;R;Kotlin;0.19642857142857142;2020
1;R;LLVM;0.12903225806451613;2020
1;R;LOLCODE;0.0;2020
1;R;Less;0.20454545454545456;2020
1;R;Lex;0.41935483870967744;2020
1;R;Lua;0.5806451612903226;2020
1;R;M;0.3548387096774194;2020
1;R;M4;0.5806451612903226;2020
1;R;MATLAB;0.5483870967741935;2020
1;R;Makefile;0.5263157894736842;2020
1;R;Mako;0.3870967741935484;2020
1;R;Mathematica;0.3548387096774194;2020
1;R;Meson;0.3225806451612903;2020
1;R;NASL;0.2903225806451613;2020
1;R;NCL;0.03225806451612903;2020
1;R;NSIS;0.3870967741935484;2020
1;R;Nemerle;0.0;2020
1;R;Nix;0.3225806451612903;2020
1;R;OCaml;0.1935483870967742;2020
1;R;Objective-C;0.28888888888888886;2020
1;R;Objective-C++;0.5483870967741935;2020
1;R;OpenSCAD;0.1935483870967742;2020
1;R;PHP;0.2;2020
1;R;PLSQL;0.4838709677419355;2020
1;R;PLpgSQL;0.59375;2020
1;R;Pascal;0.41935483870967744;2020
1;R;Pawn;0.16129032258064516;2020
1;R;Perl;0.6129032258064516;2020
1;R;PostScript;0.2903225806451613;2020
1;R;PowerShell;0.5675675675675675;2020
1;R;Processing;0.3548387096774194;2020
1;R;Prolog;0.3548387096774194;2020
1;R;Pug;0.3225806451612903;2020
1;R;Puppet;0.22580645161290322;2020
1;R;PureBasic;0.16129032258064516;2020
1;R;Python;0.3090909090909091;2020
1;R;QML;0.22580645161290322;2020
1;R;QMake;0.2903225806451613;2020
1;R;R;1.0;2020
1;R;Racket;0.12903225806451613;2020
1;R;Raku;0.3870967741935484;2020
1;R;Rebol;0.3870967741935484;2020
1;R;Roff;0.6129032258064516;2020
1;R;Ruby;0.17857142857142858;2020
1;R;Rust;0.5483870967741935;2020
1;R;SCSS;0.2;2020
1;R;SQLPL;0.3548387096774194;2020
1;R;SWIG;0.2903225806451613;2020
1;R;Sass;0.45161290322580644;2020
1;R;Scala;0.5161290322580645;2020
1;R;Scheme;0.3548387096774194;2020
1;R;ShaderLab;0.5151515151515151;2020
1;R;Shell;0.3157894736842105;2020
1;R;SmPL;0.12903225806451613;2020
1;R;Smalltalk;0.4838709677419355;2020
1;R;Smarty;0.6129032258064516;2020
1;R;Solidity;0.22580645161290322;2020
1;R;SourcePawn;0.12903225806451613;2020
1;R;Standard ML;0.0967741935483871;2020
1;R;Starlark;0.0967741935483871;2020
1;R;Stylus;0.1935483870967742;2020
1;R;Svelte;0.3548387096774194;2020
1;R;Swift;0.16666666666666666;2020
1;R;TSQL;0.2459016393442623;2020
1;R;Tcl;0.5161290322580645;2020
1;R;TeX;0.6451612903225806;2020
1;R;Thrift;0.12903225806451613;2020
1;R;Twig;0.3548387096774194;2020
1;R;TypeScript;0.29333333333333333;2020
1;R;VBScript;0.22580645161290322;2020
1;R;VHDL;0.22580645161290322;2020
1;R;Verilog;0.22580645161290322;2020
1;R;Vim Script;0.5806451612903226;2020
1;R;Vim Snippet;0.25806451612903225;2020
1;R;Visual Basic .NET;0.2903225806451613;2020
1;R;Vue;0.16666666666666666;2020
1;R;XS;0.16129032258064516;2020
1;R;XSLT;0.6129032258064516;2020
1;R;Yacc;0.45161290322580644;2020
1;R;sed;0.45161290322580644;2020
1;Racket;ANTLR;0.29411764705882354;2020
1;Racket;ASP.NET;0.05263157894736842;2020
1;Racket;Ada;0.3333333333333333;2020
1;Racket;Apex;0.7142857142857143;2020
1;Racket;AppleScript;0.4444444444444444;2020
1;Racket;Assembly;0.15625;2020
1;Racket;AutoHotkey;0.5;2020
1;Racket;Awk;0.18518518518518517;2020
1;Racket;Batchfile;0.1388888888888889;2020
1;Racket;Blade;0.018518518518518517;2020
1;Racket;Brainfuck;0.7142857142857143;2020
1;Racket;Brightscript;0.14285714285714285;2020
1;Racket;C;0.10810810810810811;2020
1;Racket;C#;0.058823529411764705;2020
1;Racket;C++;0.1111111111111111;2020
1;Racket;CMake;0.14285714285714285;2020
1;Racket;CSS;0.018518518518518517;2020
1;Racket;Clojure;0.3;2020
1;Racket;CoffeeScript;0.10526315789473684;2020
1;Racket;Common Lisp;0.4;2020
1;Racket;Crystal;0.6666666666666666;2020
1;Racket;Cuda;0.1875;2020
1;Racket;D;0.5;2020
1;Racket;DIGITAL Command Language;0.35714285714285715;2020
1;Racket;DTrace;0.5555555555555556;2020
1;Racket;Dart;0.05405405405405406;2020
1;Racket;Dockerfile;0.08888888888888889;2020
1;Racket;Elixir;0.3684210526315789;2020
1;Racket;Emacs Lisp;0.18181818181818182;2020
1;Racket;Erlang;0.4;2020
1;Racket;F#;0.42857142857142855;2020
1;Racket;Factor;0.14285714285714285;2020
1;Racket;Forth;0.46153846153846156;2020
1;Racket;Fortran;0.25;2020
1;Racket;FreeMarker;0.08333333333333333;2020
1;Racket;G-code;0.625;2020
1;Racket;GAP;0.3076923076923077;2020
1;Racket;GDB;0.2777777777777778;2020
1;Racket;GDScript;0.6666666666666666;2020
1;Racket;GLSL;0.1724137931034483;2020
1;Racket;Game Maker Language;0.14285714285714285;2020
1;Racket;Gherkin;0.18518518518518517;2020
1;Racket;Gnuplot;0.25;2020
1;Racket;Go;0.15384615384615385;2020
1;Racket;Groovy;0.17857142857142858;2020
1;Racket;HCL;0.21739130434782608;2020
1;Racket;HLSL;0.1111111111111111;2020
1;Racket;HTML;0.017241379310344827;2020
1;Racket;Hack;0.03773584905660377;2020
1;Racket;Haml;0.7142857142857143;2020
1;Racket;Handlebars;0.1111111111111111;2020
1;Racket;Haskell;0.2222222222222222;2020
1;Racket;HyPhy;0.14285714285714285;2020
1;Racket;IDL;0.42857142857142855;2020
1;Racket;Inno Setup;0.4166666666666667;2020
1;Racket;Java;0.028169014084507043;2020
1;Racket;JavaScript;0.017699115044247787;2020
1;Racket;Julia;0.29411764705882354;2020
1;Racket;Jupyter Notebook;0.125;2020
1;Racket;Kotlin;0.05357142857142857;2020
1;Racket;LLVM;0.625;2020
1;Racket;LOLCODE;0.2857142857142857;2020
1;Racket;Less;0.022727272727272728;2020
1;Racket;Lex;0.15384615384615385;2020
1;Racket;Lua;0.1724137931034483;2020
1;Racket;M;0.35714285714285715;2020
1;Racket;M4;0.16666666666666666;2020
1;Racket;MATLAB;0.16;2020
1;Racket;Makefile;0.13157894736842105;2020
1;Racket;Mako;0.23809523809523808;2020
1;Racket;Mathematica;0.3076923076923077;2020
1;Racket;Meson;0.3333333333333333;2020
1;Racket;NASL;0.3333333333333333;2020
1;Racket;NCL;0.14285714285714285;2020
1;Racket;NSIS;0.2777777777777778;2020
1;Racket;Nemerle;0.14285714285714285;2020
1;Racket;Nix;0.2857142857142857;2020
1;Racket;OCaml;0.5;2020
1;Racket;Objective-C;0.044444444444444446;2020
1;Racket;Objective-C++;0.19230769230769232;2020
1;Racket;OpenSCAD;0.5555555555555556;2020
1;Racket;PHP;0.021052631578947368;2020
1;Racket;PLSQL;0.2;2020
1;Racket;PLpgSQL;0.15625;2020
1;Racket;Pascal;0.2857142857142857;2020
1;Racket;Pawn;0.45454545454545453;2020
1;Racket;Perl;0.13333333333333333;2020
1;Racket;PostScript;0.3333333333333333;2020
1;Racket;PowerShell;0.13513513513513514;2020
1;Racket;Processing;0.29411764705882354;2020
1;Racket;Prolog;0.3333333333333333;2020
1;Racket;Pug;0.1;2020
1;Racket;Puppet;0.5;2020
1;Racket;PureBasic;0.5833333333333334;2020
1;Racket;Python;0.10909090909090909;2020
1;Racket;QML;0.3076923076923077;2020
1;Racket;QMake;0.08695652173913043;2020
1;Racket;R;0.12903225806451613;2020
1;Racket;Racket;1.0;2020
1;Racket;Raku;0.25;2020
1;Racket;Rebol;0.29411764705882354;2020
1;Racket;Roff;0.1724137931034483;2020
1;Racket;Ruby;0.07142857142857142;2020
1;Racket;Rust;0.16;2020
1;Racket;SCSS;0.022222222222222223;2020
1;Racket;SQLPL;0.22727272727272727;2020
1;Racket;SWIG;0.3333333333333333;2020
1;Racket;Sass;0.13333333333333333;2020
1;Racket;Scala;0.13793103448275862;2020
1;Racket;Scheme;0.26666666666666666;2020
1;Racket;ShaderLab;0.12121212121212122;2020
1;Racket;Shell;0.05263157894736842;2020
1;Racket;SmPL;0.38461538461538464;2020
1;Racket;Smalltalk;0.19230769230769232;2020
1;Racket;Smarty;0.13333333333333333;2020
1;Racket;Solidity;0.14285714285714285;2020
1;Racket;SourcePawn;0.7142857142857143;2020
1;Racket;Standard ML;0.1111111111111111;2020
1;Racket;Starlark;0.15789473684210525;2020
1;Racket;Stylus;0.0;2020
1;Racket;Svelte;0.35294117647058826;2020
1;Racket;Swift;0.0625;2020
1;Racket;TSQL;0.01639344262295082;2020
1;Racket;Tcl;0.15384615384615385;2020
1;Racket;TeX;0.14285714285714285;2020
